frame,event,state,gate_enabled,memory_remaining,ready_count,lost_count,screen_x,screen_x_copy,raw_horizontal,normalized,arm_ready,raw_detected,normalized_detected,auto_aim_detected,centered_for_lost,raw_quiet,normalized_quiet,target_lost_candidate
18965,SAMPLE,TARGET_LOCKED,true,0,0,0,140.36138916016,140.36138916016,-102.49894714355,0.10265839099884,false,true,true,true,false,false,false,false
18970,SAMPLE,TARGET_LOCKED,true,0,0,0,139.72361755371,139.72361755371,-105.78497314453,0.10601413249969,false,true,true,true,false,false,false,false
18975,SAMPLE,TARGET_LOCKED,true,0,0,0,139.25025939941,139.25025939941,-108.22174072266,0.1084588766098,false,true,true,true,false,false,false,false
18980,SAMPLE,TARGET_LOCKED,true,0,0,0,138.97744750977,138.97744750977,-109.62517547607,0.10984909534454,false,true,true,true,false,false,false,false
18985,SAMPLE,TARGET_LOCKED,true,0,0,0,138.76345825195,138.76345825195,-110.72531890869,0.1109516620636,false,true,true,true,false,false,false,false
18990,SAMPLE,TARGET_LOCKED,true,0,0,0,138.47257995605,138.47257995605,-112.22214508057,0.11248564720154,false,true,true,true,false,false,false,false
18995,SAMPLE,TARGET_LOCKED,true,0,0,0,138.16488647461,138.16488647461,-113.80290222168,0.11406767368317,false,true,true,true,false,false,false,false
19000,SAMPLE,TARGET_LOCKED,true,0,0,0,138.14508056641,138.14508056641,-113.901222229,0.11421144008636,false,true,true,true,false,false,false,false
19005,SAMPLE,TARGET_LOCKED,true,0,0,0,138.49014282227,138.49014282227,-112.12660217285,0.11238968372345,false,true,true,true,false,false,false,false
19010,SAMPLE,TARGET_LOCKED,true,0,0,0,138.66757202148,138.66757202148,-111.21337127686,0.11147892475128,false,true,true,true,false,false,false,false
19015,SAMPLE,TARGET_LOCKED,true,0,0,0,138.60845947266,138.60845947266,-111.51776885986,0.11176657676697,false,true,true,true,false,false,false,false
19020,SAMPLE,TARGET_LOCKED,true,0,0,0,138.43606567383,138.43606567383,-112.40882873535,0.11267733573914,false,true,true,true,false,false,false,false
19025,SAMPLE,TARGET_LOCKED,true,0,0,0,138.50543212891,138.50543212891,-112.05445098877,0.11234176158905,false,true,true,true,false,false,false,false
19030,SAMPLE,TARGET_LOCKED,true,0,0,0,138.63739013672,138.63739013672,-111.37468719482,0.11162269115448,false,true,true,true,false,false,false,false
19035,SAMPLE,TARGET_LOCKED,true,0,0,0,138.70593261719,138.70593261719,-111.01956176758,0.11128723621368,false,true,true,true,false,false,false,false
19040,SAMPLE,TARGET_LOCKED,true,0,0,0,138.83122253418,138.83122253418,-110.37321472168,0.11061608791351,false,true,true,true,false,false,false,false
19045,SAMPLE,TARGET_LOCKED,true,0,0,0,138.88616943359,138.88616943359,-110.08911132813,0.11037635803223,false,true,true,true,false,false,false,false
19050,SAMPLE,TARGET_LOCKED,true,0,0,0,138.92176818848,138.92176818848,-109.90504455566,0.11018466949463,false,true,true,true,false,false,false,false
19055,SAMPLE,TARGET_LOCKED,true,0,0,0,139.08821105957,139.08821105957,-109.04705810547,0.10927379131317,false,true,true,true,false,false,false,false
19060,SAMPLE,TARGET_LOCKED,true,0,0,0,139.23445129395,139.23445129395,-108.29273223877,0.10855484008789,false,true,true,true,false,false,false,false
19065,SAMPLE,TARGET_LOCKED,true,0,0,0,139.36441040039,139.36441040039,-107.62148284912,0.10788369178772,false,true,true,true,false,false,false,false
19070,SAMPLE,TARGET_LOCKED,true,0,0,0,139.4875793457,139.4875793457,-106.98665618896,0.10721254348755,false,true,true,true,false,false,false,false
19075,SAMPLE,TARGET_LOCKED,true,0,0,0,139.6716003418,139.6716003418,-106.03779602051,0.10625386238098,false,true,true,true,false,false,false,false
19080,SAMPLE,TARGET_LOCKED,true,0,0,0,139.8533782959,139.8533782959,-105.09852600098,0.10529494285583,false,true,true,true,false,false,false,false
19085,SAMPLE,TARGET_LOCKED,true,0,0,0,139.39347839355,139.39347839355,-107.48873901367,0.10769188404083,false,true,true,true,false,false,false,false
19090,SAMPLE,TARGET_LOCKED,true,0,0,0,138.93710327148,138.93710327148,-109.86211395264,0.11008882522583,false,true,true,true,false,false,false,false
19095,SAMPLE,TARGET_LOCKED,true,0,0,0,138.62701416016,138.62701416016,-111.47649383545,0.11167073249817,false,true,true,true,false,false,false,false
19100,SAMPLE,TARGET_LOCKED,true,0,0,0,138.32830810547,138.32830810547,-113.01789093018,0.11325263977051,false,true,true,true,false,false,false,false
19105,SAMPLE,TARGET_LOCKED,true,0,0,0,137.83343505859,137.83343505859,-115.56060028076,0.1157933473587,false,true,true,true,false,false,false,false
19110,SAMPLE,TARGET_LOCKED,true,0,0,0,137.02685546875,137.02685546875,-119.70420074463,0.11996388435364,false,true,true,true,false,false,false,false
19115,SAMPLE,TARGET_LOCKED,true,0,0,0,136.53227233887,136.53227233887,-122.24423217773,0.12250471115112,false,true,true,true,false,false,false,false
19120,SAMPLE,TARGET_LOCKED,true,0,0,0,136.27786254883,136.27786254883,-123.55113983154,0.12384688854218,false,true,true,true,false,false,false,false
19125,SAMPLE,TARGET_LOCKED,true,0,0,0,136.16845703125,136.16845703125,-124.11304473877,0.12437415122986,false,true,true,true,false,false,false,false
19130,SAMPLE,TARGET_LOCKED,true,0,0,0,135.69429016113,135.69429016113,-126.54405212402,0.12686693668365,false,true,true,true,false,false,false,false
19135,SAMPLE,TARGET_LOCKED,true,0,0,0,135.17520141602,135.17520141602,-129.20286560059,0.12955152988434,false,true,true,true,false,false,false,false
19140,SAMPLE,TARGET_LOCKED,true,0,0,0,134.79637145996,134.79637145996,-131.1414642334,0.13151693344116,false,true,true,true,false,false,false,false
19145,SAMPLE,TARGET_LOCKED,true,0,0,0,134.12574768066,134.12574768066,-134.56874084473,0.13496840000153,false,true,true,true,false,false,false,false
19150,SAMPLE,TARGET_LOCKED,true,0,0,0,133.0316619873,133.0316619873,-140.14878845215,0.1405770778656,false,true,true,true,false,false,false,false
19155,SAMPLE,TARGET_LOCKED,true,0,0,0,131.42735290527,131.42735290527,-148.3065032959,0.14882242679596,false,true,true,true,false,false,false,false
19160,SAMPLE,TARGET_LOCKED,true,0,0,0,130.15969848633,130.15969848633,-154.73348999023,0.1552939414978,false,true,true,true,false,false,false,false
19165,SAMPLE,TARGET_LOCKED,true,0,0,0,129.07969665527,129.07969665527,-160.19357299805,0.16085481643677,false,true,true,true,false,false,false,false
19170,SAMPLE,TARGET_LOCKED,true,0,0,0,128.15068054199,128.15068054199,-164.87715148926,0.16560053825378,false,true,true,true,false,false,false,false
19175,SAMPLE,TARGET_LOCKED,true,0,0,0,127.31565856934,127.31565856934,-169.07562255859,0.16986703872681,false,true,true,true,false,false,false,false
19180,SAMPLE,TARGET_LOCKED,true,0,0,0,126.31700134277,126.31700134277,-174.07981872559,0.17394173145294,false,true,true,true,false,false,false,false
19185,SAMPLE,TARGET_LOCKED,true,0,0,0,126.22953033447,126.22953033447,-174.51403808594,0.17537975311279,false,true,true,true,false,false,false,false
19190,SAMPLE,TARGET_LOCKED,true,0,0,0,125.95602416992,125.95602416992,-175.88090515137,0.17677009105682,false,true,true,true,false,false,false,false
19195,SAMPLE,TARGET_LOCKED,true,0,0,0,125.0258026123,125.0258026123,-180.52737426758,0.18151581287384,false,true,true,true,false,false,false,false
19200,SAMPLE,TARGET_LOCKED,true,0,0,0,123.63914489746,123.63914489746,-187.44247436523,0.18851470947266,false,true,true,true,false,false,false,false
19205,SAMPLE,TARGET_LOCKED,true,0,0,0,122.29914093018,122.29914093018,-194.08866882324,0.19532191753387,false,true,true,true,false,false,false,false
19210,SAMPLE,TARGET_LOCKED,true,0,0,0,121.34272766113,121.34272766113,-198.80569458008,0.20011568069458,false,true,true,true,false,false,false,false
19215,SAMPLE,TARGET_LOCKED,true,0,0,0,120.24111938477,120.24111938477,-204.20834350586,0.20567643642426,false,true,true,true,false,false,false,false
19220,SAMPLE,TARGET_LOCKED,true,0,0,0,119.47523498535,119.47523498535,-207.94442749023,0.20955944061279,false,true,true,true,false,false,false,false
19225,SAMPLE,TARGET_LOCKED,true,0,0,0,118.84494018555,118.84494018555,-211.0018157959,0.21267533302307,false,true,true,true,false,false,false,false
19230,SAMPLE,TARGET_LOCKED,true,0,0,0,118.41027832031,118.41027832031,-213.1036529541,0.21488034725189,false,true,true,true,false,false,false,false
19235,SAMPLE,TARGET_LOCKED,true,0,0,0,118.00880432129,118.00880432129,-215.03979492188,0.21689391136169,false,true,true,true,false,false,false,false
19240,SAMPLE,TARGET_LOCKED,true,0,0,0,117.83215332031,117.83215332031,-215.87640380859,0.21770882606506,false,true,true,true,false,false,false,false
19245,SAMPLE,TARGET_LOCKED,true,0,0,0,117.81661987305,117.81661987305,-215.93647766113,0.21785259246826,false,true,true,true,false,false,false,false
19250,SAMPLE,TARGET_LOCKED,true,0,0,0,117.78079986572,117.78079986572,-216.10234069824,0.21799635887146,false,true,true,true,false,false,false,false
19255,SAMPLE,TARGET_LOCKED,true,0,0,0,117.90393066406,117.90393066406,-215.49826049805,0.21742117404938,false,true,true,true,false,false,false,false
19260,SAMPLE,TARGET_LOCKED,true,0,0,0,117.96563720703,117.96563720703,-215.19400024414,0.21708559989929,false,true,true,true,false,false,false,false
19265,SAMPLE,TARGET_LOCKED,true,0,0,0,118.02380371094,118.02380371094,-214.91854858398,0.21684587001801,false,true,true,true,false,false,false,false
19270,SAMPLE,TARGET_LOCKED,true,0,0,0,117.63238525391,117.63238525391,-216.91137695313,0.21876335144043,false,true,true,true,false,false,false,false
19275,SAMPLE,TARGET_LOCKED,true,0,0,0,116.42022705078,116.42022705078,-222.91679382324,0.22485148906708,false,true,true,true,false,false,false,false
19280,SAMPLE,TARGET_LOCKED,true,0,0,0,115.47618865967,115.47618865967,-227.5440826416,0.22954928874969,false,true,true,true,false,false,false,false
19285,SAMPLE,TARGET_LOCKED,true,0,0,0,115.17248535156,115.17248535156,-229.02886962891,0.23103547096252,false,true,true,true,false,false,false,false
19290,SAMPLE,TARGET_LOCKED,true,0,0,0,114.96519470215,114.96519470215,-230.03193664551,0.23209011554718,false,true,true,true,false,false,false,false
19295,SAMPLE,TARGET_LOCKED,true,0,0,0,114.82754516602,114.82754516602,-230.69639587402,0.23276126384735,false,true,true,true,false,false,false,false
19300,SAMPLE,TARGET_LOCKED,true,0,0,0,114.90706634521,114.90706634521,-230.31167602539,0.23237776756287,false,true,true,true,false,false,false,false
19305,SAMPLE,TARGET_LOCKED,true,0,0,0,115.04509735107,115.04509735107,-229.64407348633,0.2316586971283,false,true,true,true,false,false,false,false
19310,SAMPLE,TARGET_LOCKED,true,0,0,0,114.73516845703,114.73516845703,-231.14305114746,0.23319268226624,false,true,true,true,false,false,false,false
19315,SAMPLE,TARGET_LOCKED,true,0,0,0,114.39981079102,114.39981079102,-232.7632598877,0.23491835594177,false,true,true,true,false,false,false,false
19320,SAMPLE,TARGET_LOCKED,true,0,0,0,114.02857971191,114.02857971191,-234.55500793457,0.2367399930954,false,true,true,true,false,false,false,false
19325,SAMPLE,TARGET_LOCKED,true,0,0,0,113.69467926025,113.69467926025,-236.1636505127,0.23765075206757,false,true,true,true,false,false,false,false
19330,SAMPLE,TARGET_LOCKED,true,0,0,0,113.16605377197,113.16605377197,-238.70500183105,0.24100649356842,false,true,true,true,false,false,false,false
19335,SAMPLE,TARGET_LOCKED,true,0,0,0,111.83164215088,111.83164215088,-245.10127258301,0.24762189388275,false,true,true,true,false,false,false,false
19340,SAMPLE,TARGET_LOCKED,true,0,0,0,140.51266479492,140.51266479492,-101.75075531006,0.10189139842987,false,true,true,true,false,false,false,false
19345,SAMPLE,TARGET_LOCKED,true,0,0,0,149.34027099609,149.34027099609,-55.861637115479,0.055871248245239,false,true,true,true,false,false,false,false
19350,SAMPLE,TARGET_LOCKED,true,0,0,0,154.16903686523,154.16903686523,-30.590280532837,0.03051233291626,false,true,true,true,false,false,false,false
19355,SAMPLE,TARGET_LOCKED,true,0,0,0,157.25695800781,157.25695800781,-14.395742416382,0.014309406280518,true,false,false,false,false,false,false,false
19360,SAMPLE,TARGET_LOCKED,true,0,0,0,158.49952697754,158.49952697754,-7.8751964569092,0.0078377723693848,true,false,false,false,true,false,false,false
19365,SAMPLE,TARGET_LOCKED,true,0,0,0,176.76345825195,176.76345825195,87.64673614502,-0.087701797485352,false,true,true,true,false,false,false,false
19370,SAMPLE,TARGET_LOCKED,true,0,0,0,166.78193664551,166.78193664551,35.573402404785,-0.035545825958252,false,true,true,true,false,false,false,false
19375,SAMPLE,TARGET_LOCKED,true,0,0,0,163.19041442871,163.19041442871,16.74298286438,-0.016658306121826,false,false,false,false,false,false,false,false
19380,SAMPLE,TARGET_LOCKED,true,0,0,0,161.74517822266,161.74517822266,9.1594247817993,-0.009131908416748,true,false,false,false,true,false,false,false
19385,SAMPLE,TARGET_LOCKED,true,0,0,0,160.95462036133,160.95462036133,5.0103945732117,-0.0049614906311035,true,false,false,false,true,false,false,false
19390,SAMPLE,TARGET_LOCKED,true,0,0,0,160.4490814209,160.4490814209,2.3570594787598,-0.0023250579833984,true,false,false,false,true,false,false,false
19395,SAMPLE,TARGET_LOCKED,true,0,0,5,160.15625,160.15625,0.82009941339493,-0.00074291229248047,true,false,false,false,true,true,true,true
19400,SAMPLE,TARGET_LOCKED,true,0,0,10,160.07350158691,160.07350158691,0.38578322529793,-0.00031137466430664,true,false,false,false,true,true,true,true
19405,SAMPLE,TARGET_LOCKED,true,0,0,15,160.04020690918,160.04020690918,0.21103152632713,-0.00011968612670898,true,false,false,false,true,true,true,true
19410,SAMPLE,TARGET_LOCKED,true,0,0,20,160.01892089844,160.01892089844,0.099308952689171,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19415,SAMPLE,TARGET_LOCKED,true,0,0,25,160.01034545898,160.01034545898,0.05429957434535,2.3961067199707e-05,true,false,false,false,true,true,true,true
19420,SAMPLE,TARGET_LOCKED,true,0,0,30,160.00566101074,160.00566101074,0.029712596908212,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19425,SAMPLE,TARGET_LOCKED,true,0,0,35,160.00228881836,160.00228881836,0.012013180181384,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19430,SAMPLE,TARGET_LOCKED,true,0,0,40,160.00093078613,160.00093078613,0.0048853596672416,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19435,SAMPLE,TARGET_LOCKED,true,0,0,45,160.00038146973,160.00038146973,0.0020021966192871,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19440,TARGET_LOST,TARGET_LOST,true,0,0,50,160.00015258789,160.00015258789,0.00080087862443179,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19440,SAMPLE,TARGET_LOST,true,0,0,50,160.00015258789,160.00015258789,0.00080087862443179,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19445,SAMPLE,IDLE,true,0,0,0,160.00009155273,160.00009155273,0.0004805272037629,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19450,SAMPLE,IDLE,true,0,0,0,160.00004577637,160.00004577637,0.00024026360188145,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19455,SAMPLE,IDLE,true,0,0,0,160.00001525879,160.00001525879,8.0087862443179e-05,-2.3841857910156e-05,true,false,false,false,true,true,true,true
19460,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19465,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19470,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19475,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19480,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19485,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19490,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19495,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19500,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19505,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19510,SAMPLE,IDLE,true,0,0,0,160.0,160.0,0.0,0.0,true,false,false,false,true,true,true,true
19514,ACQUIRED,TRACKING,true,45,0,0,147.50079345703,147.50079345703,-65.463096618652,0.0,false,true,false,true,false,false,true,false
19515,SAMPLE,TRACKING,true,45,0,0,147.50079345703,147.50079345703,-65.463096618652,0.06545877456665,false,true,true,true,false,false,false,false
19520,SAMPLE,TRACKING,true,45,0,0,131.41923522949,131.41923522949,-148.35021972656,0.14882242679596,false,true,true,true,false,false,false,false
19525,SAMPLE,TRACKING,true,45,0,0,132.61660766602,132.61660766602,-142.25688171387,0.14273428916931,false,true,true,true,false,false,false,false
19530,SAMPLE,TRACKING,true,45,0,0,151.9716796875,151.9716796875,-42.095962524414,0.042065262794495,false,true,true,true,false,false,false,false
19532,AUTO_SHOT,FIRED,true,43,2,0,157.98989868164,157.98989868164,-10.547991752625,0.010474324226379,true,false,false,false,false,false,false,false
19535,SAMPLE,TARGET_LOCKED,true,0,0,0,165.65687561035,165.65687561035,29.667533874512,-0.029601573944092,false,true,true,true,false,false,false,false
19540,SAMPLE,TARGET_LOCKED,true,0,0,0,171.09342956543,171.09342956543,58.081363677979,-0.058124542236328,false,true,true,true,false,false,false,false
19545,SAMPLE,TARGET_LOCKED,true,0,0,0,172.37167358398,172.37167358398,64.718605041504,-0.0647873878479,false,true,true,true,false,false,false,false
19550,SAMPLE,TARGET_LOCKED,true,0,0,0,172.66979980469,172.66979980469,66.197204589844,-0.066369533538818,false,true,true,true,false,false,false,false
19555,SAMPLE,TARGET_LOCKED,true,0,0,0,171.90397644043,171.90397644043,62.035820007324,-0.062343120574951,false,true,true,true,false,false,false,false
19560,SAMPLE,TARGET_LOCKED,true,0,0,0,170.91314697266,170.91314697266,56.613647460938,-0.057165622711182,false,true,true,true,false,false,false,false
19565,SAMPLE,TARGET_LOCKED,true,0,0,0,170.30325317383,170.30325317383,53.262428283691,-0.054001808166504,false,true,true,true,false,false,false,false
19570,SAMPLE,TARGET_LOCKED,true,0,0,0,169.39813232422,169.39813232422,48.338718414307,-0.049255847930908,false,true,true,true,false,false,false,false
19575,SAMPLE,TARGET_LOCKED,true,0,0,0,168.92886352539,168.92886352539,45.803340911865,-0.046811103820801,false,true,true,true,false,false,false,false
19580,SAMPLE,TARGET_LOCKED,true,0,0,0,168.99548339844,168.99548339844,46.110958099365,-0.047146797180176,false,true,true,true,false,false,false,false
19585,SAMPLE,TARGET_LOCKED,true,0,0,0,169.7791595459,169.7791595459,50.133129119873,-0.051269054412842,false,true,true,true,false,false,false,false
19590,SAMPLE,TARGET_LOCKED,true,0,0,0,170.83052062988,170.83052062988,55.556953430176,-0.056734085083008,false,true,true,true,false,false,false,false
19595,SAMPLE,TARGET_LOCKED,true,0,0,0,171.39851379395,171.39851379395,58.492763519287,-0.059706211090088,false,true,true,true,false,false,false,false
19600,SAMPLE,TARGET_LOCKED,true,0,0,0,171.64825439453,171.64825439453,59.785194396973,-0.061000823974609,false,true,true,true,false,false,false,false
19605,SAMPLE,TARGET_LOCKED,true,0,0,0,171.96989440918,171.96989440918,61.450244903564,-0.062678337097168,false,true,true,true,false,false,false,false
19610,SAMPLE,TARGET_LOCKED,true,0,0,0,172.30639648438,172.30639648438,63.186683654785,-0.064452171325684,false,true,true,true,false,false,false,false
19615,SAMPLE,TARGET_LOCKED,true,0,0,0,172.54699707031,172.54699707031,64.433052062988,-0.065362930297852,false,true,true,true,false,false,false,false
19620,SAMPLE,TARGET_LOCKED,true,0,0,0,172.75930786133,172.75930786133,65.529838562012,-0.066849231719971,false,true,true,true,false,false,false,false
19625,SAMPLE,TARGET_LOCKED,true,0,0,0,173.19325256348,173.19325256348,67.762756347656,-0.069101810455322,false,true,true,true,false,false,false,false
19630,SAMPLE,TARGET_LOCKED,true,0,0,0,173.46798706055,173.46798706055,69.172416687012,-0.070539951324463,false,true,true,true,false,false,false,false
19635,SAMPLE,TARGET_LOCKED,true,0,0,0,173.84541320801,173.84541320801,71.115417480469,-0.072505474090576,false,true,true,true,false,false,false,false
19640,SAMPLE,TARGET_LOCKED,true,0,0,0,174.27194213867,174.27194213867,73.307685852051,-0.074710845947266,false,true,true,true,false,false,false,false
19645,SAMPLE,TARGET_LOCKED,true,0,0,0,174.58253479004,174.58253479004,74.918067932129,-0.076340675354004,false,true,true,true,false,false,false,false
19650,SAMPLE,TARGET_LOCKED,true,0,0,0,174.85360717773,174.85360717773,76.41854095459,-0.077778816223145,false,true,true,true,false,false,false,false
19655,SAMPLE,TARGET_LOCKED,true,0,0,0,175.27716064453,175.27716064453,78.909240722656,-0.079984188079834,false,true,true,true,false,false,false,false
19660,SAMPLE,TARGET_LOCKED,true,0,0,0,175.83142089844,175.83142089844,81.956497192383,-0.082860469818115,false,true,true,true,false,false,false,false
19665,SAMPLE,TARGET_LOCKED,true,0,0,0,177.46855163574,177.46855163574,90.550415039063,-0.091392993927002,false,true,true,true,false,false,false,false
19670,SAMPLE,TARGET_LOCKED,true,0,0,0,177.79457092285,177.79457092285,92.462905883789,-0.093119144439697,false,true,true,true,false,false,false,false
19675,SAMPLE,TARGET_LOCKED,true,0,0,0,177.78559875488,177.78559875488,92.508285522461,-0.09302282333374,false,true,true,true,false,false,false,false
19680,SAMPLE,TARGET_LOCKED,true,0,0,0,177.91993713379,177.91993713379,93.262733459473,-0.093741893768311,false,true,true,true,false,false,false,false
19685,SAMPLE,TARGET_LOCKED,true,0,0,0,177.99935913086,177.99935913086,93.689353942871,-0.094125270843506,false,true,true,true,false,false,false,false
19690,SAMPLE,TARGET_LOCKED,true,0,0,0,178.10202026367,178.10202026367,94.230895996094,-0.094700813293457,false,true,true,true,false,false,false,false
19695,SAMPLE,TARGET_LOCKED,true,0,0,0,178.2041015625,178.2041015625,94.762512207031,-0.09522819519043,false,true,true,true,false,false,false,false
19700,SAMPLE,TARGET_LOCKED,true,0,0,0,178.27290344238,178.27290344238,95.118385314941,-0.095563411712646,false,true,true,true,false,false,false,false
19705,SAMPLE,TARGET_LOCKED,true,0,0,0,178.33515930176,178.33515930176,95.438888549805,-0.095899105072021,false,true,true,true,false,false,false,false
19710,SAMPLE,TARGET_LOCKED,true,0,0,0,178.29150390625,178.29150390625,95.211723327637,-0.095659732818604,false,true,true,true,false,false,false,false
19715,SAMPLE,TARGET_LOCKED,true,0,0,0,178.1611328125,178.1611328125,94.536231994629,-0.094988346099854,false,true,true,true,false,false,false,false
19720,SAMPLE,TARGET_LOCKED,true,0,0,0,177.87232971191,177.87232971191,93.036651611328,-0.093502521514893,false,true,true,true,false,false,false,false
19725,SAMPLE,TARGET_LOCKED,true,0,0,0,177.64205932617,177.64205932617,91.807144165039,-0.09230375289917,false,true,true,true,false,false,false,false
19730,SAMPLE,TARGET_LOCKED,true,0,0,0,177.91416931152,177.91416931152,93.172378540039,-0.09369421005249,false,true,true,true,false,false,false,false
19735,SAMPLE,TARGET_LOCKED,true,0,0,0,178.75798034668,178.75798034668,97.451316833496,-0.098104476928711,false,true,true,true,false,false,false,false
19740,SAMPLE,TARGET_LOCKED,true,0,0,0,179.6555480957,179.6555480957,101.98115539551,-0.10275411605835,false,true,true,true,false,false,false,false
19745,SAMPLE,TARGET_LOCKED,true,0,0,0,180.55946350098,180.55946350098,106.55795288086,-0.10567855834961,false,true,true,true,false,false,false,false
19750,SAMPLE,TARGET_LOCKED,true,0,0,0,181.15591430664,181.15591430664,109.63798522949,-0.11056804656982,false,true,true,true,false,false,false,false
19755,SAMPLE,TARGET_LOCKED,true,0,0,0,182.04739379883,182.04739379883,114.30741119385,-0.11517000198364,false,true,true,true,false,false,false,false
19760,SAMPLE,TARGET_LOCKED,true,0,0,0,182.99377441406,182.99377441406,119.26425170898,-0.12010765075684,false,true,true,true,false,false,false,false
19765,SAMPLE,TARGET_LOCKED,true,0,0,0,184.23751831055,184.23751831055,125.68824768066,-0.12413454055786,false,true,true,true,false,false,false,false
19770,SAMPLE,TARGET_LOCKED,true,0,0,0,185.27577209473,185.27577209473,131.00086975098,-0.13185262680054,false,true,true,true,false,false,false,false
19775,SAMPLE,TARGET_LOCKED,true,0,0,0,186.25567626953,186.25567626953,136.03601074219,-0.13693380355835,false,true,true,true,false,false,false,false
19780,SAMPLE,TARGET_LOCKED,true,0,0,0,188.1580657959,188.1580657959,145.75849914551,-0.14666509628296,false,true,true,true,false,false,false,false
19785,SAMPLE,TARGET_LOCKED,true,0,0,0,189.87660217285,189.87660217285,154.57034301758,-0.1554856300354,false,true,true,true,false,false,false,false
19790,SAMPLE,TARGET_LOCKED,true,0,0,0,191.04602050781,191.04602050781,160.5481262207,-0.16147804260254,false,true,true,true,false,false,false,false
19795,SAMPLE,TARGET_LOCKED,true,0,0,0,191.94477844238,191.94477844238,165.10412597656,-0.16607999801636,false,true,true,true,false,false,false,false
19800,SAMPLE,TARGET_LOCKED,true,0,0,0,192.3542175293,192.3542175293,167.20376586914,-0.16814136505127,false,true,true,true,false,false,false,false
19805,SAMPLE,TARGET_LOCKED,true,0,0,0,191.96942138672,191.96942138672,165.29373168945,-0.16622352600098,false,true,true,true,false,false,false,false
19810,SAMPLE,TARGET_LOCKED,true,0,0,0,191.3929901123,191.3929901123,162.39854431152,-0.1632513999939,false,true,true,true,false,false,false,false
19815,SAMPLE,TARGET_LOCKED,true,0,0,0,191.06916809082,191.06916809082,160.76623535156,-0.16157388687134,false,true,true,true,false,false,false,false
19820,SAMPLE,TARGET_LOCKED,true,0,0,0,190.74499511719,190.74499511719,159.12651062012,-0.1599440574646,false,true,true,true,false,false,false,false
19825,SAMPLE,TARGET_LOCKED,true,0,0,0,190.54817199707,190.54817199707,158.12902832031,-0.15893697738647,false,true,true,true,false,false,false,false
19830,SAMPLE,TARGET_LOCKED,true,0,0,0,190.27592468262,190.27592468262,156.74922180176,-0.15754699707031,false,true,true,true,false,false,false,false
19835,SAMPLE,TARGET_LOCKED,true,0,0,0,190.06230163574,190.06230163574,155.66865539551,-0.15644454956055,false,true,true,true,false,false,false,false
19840,SAMPLE,TARGET_LOCKED,true,0,0,0,189.80755615234,189.80755615234,154.37106323242,-0.15514993667603,false,true,true,true,false,false,false,false
19845,SAMPLE,TARGET_LOCKED,true,0,0,0,190.30772399902,190.30772399902,156.89562988281,-0.15687608718872,false,true,true,true,false,false,false,false
19850,SAMPLE,TARGET_LOCKED,true,0,0,0,190.55940246582,190.55940246582,158.16806030273,-0.15898513793945,false,true,true,true,false,false,false,false
19855,SAMPLE,TARGET_LOCKED,true,0,0,0,190.70910644531,190.70910644531,158.92260742188,-0.159752368927,false,true,true,true,false,false,false,false
19860,SAMPLE,TARGET_LOCKED,true,0,0,0,190.51416015625,190.51416015625,157.94912719727,-0.15874528884888,false,true,true,true,false,false,false,false
19865,SAMPLE,TARGET_LOCKED,true,0,0,0,190.50492858887,190.50492858887,157.91091918945,-0.15869760513306,false,true,true,true,false,false,false,false
19870,SAMPLE,TARGET_LOCKED,true,0,0,0,190.74761962891,190.74761962891,159.13586425781,-0.1599440574646,false,true,true,true,false,false,false,false
19875,SAMPLE,TARGET_LOCKED,true,0,0,0,190.82809448242,190.82809448242,159.53782653809,-0.15999174118042,false,true,true,true,false,false,false,false
19880,SAMPLE,TARGET_LOCKED,true,0,0,0,190.94952392578,190.94952392578,160.14909362793,-0.16095066070557,false,true,true,true,false,false,false,false
