shot_id,frame,event,outcome,relative_frame,screen_x,screen_y,screen_x_copy,screen_y_copy,raw_horizontal,raw_vertical,raw_vertical_copy,normalized_horizontal,normalized_vertical
,2889,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2890,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2891,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2892,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2893,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2894,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2895,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2896,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2897,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2898,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2899,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2900,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2901,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2902,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2903,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2904,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2905,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2906,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2907,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2908,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2909,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2910,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2911,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2912,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2913,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2914,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2915,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2916,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2917,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2918,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2919,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2920,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2921,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
,2922,SAMPLE,,,160.0,120.0,160.0,120.0,0.0,0.0,0.0,0.0,-0.069813169538975
