name,address_hex,value
m11,0x00079950,0.34630432724953
m12,0x00079954,-0.82644236087799
m13,0x00079958,-0.44392177462578
m21,0x00079960,0.99830150604248
m22,0x00079964,0.047421883791685
m23,0x00079968,-0.033840298652649
m31,0x00079970,-0.20855677127838
m32,0x00079974,0.048231463879347
m33,0x00079978,-0.97682023048401
