rank,address_hex,kind,score,base,move_x,move_z,rotate,delta_x,delta_z,delta_rotate
335,0x003B2FC4,Z_CANDIDATE,162.42782592773,0.0,0.0,162.42782592773,0.0,0.0,162.42782592773,0.0
336,0x000D3E10,Z_CANDIDATE,161.66015625,20165.5390625,20166.029296875,20329.734375,20167.583984375,0.490234375,164.1953125,2.044921875
337,0x000D3E50,Z_CANDIDATE,161.64453125,20165.5390625,20166.029296875,20329.73046875,20167.595703125,0.490234375,164.19140625,2.056640625
338,0x001F2034,X_CANDIDATE,160.81935119629,308.00759887695,142.27662658691,305.62127685547,305.48229980469,165.73097229004,2.3863220214844,2.5252990722656
339,0x003B2AB4,Z_CANDIDATE,159.861328125,20165.57421875,20166.13671875,20329.73046875,20169.306640625,0.5625,164.15625,3.732421875
340,0x003B2B0C,Z_CANDIDATE,159.861328125,20165.57421875,20166.13671875,20329.73046875,20169.306640625,0.5625,164.15625,3.732421875
341,0x00105310,Z_CANDIDATE,159.853515625,20165.57421875,20166.13671875,20329.72265625,20169.306640625,0.5625,164.1484375,3.732421875
342,0x0006D248,Z_CANDIDATE,159.849609375,20165.57421875,20166.13671875,20329.71875,20169.306640625,0.5625,164.14453125,3.732421875
343,0x000D3010,Z_CANDIDATE,159.849609375,20195.57421875,20196.13671875,20359.71875,20199.306640625,0.5625,164.14453125,3.732421875
344,0x000D3018,Z_CANDIDATE,159.849609375,20165.57421875,20166.13671875,20329.71875,20169.306640625,0.5625,164.14453125,3.732421875
345,0x000D3020,Z_CANDIDATE,159.849609375,20135.57421875,20136.13671875,20299.71875,20139.306640625,0.5625,164.14453125,3.732421875
346,0x000D3028,Z_CANDIDATE,159.849609375,20165.57421875,20166.13671875,20329.71875,20169.306640625,0.5625,164.14453125,3.732421875
347,0x000D33EC,Z_CANDIDATE,159.849609375,20165.57421875,20166.13671875,20329.71875,20169.306640625,0.5625,164.14453125,3.732421875
348,0x000D3404,Z_CANDIDATE,159.849609375,20165.57421875,20166.13671875,20329.71875,20169.306640625,0.5625,164.14453125,3.732421875
349,0x000D3414,Z_CANDIDATE,159.849609375,20165.57421875,20166.13671875,20329.71875,20169.306640625,0.5625,164.14453125,3.732421875
350,0x000F8B10,Z_CANDIDATE,159.849609375,20165.57421875,20166.13671875,20329.71875,20169.306640625,0.5625,164.14453125,3.732421875
351,0x000D3368,Z_CANDIDATE,159.845703125,20165.57421875,20166.13671875,20329.71484375,20169.306640625,0.5625,164.140625,3.732421875
352,0x000D3324,Z_CANDIDATE,159.79296875,20165.5703125,20166.1328125,20329.66015625,20169.3046875,0.5625,164.08984375,3.734375
353,0x0006ADFC,Z_CANDIDATE,158.9033203125,3194.3212890625,3194.3212890625,3035.41796875,3194.3212890625,0.0,158.9033203125,0.0
354,0x0007C178,ROTATION_CANDIDATE,155.45639038086,162.57931518555,159.14622497559,162.36624145508,3.4767608642578,3.4330902099609,0.21307373046875,159.10255432129
355,0x0007C198,ROTATION_CANDIDATE,155.45639038086,162.57931518555,159.14622497559,162.36624145508,3.4767608642578,3.4330902099609,0.21307373046875,159.10255432129
356,0x0007C1B8,ROTATION_CANDIDATE,155.45639038086,162.57931518555,159.14622497559,162.36624145508,3.4767608642578,3.4330902099609,0.21307373046875,159.10255432129
357,0x0007C1D8,ROTATION_CANDIDATE,155.45639038086,162.57931518555,159.14622497559,162.36624145508,3.4767608642578,3.4330902099609,0.21307373046875,159.10255432129
358,0x00080004,ROTATION_CANDIDATE,155.45639038086,162.57931518555,159.14622497559,162.36624145508,3.4767608642578,3.4330902099609,0.21307373046875,159.10255432129
359,0x0006AD2C,Z_CANDIDATE,146.376953125,3157.1171875,3157.19140625,3324.8359375,3178.384765625,0.07421875,167.71875,21.267578125
360,0x003B2A2C,X_CANDIDATE,139.306640625,-11.365234375,192.78076171875,52.82568359375,-12.013671875,204.14599609375,64.19091796875,0.6484375
361,0x000D3A68,Z_CANDIDATE,136.69921875,20133.759765625,20134.248046875,20297.833984375,20160.646484375,0.48828125,164.07421875,26.88671875
362,0x000D3AA8,Z_CANDIDATE,136.69140625,20133.763671875,20134.25,20297.82421875,20160.646484375,0.486328125,164.060546875,26.8828125
363,0x0006AD60,Z_CANDIDATE,136.583984375,2963.07421875,2974.75390625,3130.505859375,2982.2421875,11.6796875,167.431640625,19.16796875
364,0x0006AD94,Z_CANDIDATE,136.27734375,3195.53125,3207.359375,3363.02734375,3214.921875,11.828125,167.49609375,19.390625
365,0x003B2A28,X_CANDIDATE,135.0,0.0,-182.0,-47.0,0.0,182.0,47.0,0.0
366,0x003B2EB0,Z_CANDIDATE,133.08435058594,1726.5882568359,1894.87109375,19053.03515625,18751.66796875,168.28283691406,17326.446899414,17025.079711914
367,0x0007FFE0,ROTATION_CANDIDATE,132.31080627441,136.4174041748,133.68771362305,136.79431152344,1.0,2.7296905517578,0.37690734863281,135.4174041748
368,0x003B2A14,Z_CANDIDATE,129.8330078125,1053.5837402344,-503.43798828125,-633.84838867188,1053.0063476563,1557.0217285156,1687.4321289063,0.577392578125
369,0x003B2E90,X_CANDIDATE,128.0,-29.0,-176.0,-10.0,-29.0,147.0,19.0,0.0
370,0x001F220C,X_CANDIDATE,126.12838745117,59.624328613281,238.49731445313,13.759460449219,52.744598388672,178.87298583984,45.864868164063,6.8797302246094
371,0x0006A164,Z_CANDIDATE,125.6220703125,3920.337890625,3920.337890625,4053.046875,3927.4248046875,0.0,132.708984375,7.0869140625
372,0x001F23BC,X_CANDIDATE,124.12255859375,-3351.3100585938,-3227.1875,-3351.3100585938,-3351.3100585938,124.12255859375,0.0,0.0
373,0x001F7F04,X_CANDIDATE,124.0,82.5,264.5,140.0,82.0,182.0,57.5,0.5
374,0x000D3AB8,Z_CANDIDATE,121.740234375,20098.43359375,20099.009765625,20262.45703125,20140.140625,0.576171875,164.0234375,41.70703125
375,0x001F7068,ROTATION_CANDIDATE,121.0,120.0,120.0,120.0,-1.0,0.0,0.0,121.0
376,0x001F7098,ROTATION_CANDIDATE,121.0,-1.0,-1.0,-1.0,120.0,0.0,0.0,121.0
377,0x001F7124,Z_CANDIDATE,121.0,120.0,120.0,-1.0,120.0,0.0,121.0,0.0
378,0x001F7154,Z_CANDIDATE,121.0,-1.0,-1.0,120.0,-1.0,0.0,121.0,0.0
379,0x001F7E5C,X_CANDIDATE,121.0,120.0,-1.0,120.0,120.0,121.0,0.0,0.0
380,0x003B2FB0,Z_CANDIDATE,114.43724822998,0.0,0.0,221.43948364258,-107.0022354126,0.0,221.43948364258,107.0022354126
381,0x0020C494,ROTATION_CANDIDATE,108.30001068115,0.0,0.0,0.0,108.30001068115,0.0,0.0,108.30001068115
382,0x0020C4A0,ROTATION_CANDIDATE,108.30001068115,0.0,0.0,0.0,108.30001068115,0.0,0.0,108.30001068115
383,0x001F7E78,X_CANDIDATE,107.5,120.75,13.25,120.75,120.75,107.5,0.0,0.0
384,0x003B3560,Z_CANDIDATE,105.71691131592,106.27570343018,106.68029785156,0.0,106.42990112305,0.40459442138672,106.27570343018,0.15419769287109
385,0x003B3564,Z_CANDIDATE,105.37886810303,106.8359375,105.85229492188,0.0,106.36251068115,0.983642578125,106.8359375,0.47342681884766
386,0x003B2A30,X_CANDIDATE,104.07739257813,-8.62158203125,-173.009765625,-67.9794921875,-7.668701171875,164.38818359375,59.35791015625,0.952880859375
387,0x003B31E8,ROTATION_CANDIDATE,103.19470995665,-1.4467042684555,-0.72941809892654,0.0,-106.80540466309,0.71728616952896,1.4467042684555,105.35870039463
388,0x0020FA88,X_CANDIDATE,100.4501953125,-2962.8098144531,-3063.2600097656,-2962.8098144531,-2962.8098144531,100.4501953125,0.0,0.0
389,0x0020FA94,X_CANDIDATE,100.4501953125,-2962.8098144531,-3063.2600097656,-2962.8098144531,-2962.8098144531,100.4501953125,0.0,0.0
390,0x0006A1F8,X_CANDIDATE,99.730712890625,-3101.056640625,-3201.5068359375,-3100.7866210938,-3101.5061035156,100.4501953125,0.27001953125,0.449462890625
391,0x0020FA50,X_CANDIDATE,99.730712890625,-3101.056640625,-3201.5068359375,-3100.7866210938,-3101.5061035156,100.4501953125,0.27001953125,0.449462890625
392,0x0020FA7C,X_CANDIDATE,99.730712890625,-3101.4221191406,-3201.8723144531,-3100.7866210938,-3101.5061035156,100.4501953125,0.635498046875,0.083984375
393,0x0020FA6C,X_CANDIDATE,99.466796875,-3100.6909179688,-3201.1411132813,-3099.7827148438,-3100.6157226563,100.4501953125,0.908203125,0.0751953125
394,0x003B2D80,ROTATION_CANDIDATE,98.910106658936,53.955883026123,59.214721679688,0.0,-104.1689453125,5.2588386535645,53.955883026123,158.12482833862
395,0x0006CBD8,ROTATION_CANDIDATE,96.0703125,-22.6953125,-21.26953125,141.3671875,-284.25390625,1.42578125,164.0625,261.55859375
396,0x003B2A70,X_CANDIDATE,96.016845703125,3879.3784179688,4052.990234375,3956.0205078125,3880.3312988281,173.61181640625,76.64208984375,0.952880859375
397,0x003B3164,Z_CANDIDATE,96.0,96.0,96.0,0.0,96.0,0.0,96.0,0.0
398,0x000D332C,X_CANDIDATE,94.21875,16891.7421875,16788.9296875,16885.6171875,16889.2734375,102.8125,6.125,2.46875
399,0x0006D250,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
400,0x000D3014,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
401,0x000D301C,X_CANDIDATE,94.21484375,16921.73046875,16818.916015625,16915.6015625,16919.259765625,102.814453125,6.12890625,2.470703125
402,0x000D3024,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
403,0x000D302C,X_CANDIDATE,94.21484375,16861.73046875,16758.916015625,16855.6015625,16859.259765625,102.814453125,6.12890625,2.470703125
404,0x000D3370,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
405,0x000D33F4,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
406,0x000D340C,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
407,0x000D341C,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
408,0x000F8B18,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
409,0x00105318,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
410,0x003B2CD8,X_CANDIDATE,94.21484375,16891.73046875,16788.916015625,16885.6015625,16889.259765625,102.814453125,6.12890625,2.470703125
411,0x000D3E58,X_CANDIDATE,93.775390625,16893.69921875,16790.80078125,16887.787109375,16890.48828125,102.8984375,5.912109375,3.2109375
412,0x000D3E18,X_CANDIDATE,93.75390625,16893.728515625,16790.796875,16887.78125,16890.498046875,102.931640625,5.947265625,3.23046875
413,0x003B2E94,X_CANDIDATE,78.0,-42.0,73.0,-79.0,-42.0,115.0,37.0,0.0
414,0x002866A4,Z_CANDIDATE,77.635332677513,-0.10192379355431,-0.0056375898420811,-82.380126953125,-4.6485080718994,0.096286203712225,82.278203159571,4.5465842783451
415,0x002866A8,Z_CANDIDATE,75.687840099446,-0.047055318951607,-0.0033070547506213,-80.380096435547,-4.6485080718994,0.043748264200985,80.333041116595,4.6014527529478
416,0x003B2D74,ROTATION_CANDIDATE,74.0,0.0,0.0,0.0,-74.0,0.0,0.0,74.0
417,0x002866AC,Z_CANDIDATE,73.704587424174,-0.028898596763611,-0.0019281748682261,-78.380065917969,-4.6485080718994,0.026970421895385,78.351167321205,4.6196094751358
418,0x000D3AB0,X_CANDIDATE,72.9921875,16880.603515625,16777.49609375,16874.404296875,16856.6875,103.107421875,6.19921875,23.916015625
419,0x000D3A70,X_CANDIDATE,72.986328125,16880.603515625,16777.49609375,16874.40234375,16856.68359375,103.107421875,6.201171875,23.919921875
420,0x001F21D8,Z_CANDIDATE,72.761505126953,222.56465148926,158.36331176758,359.52749633789,222.56465148926,64.20133972168,136.96284484863,0.0
421,0x001E8D94,Z_CANDIDATE,72.677734375,18867.072265625,19037.255859375,19120.48828125,18856.517578125,170.18359375,253.416015625,10.5546875
422,0x001F1C78,Z_CANDIDATE,67.274261474609,261.81484985352,394.43786621094,61.917572021484,261.81484985352,132.62301635742,199.89727783203,0.0
423,0x001F2210,Z_CANDIDATE,63.572875976563,152.75263977051,278.50192260742,346.79315185547,148.03428649902,125.74928283691,194.04051208496,4.7183532714844
424,0x00079E80,Z_CANDIDATE,61.75,236.5,71.25,9.5,236.5,165.25,227.0,0.0
425,0x0006D21C,Z_CANDIDATE,60.21484375,18851.240234375,19052.78515625,19118.27734375,18845.962890625,201.544921875,267.037109375,5.27734375
426,0x0006A29C,ROTATION_CANDIDATE,59.330078125,3372.0859375,3333.810546875,3361.443359375,3263.837890625,38.275390625,10.642578125,108.248046875
427,0x00079F28,Z_CANDIDATE,56.601613521576,0.0,102.81600952148,164.3765411377,4.958918094635,102.81600952148,164.3765411377,4.958918094635
428,0x000D30A8,ROTATION_CANDIDATE,56.0,90.318588256836,90.318588256836,90.318588256836,146.31858825684,0.0,0.0,56.0
429,0x002346D0,Z_CANDIDATE,54.14453125,18502.041015625,18728.658203125,18788.080078125,18496.763671875,226.6171875,286.0390625,5.27734375
430,0x003B3080,Z_CANDIDATE,52.0,0.0,0.0,52.0,0.0,0.0,52.0,0.0
431,0x00286698,Z_CANDIDATE,51.537096321583,-13.797206878662,-0.024992287158966,-88.380218505859,-4.5235061645508,13.772214591503,74.583011627197,9.2737007141113
432,0x0028669C,Z_CANDIDATE,49.526778280735,-13.797203063965,-0.014693319797516,-86.380187988281,-4.5235061645508,13.782509744167,72.582984924316,9.2736968994141
433,0x002346C8,Z_CANDIDATE,48.880859375,19112.30859375,18997.498046875,19281.27734375,19107.03125,114.810546875,168.96875,5.27734375
434,0x002866A0,Z_CANDIDATE,48.273432705551,-13.546436309814,-0.009077999740839,-84.380157470703,-4.5235061645508,13.537358310074,70.833721160889,9.0229301452637
435,0x003B3160,Z_CANDIDATE,48.0,48.0,48.0,0.0,48.0,0.0,48.0,0.0
436,0x003B32A0,Z_CANDIDATE,48.0,48.0,48.0,0.0,48.0,0.0,48.0,0.0
437,0x000D3AC0,X_CANDIDATE,43.861328125,16879.513671875,16778.458984375,16873.966796875,16827.8671875,101.0546875,5.546875,51.646484375
438,0x003B2B74,Z_CANDIDATE,40.0,40.0,40.0,0.0,40.0,0.0,40.0,0.0
439,0x0007C210,ROTATION_CANDIDATE,37.923049926758,83.132591247559,80.728561401367,85.300521850586,40.637580871582,2.4040298461914,2.1679306030273,42.495010375977
440,0x00080034,ROTATION_CANDIDATE,37.923049926758,83.132591247559,80.728561401367,85.300521850586,40.637580871582,2.4040298461914,2.1679306030273,42.495010375977
441,0x000816A8,ROTATION_CANDIDATE,37.923049926758,83.132591247559,80.728561401367,85.300521850586,40.637580871582,2.4040298461914,2.1679306030273,42.495010375977
442,0x00081628,ROTATION_CANDIDATE,37.891372680664,216.32655334473,216.4323425293,211.52725219727,259.12301635742,0.10578918457031,4.7993011474609,42.796463012695
443,0x003B2A68,Z_CANDIDATE,37.35009765625,476.484375,476.61572265625,514.837890625,477.3564453125,0.13134765625,38.353515625,0.8720703125
444,0x003B2A78,Z_CANDIDATE,37.35009765625,4711.484375,4711.6157226563,4749.837890625,4712.3564453125,0.13134765625,38.353515625,0.8720703125
445,0x003B2AD0,Z_CANDIDATE,37.35009765625,4711.484375,4711.6157226563,4749.837890625,4712.3564453125,0.13134765625,38.353515625,0.8720703125
446,0x0007C1F8,ROTATION_CANDIDATE,35.819358825684,85.174713134766,81.788482666016,87.744445800781,43.399391174316,3.38623046875,2.5697326660156,41.775321960449
447,0x0007C218,ROTATION_CANDIDATE,35.819358825684,85.174713134766,81.788482666016,87.744445800781,43.399391174316,3.38623046875,2.5697326660156,41.775321960449
448,0x00080020,ROTATION_CANDIDATE,35.819358825684,85.174713134766,81.788482666016,87.744445800781,43.399391174316,3.38623046875,2.5697326660156,41.775321960449
449,0x0008003C,ROTATION_CANDIDATE,35.819358825684,85.174713134766,81.788482666016,87.744445800781,43.399391174316,3.38623046875,2.5697326660156,41.775321960449
450,0x000816BC,ROTATION_CANDIDATE,35.589027404785,101.5735168457,99.4052734375,103.07817077637,62.311592102051,2.1682434082031,1.5046539306641,39.261924743652
451,0x000816B0,ROTATION_CANDIDATE,33.992263793945,104.14503479004,101.22863769531,105.83280944824,65.548599243164,2.9163970947266,1.6877746582031,38.596435546875
452,0x001F1E58,X_CANDIDATE,33.846313476563,599.27386474609,633.12017822266,599.27386474609,599.27386474609,33.846313476563,0.0,0.0
453,0x0020FF7C,Z_CANDIDATE,32.759765625,19686.048828125,19764.162109375,19821.99609375,19711.123046875,78.11328125,135.947265625,25.07421875
454,0x000816C4,ROTATION_CANDIDATE,32.679466247559,122.48170471191,119.89331054688,123.49911499023,86.196434020996,2.5883941650391,1.0174102783203,36.285270690918
455,0x003B3108,Z_CANDIDATE,30.999877929688,40.0,40.0,-30.999877929688,0.0,0.0,70.999877929688,40.0
456,0x0007C1F0,ROTATION_CANDIDATE,30.659133911133,37.428428649902,36.136627197266,41.905921936035,1.0,1.2918014526367,4.4774932861328,36.428428649902
457,0x00080018,ROTATION_CANDIDATE,30.659133911133,37.428428649902,36.136627197266,41.905921936035,1.0,1.2918014526367,4.4774932861328,36.428428649902
458,0x002E1F04,X_CANDIDATE,29.867895616335,29.867252349854,-0.00064326648134738,29.867252349854,29.867252349854,29.867895616335,0.0,0.0
459,0x001F23E8,X_CANDIDATE,29.811859130859,424.25003051758,128.42163085938,687.97332763672,421.95678710938,295.8283996582,263.72329711914,2.2932434082031
460,0x001F7054,ROTATION_CANDIDATE,29.25,0.25,0.25,0.25,29.5,0.0,0.0,29.25
461,0x003B32CC,Z_CANDIDATE,27.701293945313,1636.21875,1623.3515625,1683.0001220703,1630.005859375,12.8671875,46.781372070313,6.212890625
462,0x0020FF8C,Z_CANDIDATE,27.623046875,19683.9609375,19768.794921875,19819.111328125,19706.654296875,84.833984375,135.150390625,22.693359375
463,0x001F1E54,Z_CANDIDATE,27.518920898438,224.73785400391,458.64868164063,488.46084594727,222.4446105957,233.91082763672,263.72299194336,2.2932434082031
464,0x0020FF60,Z_CANDIDATE,26.83203125,19683.9609375,19768.794921875,19820.5546875,19708.888671875,84.833984375,136.59375,24.927734375
465,0x002346D8,X_CANDIDATE,25.60546875,18682.25,19045.634765625,19014.751953125,18676.97265625,363.384765625,332.501953125,5.27734375
466,0x00079E84,X_CANDIDATE,24.699211120605,94.600105285645,130.8996887207,106.20018768311,94.599815368652,36.299583435059,11.600082397461,0.0002899169921875
467,0x0020F720,X_CANDIDATE,24.66015625,17013.35546875,17051.259765625,17000.111328125,17013.35546875,37.904296875,13.244140625,0.0
468,0x0020F72C,X_CANDIDATE,24.66015625,17013.35546875,17051.259765625,17000.111328125,17013.35546875,37.904296875,13.244140625,0.0
469,0x003B2A6C,X_CANDIDATE,22.01220703125,1597.5837402344,1573.5620117188,1596.1516113281,1597.0063476563,24.021728515625,1.43212890625,0.577392578125
470,0x003B2AD4,X_CANDIDATE,22.01220703125,3946.5837402344,3922.5620117188,3945.1516113281,3946.0063476563,24.021728515625,1.43212890625,0.577392578125
471,0x001F2618,Z_CANDIDATE,21.4375,19682.33984375,19773.05078125,19817.609375,19705.4609375,90.7109375,135.26953125,23.12109375
472,0x003B3370,ROTATION_CANDIDATE,20.999172449112,-0.99950706958771,-0.99976789951324,-0.99958086013794,20.0,0.00026082992553711,7.3790550231934e-05,20.999507069588
473,0x0006A294,Z_CANDIDATE,19.318359375,19682.33984375,19777.005859375,19814.4921875,19700.5078125,94.666015625,132.15234375,18.16796875
474,0x003B2D7C,ROTATION_CANDIDATE,18.596675872803,15.661238670349,15.729113578796,0.0,-18.66455078125,0.067874908447266,15.661238670349,34.325789451599
475,0x003B33C4,ROTATION_CANDIDATE,15.859889030457,-152.8897857666,-152.89714050293,0.0,15.867243766785,0.007354736328125,152.8897857666,168.75702953339
476,0x001F1AE8,Z_CANDIDATE,14.9091796875,16221.547851563,16221.547851563,16236.45703125,16221.547851563,0.0,14.9091796875,0.0
477,0x0006A154,Z_CANDIDATE,14.8095703125,16221.647460938,16221.647460938,16236.556640625,16221.547851563,0.0,14.9091796875,0.099609375
478,0x001F1B48,Z_CANDIDATE,14.7099609375,16241.647460938,16241.647460938,16256.45703125,16241.547851563,0.0,14.8095703125,0.099609375
479,0x001F1B50,Z_CANDIDATE,14.7099609375,16221.647460938,16221.647460938,16236.45703125,16221.547851563,0.0,14.8095703125,0.099609375
480,0x001F1B58,Z_CANDIDATE,14.7099609375,16201.647460938,16201.647460938,16216.45703125,16201.547851563,0.0,14.8095703125,0.099609375
481,0x001F1B60,Z_CANDIDATE,14.7099609375,16221.647460938,16221.647460938,16236.45703125,16221.547851563,0.0,14.8095703125,0.099609375
482,0x0020F538,Z_CANDIDATE,14.51953125,16221.647460938,16221.647460938,16236.266601563,16221.547851563,0.0,14.619140625,0.099609375
483,0x0020F564,Z_CANDIDATE,14.51953125,16221.647460938,16221.647460938,16236.266601563,16221.547851563,0.0,14.619140625,0.099609375
484,0x0020F554,Z_CANDIDATE,14.12109375,16221.647460938,16221.647460938,16235.868164063,16221.547851563,0.0,14.220703125,0.099609375
485,0x002866B0,Z_CANDIDATE,13.428746817634,-0.018156245350838,-0.0012262593954802,-18.094184875488,-4.6485080718994,0.016929985955358,18.076028630137,4.6303518265486
486,0x003B2E00,X_CANDIDATE,13.266700744629,98.883445739746,-112.15014648438,0.0,0.0,211.03359222412,98.883445739746,98.883445739746
487,0x001F836C,Z_CANDIDATE,13.0,27.0,24.0,10.5,26.5,3.0,16.5,0.5
488,0x000816A0,ROTATION_CANDIDATE,11.881645202637,116.90207672119,116.51465606689,116.9885635376,129.25762939453,0.38742065429688,0.08648681640625,12.35555267334
489,0x003B2B94,Z_CANDIDATE,11.09765625,202.35546875,205.22265625,216.708984375,202.744140625,2.8671875,14.353515625,0.388671875
490,0x003B2BC8,Z_CANDIDATE,11.09765625,18024.6484375,18027.515625,18039.001953125,18025.037109375,2.8671875,14.353515625,0.388671875
491,0x003B33C0,ROTATION_CANDIDATE,10.257960319519,-9.0621099472046,-9.2554922103882,0.0,10.451342582703,0.19338226318359,9.0621099472046,19.513452529907
492,0x003B2FC0,Z_CANDIDATE,9.3927918672562,0.0,0.0,10.0,0.60720813274384,0.0,10.0,0.60720813274384
493,0x0006A188,Z_CANDIDATE,8.828125,16608.88671875,16628.146484375,16576.787109375,16612.8984375,19.259765625,32.099609375,4.01171875
494,0x0007FFEC,ROTATION_CANDIDATE,8.7683563232422,216.32655334473,216.4323425293,211.52725219727,230.0,0.10578918457031,4.7993011474609,13.673446655273
495,0x0020FC30,Z_CANDIDATE,8.5601806640625,-76.929534912109,210.74487304688,219.30505371094,-76.929534912109,287.67440795898,296.23458862305,0.0
496,0x0020FC3C,Z_CANDIDATE,8.5601806640625,-76.929534912109,210.74487304688,219.30505371094,-76.929534912109,287.67440795898,296.23458862305,0.0
497,0x002DE59C,X_CANDIDATE,7.5503051877022,0.57501620054245,8.1253213882446,0.57501620054245,0.57501620054245,7.5503051877022,0.0,0.0
498,0x001F2258,ROTATION_CANDIDATE,7.2453994750977,64.52417755127,64.52417755127,64.52417755127,71.769577026367,0.0,0.0,7.2453994750977
499,0x0005D7A8,X_CANDIDATE,7.1468451023102,-3.527578830719,3.7637875080109,-3.6721000671387,-3.527578830719,7.2913663387299,0.14452123641968,0.0
500,0x003B2A24,X_CANDIDATE,7.0,-5.0,32.0,-35.0,-5.0,37.0,30.0,0.0
501,0x000D35FC,X_CANDIDATE,6.9910893440247,-1.3668618202209,10.185981750488,2.4852914810181,-2.0764627456665,11.552843570709,3.852153301239,0.70960092544556
502,0x003B320C,ROTATION_CANDIDATE,6.2780334388372,-0.0020793022122234,0.0030727409757674,0.0,6.2831854820251,0.0051520431879908,0.0020793022122234,6.2852647842374
503,0x0006A130,Z_CANDIDATE,5.119140625,1265.75390625,1269.73828125,1430.25,1110.361328125,3.984375,164.49609375,155.392578125
504,0x001F7110,Z_CANDIDATE,5.0,4.5,4.5,10.0,4.0,0.0,5.5,0.5
505,0x003B2E88,ROTATION_CANDIDATE,4.9976806640625,1021.8192749023,1021.8215942383,-102.0,-107.0,0.0023193359375,1123.8192749023,1128.8192749023
506,0x001EF1D8,ROTATION_CANDIDATE,4.5868530273438,697.146484375,697.146484375,697.146484375,692.55963134766,0.0,0.0,4.5868530273438
507,0x001F1C4C,X_CANDIDATE,4.2802734375,12527.821289063,12763.2265625,12758.946289063,12527.821289063,235.4052734375,231.125,0.0
508,0x0020FC14,Z_CANDIDATE,4.2539215087891,76.347457885742,364.02185058594,372.58203125,80.653717041016,287.6743927002,296.23457336426,4.3062591552734
509,0x001F1D24,Z_CANDIDATE,4.236328125,16626.158203125,16648.146484375,16596.787109375,16629.3046875,21.98828125,29.37109375,3.146484375
510,0x001F1D2C,Z_CANDIDATE,4.236328125,16606.158203125,16628.146484375,16576.787109375,16609.3046875,21.98828125,29.37109375,3.146484375
511,0x001F1D34,Z_CANDIDATE,4.236328125,16586.158203125,16608.146484375,16556.787109375,16589.3046875,21.98828125,29.37109375,3.146484375
512,0x001F1D3C,Z_CANDIDATE,4.236328125,16606.158203125,16628.146484375,16576.787109375,16609.3046875,21.98828125,29.37109375,3.146484375
513,0x0020F6E8,Z_CANDIDATE,4.236328125,16606.158203125,16628.146484375,16576.787109375,16609.3046875,21.98828125,29.37109375,3.146484375
514,0x0006A224,Z_CANDIDATE,4.1392669677734,71.853088378906,359.52749633789,368.08767700195,76.274002075195,287.67440795898,296.23458862305,4.4209136962891
515,0x0020FBF8,Z_CANDIDATE,4.1392669677734,71.853088378906,359.52749633789,368.08767700195,76.274002075195,287.67440795898,296.23458862305,4.4209136962891
516,0x0020FC24,Z_CANDIDATE,4.1392669677734,71.853088378906,359.52749633789,368.08767700195,76.274002075195,287.67440795898,296.23458862305,4.4209136962891
517,0x000483AC,X_CANDIDATE,4.1166687011719,36.166667938232,42.216667175293,38.099998474121,36.166667938232,6.0499992370605,1.9333305358887,0.0
518,0x000483BC,X_CANDIDATE,4.1166687011719,36.166667938232,42.216667175293,38.099998474121,36.166667938232,6.0499992370605,1.9333305358887,0.0
519,0x000483A4,X_CANDIDATE,4.1166667938232,15.766666412354,21.816667556763,17.700000762939,15.766666412354,6.0500011444092,1.9333343505859,0.0
520,0x000483B4,X_CANDIDATE,4.1166667938232,15.766666412354,21.816667556763,17.700000762939,15.766666412354,6.0500011444092,1.9333343505859,0.0
521,0x002866C0,ROTATION_CANDIDATE,3.8147509396076,-0.0028798021376133,-0.00016472116112709,-0.83104205131531,-4.6485080718994,0.0027150809764862,0.82816224917769,4.6456282697618
522,0x0005E660,Z_CANDIDATE,3.6989079713821,1.7927010059357,1.8558101654053,-1.9875172376633,1.8109021186829,0.063109159469604,3.7802182435989,0.018201112747192
523,0x000D38B4,X_CANDIDATE,3.4987035989761,-3.8542408943176,3.3418147563934,-1.2665475606918,-4.9638996124268,7.1960556507111,2.5876933336258,1.1096587181091
524,0x001F2674,Z_CANDIDATE,3.46484375,19683.9609375,19795.58984375,19820.5546875,19705.4609375,111.62890625,136.59375,21.5
525,0x001F267C,Z_CANDIDATE,3.46484375,19703.9609375,19815.58984375,19840.5546875,19725.4609375,111.62890625,136.59375,21.5
