rank,address_hex,kind,score,base,move_x,move_z,rotate,delta_x,delta_z,delta_rotate
44,0x00081620,ROTATION_CANDIDATE,1878.8713378906,-751.86340332031,-740.08843994141,-816.11566162109,-2706.7619628906,11.774963378906,64.252258300781,1954.8985595703
45,0x0005D77C,X_CANDIDATE,1875.3978004456,106.10000610352,2192.685546875,1.0,0.012271881103516,2086.5855407715,105.10000610352,106.08773422241
46,0x00286818,X_CANDIDATE,1763.3339853287,-1.8183536529541,-1766.1396484375,-0.9560432434082,-1.6933546066284,1764.3212947845,0.8623104095459,0.12499904632568
47,0x00286098,X_CANDIDATE,1742.683000803,-1.8183531761169,-1766.1396484375,-0.95604300498962,-22.594337463379,1764.3212952614,0.86231017112732,20.775984287262
48,0x00286318,X_CANDIDATE,1742.1830010414,-1.8183531761169,-1766.1396484375,-0.9560432434082,-23.094337463379,1764.3212952614,0.86230993270874,21.275984287262
49,0x000D3318,Z_CANDIDATE,1272.328125,201655.65625,201649.390625,200345.953125,201624.546875,6.265625,1309.703125,31.109375
50,0x001052D4,ROTATION_CANDIDATE,1234.5346679688,1359.65625,1173.2421875,1328.6021728516,-92.346557617188,186.4140625,31.054077148438,1452.0028076172
51,0x000F8AD4,ROTATION_CANDIDATE,1226.6953125,1361.5861816406,1173.1922607422,1324.4620361328,-90.627197265625,188.39392089844,37.124145507813,1452.2133789063
52,0x00076E7C,ROTATION_CANDIDATE,1218.8796386719,3281.0561523438,3914.7175292969,3267.3330078125,5147.3203125,633.66137695313,13.72314453125,1866.2641601563
53,0x00076E54,ROTATION_CANDIDATE,1215.9890136719,3281.9750976563,3917.2177734375,3279.8186035156,5135.36328125,635.24267578125,2.156494140625,1853.3881835938
54,0x00076E40,ROTATION_CANDIDATE,1213.8391113281,3274.8310546875,3936.6799316406,3282.400390625,5158.0883789063,661.84887695313,7.5693359375,1883.2573242188
55,0x003B2D58,X_CANDIDATE,1213.486328125,2343.28125,3690.87109375,2212.298828125,2340.16015625,1347.58984375,130.982421875,3.12109375
56,0x00076EA4,ROTATION_CANDIDATE,1212.7150878906,3254.3095703125,3905.673828125,3268.6896972656,5132.7690429688,651.3642578125,14.380126953125,1878.4594726563
57,0x00076E04,ROTATION_CANDIDATE,1209.8374023438,3280.9584960938,3915.6665039063,3261.9887695313,5144.4736328125,634.7080078125,18.9697265625,1863.5151367188
58,0x00076D50,ROTATION_CANDIDATE,1209.5739746094,3266.1547851563,3920.7143554688,3261.8332519531,5134.6098632813,654.5595703125,4.321533203125,1868.455078125
59,0x0006A164,ROTATION_CANDIDATE,1207.8193359375,3918.890625,3926.0966796875,3920.337890625,5135.36328125,7.2060546875,1.447265625,1216.47265625
60,0x00076DC8,ROTATION_CANDIDATE,1197.5405273438,3255.6977539063,3923.3271484375,3274.814453125,5139.984375,667.62939453125,19.11669921875,1884.2866210938
61,0x000D2FA8,ROTATION_CANDIDATE,1192.3697814941,-576.30786132813,-396.88467407227,-548.80731201172,822.98565673828,179.42318725586,27.500549316406,1399.2935180664
62,0x00076E68,ROTATION_CANDIDATE,1190.8349609375,3266.9609375,3926.8520507813,3250.2905273438,5134.357421875,659.89111328125,16.67041015625,1867.396484375
63,0x00076E90,ROTATION_CANDIDATE,1189.3962402344,3297.748046875,3941.7194824219,3291.2407226563,5137.623046875,643.97143554688,6.50732421875,1839.875
64,0x00076DDC,ROTATION_CANDIDATE,1187.0124511719,3276.2282714844,3924.6879882813,3281.2290039063,5116.701171875,648.45971679688,5.000732421875,1840.4729003906
65,0x00076DB4,ROTATION_CANDIDATE,1182.6027832031,3301.5590820313,3949.96875,3302.2360839844,5133.2485351563,648.40966796875,0.677001953125,1831.689453125
66,0x00076D78,ROTATION_CANDIDATE,1182.3974609375,3278.224609375,3939.6450195313,3284.994140625,5128.8120117188,661.42041015625,6.76953125,1850.5874023438
67,0x00076D64,ROTATION_CANDIDATE,1179.9792480469,3273.6042480469,3913.0932617188,3225.8354492188,5140.8413085938,639.48901367188,47.768798828125,1867.2370605469
68,0x00076DF0,ROTATION_CANDIDATE,1178.3522949219,3272.3264160156,3943.8557128906,3284.7883300781,5134.669921875,671.529296875,12.4619140625,1862.3435058594
69,0x00076DA0,ROTATION_CANDIDATE,1175.9096679688,3258.4995117188,3950.8969726563,3280.5151367188,5148.822265625,692.3974609375,22.015625,1890.3227539063
70,0x00076E2C,ROTATION_CANDIDATE,1175.2397460938,3294.6765136719,3921.9582519531,3309.1669921875,5111.6884765625,627.28173828125,14.490478515625,1817.0119628906
71,0x00076E18,ROTATION_CANDIDATE,1160.7470703125,3282.9865722656,3926.0966796875,3259.3435058594,5110.4868164063,643.11010742188,23.64306640625,1827.5002441406
72,0x00076D8C,ROTATION_CANDIDATE,1156.3305664063,3290.7700195313,3978.4384765625,3271.10546875,5154.43359375,687.66845703125,19.66455078125,1863.6635742188
73,0x00076EB8,ROTATION_CANDIDATE,1151.3828125,3298.1606445313,3953.2548828125,3250.3696289063,5152.4287109375,655.09423828125,47.791015625,1854.2680664063
74,0x000D3320,X_CANDIDATE,1091.1875,168917.375,170085.125,168864.25,168893.9375,1167.75,53.125,23.4375
75,0x0006AD2C,ROTATION_CANDIDATE,933.7919921875,3168.513671875,3181.431640625,3121.482421875,4162.2548828125,12.91796875,47.03125,993.7412109375
76,0x0006A29C,ROTATION_CANDIDATE,914.7294921875,3278.224609375,3192.125,3282.400390625,4283.2294921875,86.099609375,4.17578125,1005.0048828125
77,0x00285E1C,ROTATION_CANDIDATE,898.42308855057,-1.4433484077454,-611.05786132813,-0.53416156768799,-1510.3901367188,609.61451292038,0.90918684005737,1508.946788311
78,0x003B32D0,X_CANDIDATE,831.13891601563,16891.73046875,0.0,20064.591796875,4004.0002441406,16891.73046875,3172.861328125,12887.730224609
79,0x0006A214,ROTATION_CANDIDATE,828.0,180399.984375,200896.671875,180399.984375,201724.671875,20496.6875,0.0,21324.6875
80,0x003B2B84,ROTATION_CANDIDATE,816.07421875,877.41796875,877.41796875,1652.2958984375,-713.5341796875,0.0,774.8779296875,1590.9521484375
81,0x003B2BDC,ROTATION_CANDIDATE,816.07421875,10285.0546875,10285.0546875,11059.932617188,8694.1025390625,0.0,774.8779296875,1590.9521484375
82,0x0009EA4C,ROTATION_CANDIDATE,785.07948860514,-0.0014246403006837,-0.0014246403006837,-0.0014246403006837,785.07806396484,0.0,0.0,785.07948860514
83,0x0006ADC8,ROTATION_CANDIDATE,765.408203125,3328.7119140625,3328.7119140625,3328.7119140625,4094.1201171875,0.0,0.0,765.408203125
84,0x003B2BD4,ROTATION_CANDIDATE,758.771484375,10265.0546875,10265.0546875,11065.634765625,8705.703125,0.0,800.580078125,1559.3515625
85,0x0006AD60,ROTATION_CANDIDATE,722.146484375,2973.51953125,2985.322265625,2849.19140625,3831.796875,11.802734375,124.328125,858.27734375
86,0x00081624,ROTATION_CANDIDATE,688.3967590332,202.26142883301,217.54316711426,209.90090942383,913.57940673828,15.28173828125,7.6394805908203,711.31797790527
87,0x003B2A70,X_CANDIDATE,657.8798828125,4164.0004882813,3117.0002441406,4024.8796386719,4414.0,1047.0002441406,139.12084960938,249.99951171875
88,0x0006AD94,ROTATION_CANDIDATE,656.8232421875,3206.1328125,3218.115234375,3081.861328125,3999.2099609375,11.982421875,124.271484375,793.0771484375
89,0x00081638,ROTATION_CANDIDATE,629.59844970703,196.41619873047,211.88723754883,203.69790649414,848.76739501953,15.471038818359,7.2817077636719,652.35119628906
90,0x0028631C,X_CANDIDATE,607.27081145346,-1.4433484077454,-611.05786132813,-0.53416156768799,-0.0088337808847427,609.61451292038,0.90918684005737,1.4345146268606
91,0x0028681C,X_CANDIDATE,607.17706025764,-1.4745988845825,-611.05810546875,-0.53416180610657,-0.0085896365344524,609.58350658417,0.94043707847595,1.4660092480481
92,0x0028659C,X_CANDIDATE,607.1768158786,-1.4745988845825,-611.05786132813,-0.53416156768799,-0.0085896365344524,609.58326244354,0.94043731689453,1.4660092480481
93,0x0028609C,X_CANDIDATE,604.50075769424,-1.4433484077454,-611.05786132813,-0.53416156768799,-5.6479167938232,609.61451292038,0.90918684005737,4.2045683860779
94,0x000D658C,ROTATION_CANDIDATE,580.50732421875,-580.50732421875,-580.50732421875,-580.50732421875,0.0,0.0,0.0,580.50732421875
95,0x000D8664,Z_CANDIDATE,580.50439453125,0.0,0.0,-580.50439453125,0.0,0.0,580.50439453125,0.0
96,0x000D8704,ROTATION_CANDIDATE,580.50439453125,0.0,0.0,0.0,-580.50439453125,0.0,0.0,580.50439453125
97,0x000D8844,ROTATION_CANDIDATE,580.50439453125,0.0,0.0,0.0,-580.50439453125,0.0,0.0,580.50439453125
98,0x000E9E64,Z_CANDIDATE,580.50439453125,0.0,0.0,-580.50439453125,0.0,0.0,580.50439453125,0.0
99,0x003B2A10,X_CANDIDATE,528.51953125,476.484375,1303.3354492188,454.8818359375,199.75537109375,826.85107421875,21.6025390625,276.72900390625
100,0x0006D224,ROTATION_CANDIDATE,483.2744140625,5579.34765625,5579.34765625,4381.2734375,3897.9990234375,0.0,1198.07421875,1681.3486328125
101,0x0020FDE0,ROTATION_CANDIDATE,470.8095703125,-6709.650390625,-6615.48828125,-6615.48828125,-6050.5166015625,94.162109375,94.162109375,659.1337890625
102,0x0020FDEC,ROTATION_CANDIDATE,470.8095703125,-6709.650390625,-6615.48828125,-6615.48828125,-6050.5166015625,94.162109375,94.162109375,659.1337890625
103,0x001F23B4,X_CANDIDATE,462.24951171875,-6103.4072265625,-5427.1533203125,-5983.5649414063,-6197.5693359375,676.25390625,119.84228515625,94.162109375
104,0x001F1C48,ROTATION_CANDIDATE,428.0089302063,-55.641162872314,-55.641162872314,-55.641162872314,372.36776733398,0.0,0.0,428.0089302063
105,0x003B2B80,Z_CANDIDATE,420.01171875,-806.05859375,-806.05859375,-1649.439453125,-382.689453125,0.0,843.380859375,423.369140625
106,0x003B2BD8,Z_CANDIDATE,420.01171875,17016.234375,17016.234375,16172.853515625,17439.603515625,0.0,843.380859375,423.369140625
107,0x0006A224,X_CANDIDATE,418.69371795654,359.52749633789,-342.40716552734,359.52749633789,76.286552429199,701.93466186523,0.0,283.24094390869
108,0x0020FBF8,X_CANDIDATE,418.69371795654,359.52749633789,-342.40716552734,359.52749633789,76.286552429199,701.93466186523,0.0,283.24094390869
109,0x0020FC24,X_CANDIDATE,418.69371795654,359.52749633789,-342.40716552734,359.52749633789,76.286552429199,701.93466186523,0.0,283.24094390869
110,0x0020FC14,X_CANDIDATE,418.57543945313,364.02185058594,-337.9128112793,364.02185058594,80.662628173828,701.93466186523,0.0,283.35922241211
111,0x0020FC30,X_CANDIDATE,414.26023864746,210.74485778809,-491.18978881836,210.74487304688,-76.929534912109,701.93464660645,1.52587890625e-05,287.6743927002
112,0x0020FC3C,X_CANDIDATE,414.26023864746,210.74485778809,-491.18978881836,210.74487304688,-76.929534912109,701.93464660645,1.52587890625e-05,287.6743927002
113,0x0006ADFC,ROTATION_CANDIDATE,393.9130859375,3194.3212890625,2891.16796875,3194.3212890625,3891.3876953125,303.1533203125,0.0,697.06640625
114,0x0008164C,ROTATION_CANDIDATE,388.79229736328,163.20361328125,177.23498535156,167.37359619141,570.197265625,14.031372070313,4.1699829101563,406.99365234375
115,0x0020FA64,X_CANDIDATE,387.298828125,6187.0844726563,5399.5483398438,6187.0844726563,5786.8471679688,787.5361328125,0.0,400.2373046875
116,0x0006A1F0,X_CANDIDATE,387.29345703125,6184.7290039063,5397.1928710938,6184.7290039063,5784.486328125,787.5361328125,0.0,400.24267578125
117,0x0020FA48,X_CANDIDATE,387.29345703125,6184.7290039063,5397.1928710938,6184.7290039063,5784.486328125,787.5361328125,0.0,400.24267578125
118,0x0020FA74,X_CANDIDATE,387.28759765625,6182.3735351563,5394.8374023438,6182.3735351563,5782.125,787.5361328125,0.0,400.24853515625
119,0x0020FA80,X_CANDIDATE,387.05810546875,5996.82421875,5209.2880859375,5996.82421875,5596.3461914063,787.5361328125,0.0,400.47802734375
120,0x0020FA8C,X_CANDIDATE,387.05810546875,5996.82421875,5209.2880859375,5996.82421875,5596.3461914063,787.5361328125,0.0,400.47802734375
121,0x001F25A8,X_CANDIDATE,380.927734375,16799.3515625,17180.279296875,16799.3515625,16799.3515625,380.927734375,0.0,0.0
122,0x000816D8,ROTATION_CANDIDATE,359.00344848633,0.0,0.0,0.0,359.00344848633,0.0,0.0,359.00344848633
123,0x00076FBC,ROTATION_CANDIDATE,357.18188476563,3914.7517089844,3920.5598144531,3915.4523925781,4278.4423828125,5.80810546875,0.70068359375,363.69067382813
124,0x00076FA8,ROTATION_CANDIDATE,355.53295898438,3906.2509765625,3935.2937011719,3898.3520507813,4298.7255859375,29.042724609375,7.89892578125,392.474609375
125,0x00077034,ROTATION_CANDIDATE,354.14086914063,3898.4855957031,3914.2797851563,3916.8901367188,4286.8251953125,15.794189453125,18.404541015625,388.33959960938
126,0x00081648,ROTATION_CANDIDATE,351.67138671875,-2835.8515625,-2682.8786621094,-3699.4709472656,-1467.587890625,152.97290039063,863.61938476563,1368.263671875
127,0x00076EE0,ROTATION_CANDIDATE,347.68969726563,3919.6645507813,3912.0405273438,3932.1125488281,4287.4262695313,7.6240234375,12.447998046875,367.76171875
128,0x00076F94,ROTATION_CANDIDATE,343.07397460938,3910.0178222656,3919.9079589844,3909.3156738281,4263.6840820313,9.89013671875,0.7021484375,353.66625976563
129,0x00076F80,ROTATION_CANDIDATE,340.67431640625,3908.4814453125,3938.283203125,3913.462890625,4283.9389648438,29.8017578125,4.9814453125,375.45751953125
130,0x00076FD0,ROTATION_CANDIDATE,339.9013671875,3932.4611816406,3949.6665039063,3943.0446777344,4300.1513671875,17.205322265625,10.58349609375,367.69018554688
131,0x001F27A0,Z_CANDIDATE,339.40686035156,1435.5649414063,880.60546875,18.345947265625,912.71228027344,554.95947265625,1417.2189941406,522.85266113281
132,0x00076F44,ROTATION_CANDIDATE,328.55981445313,3917.4409179688,3948.5500488281,3944.2705078125,4303.939453125,31.109130859375,26.82958984375,386.49853515625
133,0x00076F58,ROTATION_CANDIDATE,324.01220703125,3907.5397949219,3923.2199707031,3936.7978515625,4276.490234375,15.68017578125,29.258056640625,368.95043945313
134,0x00076F6C,ROTATION_CANDIDATE,323.26416015625,3929.498046875,3943.3666992188,3916.6591796875,4279.4697265625,13.86865234375,12.8388671875,349.9716796875
135,0x001F2598,ROTATION_CANDIDATE,321.005859375,19380.244140625,19560.0078125,19500.087890625,20000.857421875,179.763671875,119.84375,620.61328125
136,0x001F25C0,ROTATION_CANDIDATE,321.005859375,19380.244140625,19560.0078125,19500.087890625,20000.857421875,179.763671875,119.84375,620.61328125
137,0x000816D0,ROTATION_CANDIDATE,320.34118652344,0.0,0.0,0.0,320.34118652344,0.0,0.0,320.34118652344
138,0x002346C4,ROTATION_CANDIDATE,318.4287109375,13487.583007813,12979.783203125,15170.458984375,15996.6875,507.7998046875,1682.8759765625,2509.1044921875
139,0x001F259C,X_CANDIDATE,316.7265625,16820.751953125,17137.478515625,16820.751953125,16820.751953125,316.7265625,0.0,0.0
140,0x00076ECC,ROTATION_CANDIDATE,313.13989257813,3942.7805175781,3924.697265625,3918.3623046875,4298.421875,18.083251953125,24.418212890625,355.64135742188
141,0x00076EF4,ROTATION_CANDIDATE,312.25952148438,3918.890625,3913.3461914063,3965.4255371094,4283.2294921875,5.54443359375,46.534912109375,364.3388671875
142,0x0007700C,ROTATION_CANDIDATE,311.02880859375,3914.1186523438,3951.9479980469,3939.6052246094,4288.4633789063,37.829345703125,25.486572265625,374.3447265625
143,0x00076F1C,ROTATION_CANDIDATE,303.50537109375,3916.0422363281,3978.1726074219,3931.5200195313,4297.1557617188,62.13037109375,15.477783203125,381.11352539063
144,0x001F25AC,X_CANDIDATE,295.32617950439,333.84698486328,38.520805358887,333.84698486328,333.84698486328,295.32617950439,0.0,0.0
145,0x00076F30,ROTATION_CANDIDATE,289.64526367188,3934.5251464844,3915.8178710938,3893.2348632813,4284.16796875,18.707275390625,41.290283203125,349.64282226563
146,0x00077020,ROTATION_CANDIDATE,287.44702148438,3937.5825195313,3925.4885253906,3920.337890625,4254.3681640625,12.093994140625,17.24462890625,316.78564453125
147,0x001F25B0,X_CANDIDATE,282.486328125,19380.244140625,19662.73046875,19380.244140625,19380.244140625,282.486328125,0.0,0.0
148,0x00081644,ROTATION_CANDIDATE,282.08038330078,-309.56723022461,-232.86090087891,-428.94171142578,168.59396362305,76.706329345703,119.37448120117,478.16119384766
149,0x00076FE4,ROTATION_CANDIDATE,276.8857421875,3943.9194335938,3940.375,3916.6245117188,4251.64453125,3.54443359375,27.294921875,307.72509765625
150,0x001F2614,ROTATION_CANDIDATE,275.78974914551,-2.8522262573242,165.60723876953,-1.5522232055664,442.6969909668,168.45946502686,1.3000030517578,445.54921722412
151,0x001F25FC,ROTATION_CANDIDATE,274.66836929321,-107.0022354126,57.928615570068,-107.0022354126,332.59698486328,164.93085098267,0.0,439.59922027588
152,0x0006A290,ROTATION_CANDIDATE,274.11837005615,-0.90222930908203,166.97862243652,-2.5022277832031,442.6969909668,167.88085174561,1.5999984741211,443.59922027588
153,0x0020FF5C,ROTATION_CANDIDATE,272.46837615967,-2.8522262573242,166.97862243652,-0.50222778320313,441.79699707031,169.83084869385,2.3499984741211,444.64922332764
154,0x001F25A0,X_CANDIDATE,269.6456451416,333.84698486328,64.20133972168,333.84698486328,333.84698486328,269.6456451416,0.0,0.0
155,0x003B3280,ROTATION_CANDIDATE,268.0,0.0,0.0,0.0,268.0,0.0,0.0,268.0
156,0x001F2434,X_CANDIDATE,248.4384765625,-5505.525390625,-5753.9638671875,-5505.525390625,-5505.525390625,248.4384765625,0.0,0.0
157,0x003B2A98,Z_CANDIDATE,247.0,247.0,247.0,0.0,247.0,0.0,247.0,0.0
158,0x0007FFFC,ROTATION_CANDIDATE,244.84773254395,1.0,1.0,1.0,245.84773254395,0.0,0.0,244.84773254395
159,0x001F2600,ROTATION_CANDIDATE,243.96510314941,-107.0022354126,64.20133972168,-107.0022354126,308.16644287109,171.20357513428,0.0,415.16867828369
160,0x0020FF54,ROTATION_CANDIDATE,243.96510314941,-107.0022354126,64.20133972168,-107.0022354126,308.16644287109,171.20357513428,0.0,415.16867828369
161,0x00076F08,ROTATION_CANDIDATE,241.19799804688,3946.1860351563,3904.2731933594,3946.603515625,4229.7143554688,41.912841796875,0.41748046875,283.5283203125
162,0x003B3480,ROTATION_CANDIDATE,229.81846639514,0.0,-0.099615879356861,-0.081917725503445,230.0,0.099615879356861,0.081917725503445,230.0
163,0x00080018,ROTATION_CANDIDATE,222.39768981934,39.312026977539,49.909851074219,37.736694335938,273.88287353516,10.59782409668,1.5753326416016,234.57084655762
164,0x001F1C7C,ROTATION_CANDIDATE,214.45065307617,634.16125488281,692.92456054688,535.02880859375,261.81484985352,58.763305664063,99.132446289063,372.3464050293
165,0x0005D79C,Z_CANDIDATE,210.0249068737,1.0,19.404296875,230.0,1.570796251297,18.404296875,229.0,0.570796251297
166,0x00285E20,X_CANDIDATE,209.67888051271,-1.1308431625366,-212.76147460938,-0.30614006519318,-0.003795325756073,211.63063144684,0.82470309734344,1.1270478367805
167,0x002860A0,X_CANDIDATE,209.67808560841,-1.1308436393738,-212.76147460938,-0.30614006519318,-0.0030018519610167,211.63063097,0.8247035741806,1.1278417874128
168,0x00286320,X_CANDIDATE,209.67735318746,-1.1308436393738,-212.76147460938,-0.30614006519318,-0.0022694310173392,211.63063097,0.8247035741806,1.1285742083564
169,0x002865A0,X_CANDIDATE,209.5835407218,-1.1620941162109,-212.76153564453,-0.30614006519318,-0.0021473607048392,211.59944152832,0.85595405101776,1.1599467555061
170,0x00286820,X_CANDIDATE,209.58347968757,-1.1620941162109,-212.76153564453,-0.30614006519318,-0.0020863264799118,211.59944152832,0.85595405101776,1.160007789731
171,0x0007C1F8,ROTATION_CANDIDATE,209.12565612793,85.919395446777,91.841217041016,84.198707580566,302.68756103516,5.9218215942383,1.7206878662109,216.76816558838
172,0x0008169C,ROTATION_CANDIDATE,209.12565612793,85.919395446777,91.841217041016,84.198707580566,302.68756103516,5.9218215942383,1.7206878662109,216.76816558838
173,0x0007C218,ROTATION_CANDIDATE,207.83366394043,85.919395446777,91.841217041016,84.198707580566,301.39556884766,5.9218215942383,1.7206878662109,215.47617340088
174,0x00080020,ROTATION_CANDIDATE,207.83366394043,85.919395446777,91.841217041016,84.198707580566,301.39556884766,5.9218215942383,1.7206878662109,215.47617340088
175,0x0008003C,ROTATION_CANDIDATE,207.83366394043,85.919395446777,91.841217041016,84.198707580566,301.39556884766,5.9218215942383,1.7206878662109,215.47617340088
176,0x00080034,ROTATION_CANDIDATE,207.02786254883,83.911636352539,89.01318359375,82.728378295898,297.22430419922,5.1015472412109,1.1832580566406,213.31266784668
177,0x001F2594,X_CANDIDATE,205.44429397583,-55.641162872314,149.80313110352,-55.641162872314,-55.641162872314,205.44429397583,0.0,0.0
178,0x001F25BC,X_CANDIDATE,205.44429397583,-55.641162872314,149.80313110352,-55.641162872314,-55.641162872314,205.44429397583,0.0,0.0
179,0x0008161C,ROTATION_CANDIDATE,204.97528076172,137.48538208008,149.36351013184,140.12794494629,356.98135375977,11.878128051758,2.6425628662109,219.49597167969
