frame,event,state,enabled,acquisition,memory_remaining,stable_count,lost_count,normalized_x,normalized_y,target_x,target_y,error_x,error_y,screen_x,screen_y,raw_x,raw_y,acquired_signal,aligned_x,aligned_y,aligned,command_x,command_y,error_velocity_x,error_velocity_y
5278,SAMPLE,IDLE,false,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0.0,0.0
5279,SAMPLE,IDLE,false,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0.0,0.0
5280,SAMPLE,IDLE,false,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0.0,0.0
5281,SAMPLE,IDLE,false,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0.0,0.0
5282,SAMPLE,IDLE,false,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0.0,0.0
5283,SAMPLE,IDLE,false,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0.0,0.0
5284,SAMPLE,IDLE,false,0,0,0,0,0.06545877456665,-0.069813169538975,0.0,-0.07,0.06545877456665,0.00018683046102524,147.50079345703,120.0,-65.463096618652,-0.55800002813339,true,false,true,false,0,0,0.06545877456665,0.0
5285,ACQUIRED,ACQUIRED,false,1,45,0,0,0.06545877456665,-0.069813169538975,0.0,-0.07,0.06545877456665,0.00018683046102524,147.50079345703,120.0,-65.463096618652,-0.55800002813339,true,false,true,false,0,0,0.0,0.0
5286,ALIGNING,ALIGNING,false,1,45,0,0,0.11358821392059,-0.069813169538975,0.0,-0.07,0.11358821392059,0.00018683046102524,138.25639343262,120.0,-113.38831329346,-0.9706968665123,true,false,true,false,0,0,0.048129439353943,0.0
5287,SAMPLE,ALIGNING,false,1,45,0,0,0.11358821392059,-0.069813169538975,0.0,-0.07,0.11358821392059,0.00018683046102524,138.25639343262,120.0,-113.38831329346,-0.9706968665123,true,false,true,false,0,0,0.0,0.0
