frame,event,state,gate_enabled,armed,memory_remaining,ready_count,invalid_count,screen_x,screen_x_copy,raw_horizontal,normalized,arm_ready,raw_detected,normalized_detected,auto_aim_detected
3050,SAMPLE,IDLE,false,true,0,0,523,160.0,160.0,0.0,0.0,true,false,false,false
3055,SAMPLE,IDLE,false,true,0,0,528,160.0,160.0,0.0,0.0,true,false,false,false
3060,SAMPLE,IDLE,false,true,0,0,533,160.0,160.0,0.0,0.0,true,false,false,false
3065,SAMPLE,IDLE,false,true,0,0,538,160.0,160.0,0.0,0.0,true,false,false,false
3070,SAMPLE,IDLE,false,true,0,0,543,160.0,160.0,0.0,0.0,true,false,false,false
3075,SAMPLE,IDLE,false,true,0,0,548,160.0,160.0,0.0,0.0,true,false,false,false
3080,SAMPLE,IDLE,false,true,0,0,553,160.0,160.0,0.0,0.0,true,false,false,false
3085,SAMPLE,IDLE,false,true,0,0,558,160.0,160.0,0.0,0.0,true,false,false,false
3090,SAMPLE,IDLE,false,true,0,0,563,160.0,160.0,0.0,0.0,true,false,false,false
3095,SAMPLE,IDLE,false,true,0,0,568,160.0,160.0,0.0,0.0,true,false,false,false
3100,SAMPLE,IDLE,false,true,0,0,573,160.0,160.0,0.0,0.0,true,false,false,false
3105,SAMPLE,IDLE,false,true,0,0,578,160.0,160.0,0.0,0.0,true,false,false,false
3110,SAMPLE,IDLE,false,true,0,0,583,160.0,160.0,0.0,0.0,true,false,false,false
3115,SAMPLE,IDLE,false,true,0,0,588,160.0,160.0,0.0,0.0,true,false,false,false
3120,SAMPLE,IDLE,false,true,0,0,593,160.0,160.0,0.0,0.0,true,false,false,false
3125,SAMPLE,IDLE,false,true,0,0,598,160.0,160.0,0.0,0.0,true,false,false,false
3130,SAMPLE,IDLE,false,true,0,0,603,160.0,160.0,0.0,0.0,true,false,false,false
3135,SAMPLE,IDLE,true,true,0,0,608,160.0,160.0,0.0,0.0,true,false,false,false
3140,SAMPLE,IDLE,true,true,0,0,613,160.0,160.0,0.0,0.0,true,false,false,false
3145,SAMPLE,IDLE,true,true,0,0,618,160.0,160.0,0.0,0.0,true,false,false,false
3150,SAMPLE,IDLE,true,true,0,0,623,160.0,160.0,0.0,0.0,true,false,false,false
3155,SAMPLE,IDLE,true,true,0,0,628,160.0,160.0,0.0,0.0,true,false,false,false
3160,SAMPLE,IDLE,true,true,0,0,633,160.0,160.0,0.0,0.0,true,false,false,false
3165,SAMPLE,IDLE,true,true,0,0,638,160.0,160.0,0.0,0.0,true,false,false,false
3170,SAMPLE,IDLE,true,true,0,0,643,160.0,160.0,0.0,0.0,true,false,false,false
3175,SAMPLE,IDLE,true,true,0,0,648,160.0,160.0,0.0,0.0,true,false,false,false
3180,SAMPLE,IDLE,true,true,0,0,653,160.0,160.0,0.0,0.0,true,false,false,false
3185,SAMPLE,IDLE,true,true,0,0,658,160.0,160.0,0.0,0.0,true,false,false,false
3190,SAMPLE,IDLE,true,true,0,0,663,160.0,160.0,0.0,0.0,true,false,false,false
3195,SAMPLE,IDLE,true,true,0,0,668,160.0,160.0,0.0,0.0,true,false,false,false
3200,SAMPLE,IDLE,true,true,0,0,673,160.0,160.0,0.0,0.0,true,false,false,false
3205,SAMPLE,IDLE,true,true,0,0,678,160.0,160.0,0.0,0.0,true,false,false,false
3210,SAMPLE,IDLE,true,true,0,0,683,160.0,160.0,0.0,0.0,true,false,false,false
3215,SAMPLE,IDLE,true,true,0,0,688,160.0,160.0,0.0,0.0,true,false,false,false
3220,SAMPLE,IDLE,true,true,0,0,693,160.0,160.0,0.0,0.0,true,false,false,false
3225,SAMPLE,IDLE,true,true,0,0,698,160.0,160.0,0.0,0.0,true,false,false,false
3230,SAMPLE,IDLE,true,true,0,0,703,160.0,160.0,0.0,0.0,true,false,false,false
3235,SAMPLE,IDLE,true,true,0,0,708,160.0,160.0,0.0,0.0,true,false,false,false
3240,SAMPLE,IDLE,true,true,0,0,713,160.0,160.0,0.0,0.0,true,false,false,false
3245,SAMPLE,IDLE,true,true,0,0,718,160.0,160.0,0.0,0.0,true,false,false,false
