attempt,event,result,frame,arm_classification,screen_x,screen_delta,screen_x_copy,raw_horizontal,raw_offset,related,normalized,m11,m12,m13,m21,m22,m23,m31,m32,m33
1,SHOT,,3954,ARM_RIGHT,219.94097900391,59.940979003906,219.94097900391,299.84335327148,297.84335327148,1.1320152282715,-0.30495500564575,0.31389328837395,-0.828433573246,-0.4638631939888,0.99461656808853,0.041810620576143,-0.094814568758011,-0.26759737730026,0.049270804971457,-0.96227025985718
