attempt,event,result,frame,arm_classification,screen_x,screen_delta,screen_x_copy,raw_horizontal,raw_offset,related,normalized,m11,m12,m13,m21,m22,m23,m31,m32,m33
1,SHOT,,4586,ARM_CENTERED,160.87979125977,0.87979125976563,160.87979125977,4.6176562309265,2.6176562309265,-2.1625089645386,-0.0045781135559082,0.29290026426315,-0.82783377170563,-0.478435754776,0.98597502708435,0.052071858197451,-0.15856179594994,-0.32916581630707,0.040347542613745,-0.94340980052948
1,RESULT,KILL,4670,ARM_CENTERED,160.0,0.0,160.0,0.0,-2.0,-2.172000169754,0.0,0.29054343700409,-0.82775545120239,-0.48000571131706,0.98610574007034,0.049603492021561,-0.15853998064995,-0.32911902666092,0.043034940958023,-0.94330728054047
