attempt,event,result,frame,arm_classification,screen_x,screen_delta,screen_x_copy,raw_horizontal,raw_offset,related,normalized,m11,m12,m13,m21,m22,m23,m31,m32,m33
1,SHOT,,3794,ARM_CENTERED,157.14744567871,-2.8525543212891,157.14744567871,-14.970281600952,-16.970281600952,-1.9439774751663,0.01488471031189,0.28648847341537,-0.8300912976265,-0.47840666770935,0.98689812421799,0.042886212468147,-0.15554055571556,-0.32591968774796,0.044411726295948,-0.94435369968414
1,RESULT,KILL,3952,ARM_CENTERED,160.0,0.0,160.0,0.0,-2.0,-2.1868546009064,0.0,0.28427073359489,-0.8282236456871,-0.48294505476952,0.98610329627991,0.043687202036381,-0.16028648614883,-0.33062386512756,0.047891013324261,-0.94254666566849
