category,score,address_hex,address_dec,baseline,hit,dead
DEATH_ONLY,100,0x00076CCD,486605,7,7,0
DEATH_ONLY,100,0x00076CCE,486606,108,108,0
DEATH_ONLY,100,0x00076D12,486674,171,171,168
DEATH_ONLY,100,0x00076D1A,486682,108,108,107
DEATH_ONLY,100,0x00076D26,486694,168,168,171
DEATH_ONLY,100,0x00076D4A,486730,126,126,131
DEATH_ONLY,100,0x00076D5A,486746,109,109,107
DEATH_ONLY,100,0x00076D5E,486750,126,126,66
DEATH_ONLY,100,0x00076D61,486753,31,31,33
DEATH_ONLY,100,0x00076D6E,486766,109,109,108
DEATH_ONLY,100,0x00076D72,486770,126,126,131
DEATH_ONLY,100,0x00076D76,486774,169,169,173
DEATH_ONLY,100,0x00076D77,486775,228,228,44
DEATH_ONLY,100,0x00076D82,486786,110,110,106
DEATH_ONLY,100,0x00076D92,486802,109,109,108
DEATH_ONLY,100,0x00076D96,486806,110,110,106
DEATH_ONLY,100,0x00076D9E,486814,169,169,171
DEATH_ONLY,100,0x00076DAA,486826,109,109,106
DEATH_ONLY,100,0x00076DAB,486827,232,232,220
DEATH_ONLY,100,0x00076DAF,486831,32,32,68
DEATH_ONLY,100,0x00076DBA,486842,110,110,108
DEATH_ONLY,100,0x00076DBE,486846,109,109,106
DEATH_ONLY,100,0x00076DE6,486886,110,110,107
DEATH_ONLY,100,0x00076DEA,486890,126,126,131
DEATH_ONLY,100,0x00076DF6,486902,109,109,106
DEATH_ONLY,100,0x00076DF7,486903,152,152,140
DEATH_ONLY,100,0x00076DFA,486906,109,109,107
DEATH_ONLY,100,0x00076DFE,486910,126,126,131
DEATH_ONLY,100,0x00076E02,486914,173,173,171
DEATH_ONLY,100,0x00076E1E,486942,109,109,108
DEATH_ONLY,100,0x00076E26,486950,126,126,131
DEATH_ONLY,100,0x00076E2E,486958,63,63,205
DEATH_ONLY,100,0x00076E4E,486990,126,126,69
DEATH_ONLY,100,0x00076E51,486993,31,31,33
DEATH_ONLY,100,0x00076E52,486994,168,168,127
DEATH_ONLY,100,0x00076E66,487014,171,171,173
DEATH_ONLY,100,0x00076E72,487026,109,109,108
DEATH_ONLY,100,0x00076E96,487062,110,110,107
DEATH_ONLY,100,0x00076E9A,487066,109,109,107
DEATH_ONLY,100,0x00076EA2,487074,171,171,169
DEATH_ONLY,100,0x00076EAA,487082,110,110,108
DEATH_ONLY,100,0x00076EAE,487086,110,110,108
DEATH_ONLY,100,0x00076EC2,487106,110,110,108
DEATH_ONLY,100,0x00079940,497984,62,62,61
DEATH_ONLY,100,0x00079958,498008,190,190,191
DEATH_ONLY,100,0x00079E87,499335,217,217,69
DEATH_ONLY,100,0x00079E88,499336,64,64,63
DEATH_ONLY,100,0x00079F0F,499471,0,0,1
DEATH_ONLY,100,0x00079F28,499496,68,68,69
DEATH_ONLY,100,0x0007A190,500112,65,65,64
DEATH_ONLY,100,0x0007A1CB,500171,0,0,9
DEATH_ONLY,100,0x0007A1CF,500175,0,0,135
DEATH_ONLY,100,0x0007A1D0,500176,0,0,63
DEATH_ONLY,100,0x0007A1D4,500180,0,0,128
DEATH_ONLY,100,0x0007A1D5,500181,0,0,26
DEATH_ONLY,100,0x0007A1D6,500182,0,0,236
DEATH_ONLY,100,0x0007A1D7,500183,0,0,12
DEATH_ONLY,100,0x0007A1D8,500184,0,0,70
DEATH_ONLY,100,0x0007A1D9,500185,0,0,147
DEATH_ONLY,100,0x0007A1DA,500186,0,0,104
DEATH_ONLY,100,0x0007A1DB,500187,0,0,102
DEATH_ONLY,100,0x0007A1DC,500188,0,0,65
DEATH_ONLY,100,0x0007A1DD,500189,0,0,147
DEATH_ONLY,100,0x0007A1DE,500190,0,0,192
DEATH_ONLY,100,0x0007A1DF,500191,0,0,40
DEATH_ONLY,100,0x0007A1E0,500192,0,0,70
DEATH_ONLY,100,0x0007A1E1,500193,0,0,138
DEATH_ONLY,100,0x0007A1E2,500194,0,0,33
DEATH_ONLY,100,0x0007A1E3,500195,0,0,167
DEATH_ONLY,100,0x0007A1E4,500196,0,0,194
DEATH_ONLY,100,0x0007A1E5,500197,0,0,127
DEATH_ONLY,100,0x0007A1E6,500198,0,0,219
DEATH_ONLY,100,0x0007A1E7,500199,0,0,29
DEATH_ONLY,100,0x0007A1E8,500200,0,0,65
DEATH_ONLY,100,0x0007A1E9,500201,0,0,173
DEATH_ONLY,100,0x0007A1EA,500202,0,0,154
DEATH_ONLY,100,0x0007A1EB,500203,0,0,28
DEATH_ONLY,100,0x0007A1EC,500204,0,0,66
DEATH_ONLY,100,0x0007A1ED,500205,0,0,135
DEATH_ONLY,100,0x0007A1EE,500206,0,0,22
DEATH_ONLY,100,0x0007A1EF,500207,0,0,231
DEATH_ONLY,100,0x0007A1F0,500208,0,0,255
DEATH_ONLY,100,0x0007A1F1,500209,0,0,255
DEATH_ONLY,100,0x0007A1F2,500210,0,0,255
DEATH_ONLY,100,0x0007A1F3,500211,0,0,255
DEATH_ONLY,100,0x0007A1F7,500215,0,0,11
DEATH_ONLY,100,0x0007A1FB,500219,0,0,135
DEATH_ONLY,100,0x0007A1FC,500220,0,0,63
DEATH_ONLY,100,0x0007A200,500224,0,0,128
DEATH_ONLY,100,0x0007A201,500225,0,0,26
DEATH_ONLY,100,0x0007A202,500226,0,0,235
DEATH_ONLY,100,0x0007A203,500227,0,0,196
DEATH_ONLY,100,0x0007A204,500228,0,0,70
DEATH_ONLY,100,0x0007A205,500229,0,0,147
DEATH_ONLY,100,0x0007A206,500230,0,0,171
DEATH_ONLY,100,0x0007A207,500231,0,0,158
DEATH_ONLY,100,0x0007A208,500232,0,0,65
DEATH_ONLY,100,0x0007A209,500233,0,0,192
DEATH_ONLY,100,0x0007A20A,500234,0,0,25
DEATH_ONLY,100,0x0007A20B,500235,0,0,224
DEATH_ONLY,100,0x0007A20C,500236,0,0,70
DEATH_ONLY,100,0x0007A20D,500237,0,0,137
DEATH_ONLY,100,0x0007A20E,500238,0,0,136
DEATH_ONLY,100,0x0007A20F,500239,0,0,22
DEATH_ONLY,100,0x0007A210,500240,0,0,193
DEATH_ONLY,100,0x0007A211,500241,0,0,133
DEATH_ONLY,100,0x0007A212,500242,0,0,107
DEATH_ONLY,100,0x0007A213,500243,0,0,25
DEATH_ONLY,100,0x0007A214,500244,0,0,65
DEATH_ONLY,100,0x0007A215,500245,0,0,172
DEATH_ONLY,100,0x0007A216,500246,0,0,61
DEATH_ONLY,100,0x0007A217,500247,0,0,15
DEATH_ONLY,100,0x0007A218,500248,0,0,65
DEATH_ONLY,100,0x0007A219,500249,0,0,217
DEATH_ONLY,100,0x0007A21A,500250,0,0,222
DEATH_ONLY,100,0x0007A21B,500251,0,0,68
DEATH_ONLY,100,0x0007A21C,500252,0,0,255
DEATH_ONLY,100,0x0007A21D,500253,0,0,255
DEATH_ONLY,100,0x0007A21E,500254,0,0,200
DEATH_ONLY,100,0x0007A21F,500255,0,0,255
DEATH_ONLY,100,0x0007C170,508272,63,63,67
DEATH_ONLY,100,0x0007C171,508273,128,128,12
DEATH_ONLY,100,0x0007C172,508274,0,0,212
DEATH_ONLY,100,0x0007C173,508275,0,0,18
DEATH_ONLY,100,0x0007C190,508304,63,63,67
DEATH_ONLY,100,0x0007C191,508305,128,128,12
DEATH_ONLY,100,0x0007C192,508306,0,0,212
DEATH_ONLY,100,0x0007C193,508307,0,0,18
DEATH_ONLY,100,0x0007C1B0,508336,63,63,67
DEATH_ONLY,100,0x0007C1B1,508337,128,128,12
DEATH_ONLY,100,0x0007C1B2,508338,0,0,212
DEATH_ONLY,100,0x0007C1B3,508339,0,0,18
DEATH_ONLY,100,0x0007C1D0,508368,63,63,67
DEATH_ONLY,100,0x0007C1D1,508369,128,128,12
DEATH_ONLY,100,0x0007C1D2,508370,0,0,212
DEATH_ONLY,100,0x0007C1D3,508371,0,0,18
DEATH_ONLY,100,0x0008161B,529947,8,8,9
DEATH_ONLY,100,0x0008161C,529948,67,67,68
DEATH_ONLY,100,0x00081628,529960,67,67,105
DEATH_ONLY,100,0x0008162F,529967,9,9,10
DEATH_ONLY,100,0x00081630,529968,233,233,230
DEATH_ONLY,100,0x0008163C,529980,68,68,105
DEATH_ONLY,100,0x00081643,529987,8,8,9
DEATH_ONLY,100,0x00081648,529992,197,197,235
DEATH_ONLY,100,0x00081650,530000,67,67,68
DEATH_ONLY,100,0x000816A4,530084,0,0,255
DEATH_ONLY,100,0x000816A5,530085,0,0,255
DEATH_ONLY,100,0x000816A6,530086,0,0,255
DEATH_ONLY,100,0x000816A7,530087,8,8,255
DEATH_ONLY,100,0x000816B8,530104,0,0,255
DEATH_ONLY,100,0x000816B9,530105,0,0,255
DEATH_ONLY,100,0x000816BA,530106,0,0,255
DEATH_ONLY,100,0x000816BB,530107,8,8,255
DEATH_ONLY,100,0x00083320,537376,0,0,1
DEATH_ONLY,100,0x00083321,537377,0,0,1
DEATH_ONLY,100,0x00083322,537378,0,0,1
DEATH_ONLY,100,0x00083323,537379,0,0,2
DEATH_ONLY,100,0x00083324,537380,0,0,2
DEATH_ONLY,100,0x00083325,537381,0,0,2
DEATH_ONLY,100,0x0008345C,537692,0,0,255
DEATH_ONLY,100,0x0008345D,537693,0,0,255
DEATH_ONLY,100,0x0008345E,537694,0,0,255
DEATH_ONLY,100,0x0008345F,537695,124,124,255
DEATH_ONLY,100,0x00083460,537696,0,0,255
DEATH_ONLY,100,0x00083461,537697,0,0,255
DEATH_ONLY,100,0x00083462,537698,0,0,255
DEATH_ONLY,100,0x00083463,537699,125,125,255
DEATH_ONLY,100,0x00083464,537700,0,0,255
DEATH_ONLY,100,0x00083465,537701,0,0,255
DEATH_ONLY,100,0x00083466,537702,0,0,255
DEATH_ONLY,100,0x0008390C,538892,0,0,255
DEATH_ONLY,100,0x0008390D,538893,0,0,255
DEATH_ONLY,100,0x0008390E,538894,0,0,255
DEATH_ONLY,100,0x0008390F,538895,135,135,255
DEATH_ONLY,100,0x00083910,538896,0,0,255
DEATH_ONLY,100,0x00083911,538897,0,0,255
DEATH_ONLY,100,0x00083912,538898,0,0,255
DEATH_ONLY,100,0x00083913,538899,135,135,255
DEATH_ONLY,100,0x00083914,538900,0,0,255
DEATH_ONLY,100,0x00083915,538901,0,0,255
DEATH_ONLY,100,0x00083916,538902,0,0,255
DEATH_ONLY,100,0x00083917,538903,135,135,255
DEATH_ONLY,100,0x000D3090,864400,128,128,0
DEATH_ONLY,100,0x000D3091,864401,6,6,0
DEATH_ONLY,100,0x000D3092,864402,161,161,0
DEATH_ONLY,100,0x000D3093,864403,24,24,0
DEATH_ONLY,100,0x000D30A0,864416,128,128,0
DEATH_ONLY,100,0x000D30A1,864417,6,6,0
DEATH_ONLY,100,0x000D30A2,864418,161,161,0
DEATH_ONLY,100,0x000D30A3,864419,24,24,0
DEATH_ONLY,100,0x000D30A8,864424,66,66,65
DEATH_ONLY,100,0x000D30AA,864426,70,70,140
DEATH_ONLY,100,0x000D30AB,864427,60,60,120
DEATH_ONLY,100,0x000D30B4,864436,63,63,62
DEATH_ONLY,100,0x000D33F8,865272,191,191,190
DEATH_ONLY,100,0x000D3420,865312,191,191,190
DEATH_ONLY,100,0x000D342C,865324,189,189,188
DEATH_ONLY,100,0x000D34DC,865500,59,59,187
DEATH_ONLY,100,0x000D3568,865640,63,63,62
DEATH_ONLY,100,0x000D3569,865641,10,10,204
DEATH_ONLY,100,0x000D356A,865642,61,61,204
DEATH_ONLY,100,0x000D356B,865643,113,113,205
DEATH_ONLY,100,0x000D35FA,865786,204,204,0
DEATH_ONLY,100,0x000D35FB,865787,206,206,1
DEATH_ONLY,100,0x000D3668,865896,0,0,180
DEATH_ONLY,100,0x000D36CB,865995,233,233,40
DEATH_ONLY,100,0x000D3713,866067,146,146,102
DEATH_ONLY,100,0x000D3890,866448,189,189,190
DEATH_ONLY,100,0x000D38A8,866472,60,60,61
DEATH_ONLY,100,0x000D38B4,866484,191,191,192
DEATH_ONLY,100,0x000D38E4,866532,191,191,192
DEATH_ONLY,100,0x000D390C,866572,61,61,188
DEATH_ONLY,100,0x000D392C,866604,60,60,188
DEATH_ONLY,100,0x000D3964,866660,60,60,59
DEATH_ONLY,100,0x000D39FC,866812,188,188,189
DEATH_ONLY,100,0x000D3A08,866824,188,188,189
DEATH_ONLY,100,0x000D3A40,866880,63,63,62
DEATH_ONLY,100,0x000D3A58,866904,191,191,190
DEATH_ONLY,100,0x000D3A6D,866925,20,20,21
DEATH_ONLY,100,0x000D3A80,866944,63,63,62
DEATH_ONLY,100,0x000D3A98,866968,191,191,190
DEATH_ONLY,100,0x000D3AAD,866989,20,20,21
DEATH_ONLY,100,0x000D3AD5,867029,16,16,15
DEATH_ONLY,100,0x000D3C40,867392,188,188,189
DEATH_ONLY,100,0x000D3C44,867396,60,60,59
DEATH_ONLY,100,0x000D3C50,867408,188,188,61
DEATH_ONLY,100,0x000D3C64,867428,190,190,191
DEATH_ONLY,100,0x000D3C68,867432,62,62,61
DEATH_ONLY,100,0x000D3C7C,867452,190,190,62
DEATH_ONLY,100,0x000D3CC8,867528,59,59,188
DEATH_ONLY,100,0x000D3CCC,867532,189,189,188
DEATH_ONLY,100,0x000D3CD7,867543,217,217,171
DEATH_ONLY,100,0x000D3CF4,867572,60,60,61
DEATH_ONLY,100,0x000D3DA4,867748,60,60,189
DEATH_ONLY,100,0x000D3DB0,867760,60,60,189
DEATH_ONLY,100,0x000D3DE8,867816,63,63,62
DEATH_ONLY,100,0x000D3DF0,867824,189,189,60
DEATH_ONLY,100,0x000D3E00,867840,191,191,190
DEATH_ONLY,100,0x000D3E28,867880,63,63,62
DEATH_ONLY,100,0x000D3E30,867888,189,189,60
DEATH_ONLY,100,0x000D3E40,867904,191,191,190
DEATH_ONLY,100,0x000D3FCC,868300,62,62,190
DEATH_ONLY,100,0x000D4025,868389,15,15,16
DEATH_ONLY,100,0x000D4026,868390,138,138,82
DEATH_ONLY,100,0x000D4029,868393,15,15,16
DEATH_ONLY,100,0x000D402A,868394,138,138,82
DEATH_ONLY,100,0x000D402D,868397,15,15,16
DEATH_ONLY,100,0x000D402E,868398,138,138,82
DEATH_ONLY,100,0x000D4035,868405,15,15,16
DEATH_ONLY,100,0x000D4036,868406,138,138,82
DEATH_ONLY,100,0x000D4039,868409,15,15,16
DEATH_ONLY,100,0x000D403A,868410,137,137,81
DEATH_ONLY,100,0x000D4041,868417,15,15,16
DEATH_ONLY,100,0x000D4042,868418,139,139,83
DEATH_ONLY,100,0x000D4045,868421,15,15,16
DEATH_ONLY,100,0x000D4046,868422,139,139,83
DEATH_ONLY,100,0x000D4049,868425,16,16,15
DEATH_ONLY,100,0x000D404A,868426,82,82,138
DEATH_ONLY,100,0x000D404D,868429,16,16,15
DEATH_ONLY,100,0x000D404E,868430,82,82,138
DEATH_ONLY,100,0x000D41F2,868850,0,0,32
DEATH_ONLY,100,0x000D591B,874779,7,7,6
DEATH_ONLY,100,0x000D5937,874807,7,7,6
DEATH_ONLY,100,0x000D595B,874843,0,0,1
DEATH_ONLY,100,0x000D5BD5,875477,196,196,198
DEATH_ONLY,100,0x000D5BD7,875479,204,204,206
DEATH_ONLY,100,0x000D5BDD,875485,216,216,217
DEATH_ONLY,100,0x000D5BEC,875500,0,0,255
DEATH_ONLY,100,0x000D5BED,875501,0,0,255
DEATH_ONLY,100,0x000D5C0C,875532,0,0,254
DEATH_ONLY,100,0x000D5C65,875621,254,254,253
DEATH_ONLY,100,0x000D5C7E,875646,209,209,208
DEATH_ONLY,100,0x000D5C8F,875663,0,0,1
DEATH_ONLY,100,0x000D5C9D,875677,93,93,94
DEATH_ONLY,100,0x000D5CAD,875693,93,93,94
DEATH_ONLY,100,0x000D5D45,875845,31,31,33
DEATH_ONLY,100,0x000D5D46,875846,167,167,126
DEATH_ONLY,100,0x000D5D47,875847,64,64,192
DEATH_ONLY,100,0x000D5D48,875848,231,231,183
DEATH_ONLY,100,0x000D5D4E,875854,0,0,32
DEATH_ONLY,100,0x000D5D50,875856,186,186,231
DEATH_ONLY,100,0x000D5D52,875858,20,20,0
DEATH_ONLY,100,0x000D5D53,875859,2,2,0
DEATH_ONLY,100,0x000D5D55,875861,16,16,0
DEATH_ONLY,100,0x000D5D58,875864,248,248,186
DEATH_ONLY,100,0x000D5D5A,875866,0,0,20
DEATH_ONLY,100,0x000D5D5B,875867,0,0,2
DEATH_ONLY,100,0x000D5D5D,875869,0,0,16
DEATH_ONLY,100,0x000D5D60,875872,251,251,248
DEATH_ONLY,100,0x000D5D64,875876,90,90,0
DEATH_ONLY,100,0x000D5D67,875879,255,255,0
DEATH_ONLY,100,0x000D5D68,875880,252,252,251
DEATH_ONLY,100,0x000D5D69,875881,21,21,0
DEATH_ONLY,100,0x000D5D6A,875882,152,152,0
DEATH_ONLY,100,0x000D5D6B,875883,4,4,0
DEATH_ONLY,100,0x000D5D6C,875884,95,95,255
DEATH_ONLY,100,0x000D5D6D,875885,254,254,255
DEATH_ONLY,100,0x000D5D6E,875886,219,219,255
DEATH_ONLY,100,0x000D5D6F,875887,248,248,255
DEATH_ONLY,100,0x000D5D70,875888,185,185,250
DEATH_ONLY,100,0x000D5D72,875890,3,3,0
DEATH_ONLY,100,0x000D5D73,875891,29,29,0
DEATH_ONLY,100,0x000D5D74,875892,196,196,0
DEATH_ONLY,100,0x000D5D75,875893,17,17,0
DEATH_ONLY,100,0x000D5D76,875894,32,32,0
DEATH_ONLY,100,0x000D5D77,875895,120,120,0
DEATH_ONLY,100,0x000D5D78,875896,188,188,252
DEATH_ONLY,100,0x000D5D79,875897,0,0,38
DEATH_ONLY,100,0x000D5D7A,875898,16,16,160
DEATH_ONLY,100,0x000D5D7B,875899,6,6,4
DEATH_ONLY,100,0x000D5D7C,875900,0,0,31
DEATH_ONLY,100,0x000D5D7D,875901,31,31,16
DEATH_ONLY,100,0x000D5D7E,875902,176,176,147
DEATH_ONLY,100,0x000D5D7F,875903,32,32,251
DEATH_ONLY,100,0x000D5D80,875904,6,6,185
DEATH_ONLY,100,0x000D5D82,875906,0,0,3
DEATH_ONLY,100,0x000D5D83,875907,0,0,29
DEATH_ONLY,100,0x000D5D84,875908,5,5,196
DEATH_ONLY,100,0x000D5D85,875909,0,0,17
DEATH_ONLY,100,0x000D5D86,875910,77,77,32
DEATH_ONLY,100,0x000D5D87,875911,80,80,120
DEATH_ONLY,100,0x000D5D88,875912,188,188,6
DEATH_ONLY,100,0x000D5D8A,875914,12,12,0
DEATH_ONLY,100,0x000D5D8B,875915,6,6,0
DEATH_ONLY,100,0x000D5D8C,875916,0,0,5
DEATH_ONLY,100,0x000D5D8D,875917,15,15,0
DEATH_ONLY,100,0x000D5D90,875920,188,188,237
DEATH_ONLY,100,0x000D5D92,875922,20,20,64
DEATH_ONLY,100,0x000D5D93,875923,6,6,40
DEATH_ONLY,100,0x000D5D95,875925,31,31,79
DEATH_ONLY,100,0x000D5D96,875926,167,167,195
DEATH_ONLY,100,0x000D5D97,875927,64,64,152
DEATH_ONLY,100,0x000D5D98,875928,231,231,188
DEATH_ONLY,100,0x000D5D9A,875930,0,0,12
DEATH_ONLY,100,0x000D5D9B,875931,0,0,6
DEATH_ONLY,100,0x000D5D9D,875933,0,0,15
DEATH_ONLY,100,0x000D5D9E,875934,0,0,151
DEATH_ONLY,100,0x000D5D9F,875935,0,0,128
DEATH_ONLY,100,0x000D5DA0,875936,186,186,188
DEATH_ONLY,100,0x000D5DA3,875939,2,2,6
DEATH_ONLY,100,0x000D5DA5,875941,16,16,31
DEATH_ONLY,100,0x000D5DA6,875942,0,0,167
DEATH_ONLY,100,0x000D5DA7,875943,0,0,64
DEATH_ONLY,100,0x000D5DA8,875944,248,248,231
DEATH_ONLY,100,0x000D5DB0,875952,251,251,186
DEATH_ONLY,100,0x000D5DB2,875954,0,0,20
DEATH_ONLY,100,0x000D5DB3,875955,0,0,2
DEATH_ONLY,100,0x000D5DB4,875956,90,90,0
DEATH_ONLY,100,0x000D5DB5,875957,0,0,16
DEATH_ONLY,100,0x000D5DB7,875959,255,255,0
DEATH_ONLY,100,0x000D5DB8,875960,252,252,248
DEATH_ONLY,100,0x000D5DB9,875961,21,21,0
DEATH_ONLY,100,0x000D5DBA,875962,152,152,0
DEATH_ONLY,100,0x000D5DBB,875963,4,4,0
DEATH_ONLY,100,0x000D5DBC,875964,95,95,0
DEATH_ONLY,100,0x000D5DBD,875965,254,254,0
DEATH_ONLY,100,0x000D5DBE,875966,219,219,0
DEATH_ONLY,100,0x000D5DBF,875967,248,248,7
DEATH_ONLY,100,0x000D5DC0,875968,185,185,251
DEATH_ONLY,100,0x000D5DC2,875970,3,3,0
DEATH_ONLY,100,0x000D5DC3,875971,29,29,0
DEATH_ONLY,100,0x000D5DC4,875972,196,196,90
DEATH_ONLY,100,0x000D5DC5,875973,17,17,0
DEATH_ONLY,100,0x000D5DC6,875974,32,32,0
DEATH_ONLY,100,0x000D5DC7,875975,120,120,255
DEATH_ONLY,100,0x000D5DC8,875976,188,188,252
DEATH_ONLY,100,0x000D5DC9,875977,0,0,21
DEATH_ONLY,100,0x000D5DCA,875978,16,16,152
DEATH_ONLY,100,0x000D5DCB,875979,6,6,4
DEATH_ONLY,100,0x000D5DCC,875980,0,0,95
DEATH_ONLY,100,0x000D5DCD,875981,31,31,254
DEATH_ONLY,100,0x000D5DCE,875982,177,177,219
DEATH_ONLY,100,0x000D5DCF,875983,192,192,248
DEATH_ONLY,100,0x000D5DD0,875984,6,6,185
DEATH_ONLY,100,0x000D5DD2,875986,0,0,3
DEATH_ONLY,100,0x000D5DD3,875987,0,0,29
DEATH_ONLY,100,0x000D5DD4,875988,5,5,196
DEATH_ONLY,100,0x000D5DD5,875989,0,0,17
DEATH_ONLY,100,0x000D5DD6,875990,78,78,32
DEATH_ONLY,100,0x000D5DD7,875991,56,56,120
DEATH_ONLY,100,0x000D5DDA,875994,12,12,16
DEATH_ONLY,100,0x000D5DDD,875997,15,15,28
DEATH_ONLY,100,0x000D5DE0,876000,188,188,6
DEATH_ONLY,100,0x000D5DE2,876002,20,20,0
DEATH_ONLY,100,0x000D5DE3,876003,6,6,0
DEATH_ONLY,100,0x000D5DE4,876004,0,0,5
DEATH_ONLY,100,0x000D5DE5,876005,31,31,0
DEATH_ONLY,100,0x000D5DE6,876006,167,167,94
DEATH_ONLY,100,0x000D5DE7,876007,64,64,8
DEATH_ONLY,100,0x000D5DE8,876008,231,231,188
DEATH_ONLY,100,0x000D5DEA,876010,0,0,12
DEATH_ONLY,100,0x000D5DEB,876011,0,0,6
DEATH_ONLY,100,0x000D5DED,876013,0,0,15
DEATH_ONLY,100,0x000D5DEE,876014,0,0,151
DEATH_ONLY,100,0x000D5DEF,876015,0,0,128
DEATH_ONLY,100,0x000D5DF0,876016,186,186,188
DEATH_ONLY,100,0x000D5DF3,876019,2,2,6
DEATH_ONLY,100,0x000D5DF5,876021,16,16,31
DEATH_ONLY,100,0x000D5DF6,876022,0,0,167
DEATH_ONLY,100,0x000D5DF7,876023,0,0,64
DEATH_ONLY,100,0x000D5DF8,876024,248,248,231
DEATH_ONLY,100,0x000D5E00,876032,251,251,186
DEATH_ONLY,100,0x000D5E02,876034,0,0,20
DEATH_ONLY,100,0x000D5E03,876035,0,0,2
DEATH_ONLY,100,0x000D5E04,876036,90,90,0
DEATH_ONLY,100,0x000D5E05,876037,0,0,16
DEATH_ONLY,100,0x000D5E07,876039,255,255,0
DEATH_ONLY,100,0x000D5E08,876040,252,252,248
DEATH_ONLY,100,0x000D5E09,876041,21,21,0
DEATH_ONLY,100,0x000D5E0A,876042,152,152,0
DEATH_ONLY,100,0x000D5E0B,876043,4,4,0
DEATH_ONLY,100,0x000D5E0C,876044,95,95,0
DEATH_ONLY,100,0x000D5E0D,876045,254,254,0
DEATH_ONLY,100,0x000D5E0E,876046,219,219,0
DEATH_ONLY,100,0x000D5E0F,876047,248,248,7
DEATH_ONLY,100,0x000D5E10,876048,185,185,251
DEATH_ONLY,100,0x000D5E12,876050,3,3,0
DEATH_ONLY,100,0x000D5E13,876051,29,29,0
DEATH_ONLY,100,0x000D5E14,876052,196,196,90
DEATH_ONLY,100,0x000D5E15,876053,17,17,0
DEATH_ONLY,100,0x000D5E16,876054,32,32,0
DEATH_ONLY,100,0x000D5E17,876055,120,120,255
DEATH_ONLY,100,0x000D5E18,876056,188,188,252
DEATH_ONLY,100,0x000D5E19,876057,0,0,21
DEATH_ONLY,100,0x000D5E1A,876058,16,16,152
DEATH_ONLY,100,0x000D5E1B,876059,6,6,4
DEATH_ONLY,100,0x000D5E1C,876060,0,0,95
DEATH_ONLY,100,0x000D5E1D,876061,31,31,254
DEATH_ONLY,100,0x000D5E20,876064,6,6,185
DEATH_ONLY,100,0x000D5E22,876066,0,0,3
DEATH_ONLY,100,0x000D5E23,876067,0,0,29
DEATH_ONLY,100,0x000D5E24,876068,5,5,196
DEATH_ONLY,100,0x000D5E25,876069,0,0,17
DEATH_ONLY,100,0x000D5E2A,876074,12,12,16
DEATH_ONLY,100,0x000D5E2D,876077,15,15,31
DEATH_ONLY,100,0x000D5E30,876080,188,188,6
DEATH_ONLY,100,0x000D5E32,876082,20,20,0
DEATH_ONLY,100,0x000D5E33,876083,6,6,0
DEATH_ONLY,100,0x000D5E34,876084,0,0,5
DEATH_ONLY,100,0x000D5E35,876085,31,31,0
DEATH_ONLY,100,0x000D5E36,876086,167,167,101
DEATH_ONLY,100,0x000D5E37,876087,64,64,48
DEATH_ONLY,100,0x000D5E38,876088,231,231,188
DEATH_ONLY,100,0x000D5E3A,876090,0,0,12
DEATH_ONLY,100,0x000D5E3B,876091,0,0,6
DEATH_ONLY,100,0x000D5E3D,876093,0,0,15
DEATH_ONLY,100,0x000D5E3E,876094,0,0,151
DEATH_ONLY,100,0x000D5E3F,876095,0,0,128
DEATH_ONLY,100,0x000D5E40,876096,186,186,188
DEATH_ONLY,100,0x000D5E43,876099,2,2,6
DEATH_ONLY,100,0x000D5E45,876101,16,16,31
DEATH_ONLY,100,0x000D5E46,876102,0,0,167
DEATH_ONLY,100,0x000D5E47,876103,0,0,64
DEATH_ONLY,100,0x000D5E48,876104,248,248,231
DEATH_ONLY,100,0x000D5E50,876112,251,251,186
DEATH_ONLY,100,0x000D5E52,876114,0,0,20
DEATH_ONLY,100,0x000D5E53,876115,0,0,2
DEATH_ONLY,100,0x000D5E54,876116,90,90,0
DEATH_ONLY,100,0x000D5E55,876117,0,0,16
DEATH_ONLY,100,0x000D5E57,876119,255,255,0
DEATH_ONLY,100,0x000D5E58,876120,252,252,248
DEATH_ONLY,100,0x000D5E59,876121,21,21,0
DEATH_ONLY,100,0x000D5E5A,876122,152,152,0
DEATH_ONLY,100,0x000D5E5B,876123,4,4,0
DEATH_ONLY,100,0x000D5E5C,876124,95,95,0
DEATH_ONLY,100,0x000D5E5D,876125,254,254,0
DEATH_ONLY,100,0x000D5E5E,876126,219,219,0
DEATH_ONLY,100,0x000D5E5F,876127,248,248,7
DEATH_ONLY,100,0x000D5E60,876128,185,185,251
DEATH_ONLY,100,0x000D5E62,876130,3,3,0
DEATH_ONLY,100,0x000D5E63,876131,29,29,0
DEATH_ONLY,100,0x000D5E64,876132,196,196,90
DEATH_ONLY,100,0x000D5E65,876133,17,17,0
DEATH_ONLY,100,0x000D5E66,876134,32,32,0
DEATH_ONLY,100,0x000D5E67,876135,120,120,255
DEATH_ONLY,100,0x000D5E68,876136,188,188,252
DEATH_ONLY,100,0x000D5E69,876137,0,0,21
DEATH_ONLY,100,0x000D5E6A,876138,16,16,152
DEATH_ONLY,100,0x000D5E6B,876139,6,6,4
DEATH_ONLY,100,0x000D5E6C,876140,0,0,95
DEATH_ONLY,100,0x000D5E6D,876141,31,31,254
