rank,region,address_hex,data_type,kind,score,center,auto_aim_down,target_head,target_upper_body,target_lower_body,target_lost,head_upper_delta,upper_lower_delta,head_lower_delta,down_delta,lost_delta,ascending,descending,monotonic,progression_score,down_extension_score,screen_like_score,normalized_score,return_to_center_score
2702,ARM_CORE,0x000D61F8,U16_BE,AUTO_AIM_DOWN,37846,47360,59136,47360,47360,46592,64533,0,-768,-768,11776,17173,false,false,false,-27818.0,37846,0,0,-110760
2703,CAMERA_NEAR,0x00079A20,U32_BE,BODY_PROGRESSION,37719.0,2875,4198,6005,1711,3435,2192,-4294,1724,-2570,1323,-683,false,false,false,37719.0,5452,0,0,14358
2704,CAMERA_NEAR,0x00079A22,U16_BE,BODY_PROGRESSION,37719.0,2875,4198,6005,1711,3435,2192,-4294,1724,-2570,1323,-683,false,false,false,37719.0,5452,0,0,14358
2705,CAMERA_NEAR,0x00079A24,U32_BE,BODY_PROGRESSION,37719.0,2487358,2488681,2490488,2486194,2487918,2486675,-4294,1724,-2570,1323,-683,false,false,false,37719.0,5452,0,0,14358
2706,ARM_CORE,0x000D37F0,U32_BE,BODY_PROGRESSION,37712.0,2823,4146,5953,1659,3381,2138,-4294,1722,-2572,1323,-685,false,false,false,37712.0,5452,0,0,14342
2707,ARM_CORE,0x000D37F2,U16_BE,BODY_PROGRESSION,37712.0,2823,4146,5953,1659,3381,2138,-4294,1722,-2572,1323,-685,false,false,false,37712.0,5452,0,0,14342
2708,ARM_CORE,0x000D3B98,U32_BE,BODY_PROGRESSION,37712.0,2847,4170,5977,1683,3405,2162,-4294,1722,-2572,1323,-685,false,false,false,37712.0,5452,0,0,14342
2709,ARM_CORE,0x000D3B9A,U16_BE,BODY_PROGRESSION,37712.0,2847,4170,5977,1683,3405,2162,-4294,1722,-2572,1323,-685,false,false,false,37712.0,5452,0,0,14342
2710,ARM_CORE,0x000D4160,U32_BE,BODY_PROGRESSION,37712.0,2859,4182,5989,1695,3417,2174,-4294,1722,-2572,1323,-685,false,false,false,37712.0,5452,0,0,14342
2711,ARM_CORE,0x000D4162,U16_BE,BODY_PROGRESSION,37712.0,2859,4182,5989,1695,3417,2174,-4294,1722,-2572,1323,-685,false,false,false,37712.0,5452,0,0,14342
2712,ARM_CORE,0x000D51A8,U16_BE,AUTO_AIM_DOWN,36862,65535,47104,47104,47104,47104,47104,0,0,0,-18431,-18431,false,false,false,-36862.0,36862,0,0,-110586
2713,ARM_CORE,0x000D5196,U16_BE,AUTO_AIM_DOWN,36592,0,18296,18296,18296,18296,18296,0,0,0,18296,18296,false,false,false,-36592.0,36592,0,0,-109776
2714,ARM_CORE,0x000D5186,U16_BE,AUTO_AIM_DOWN,36528,0,18264,18264,18264,18264,18264,0,0,0,18264,18264,false,false,false,-36528.0,36528,0,0,-109584
2715,ARM_CORE,0x000D515E,U16_BE,AUTO_AIM_DOWN,36336,0,18168,18168,18168,18168,18168,0,0,0,18168,18168,false,false,false,-36336.0,36336,0,0,-109008
2716,ARM_CORE,0x000D514E,U16_BE,AUTO_AIM_DOWN,36272,0,18136,18136,18136,18136,18136,0,0,0,18136,18136,false,false,false,-36272.0,36272,0,0,-108816
2717,ARM_CORE,0x000D513E,U16_BE,AUTO_AIM_DOWN,36208,0,18104,18104,18104,18104,18104,0,0,0,18104,18104,false,false,false,-36208.0,36208,0,0,-108624
2718,ARM_CORE,0x000D5116,U16_BE,AUTO_AIM_DOWN,36016,0,18008,18008,18008,18008,18008,0,0,0,18008,18008,false,false,false,-36016.0,36016,0,0,-108048
2719,ARM_CORE,0x000D5106,U16_BE,AUTO_AIM_DOWN,35952,0,17976,17976,17976,17976,17976,0,0,0,17976,17976,false,false,false,-35952.0,35952,0,0,-107856
2720,ARM_CORE,0x000D6070,U16_BE,AUTO_AIM_DOWN,35882,64533,47616,47360,48128,48128,48128,768,0,768,-16917,-16405,false,false,false,-26282.0,35882,0,0,-94334
2721,ARM_CORE,0x000D50D6,U16_BE,AUTO_AIM_DOWN,35696,0,17848,17848,17848,17848,17848,0,0,0,17848,17848,false,false,false,-35696.0,35696,0,0,-107088
2722,ARM_CORE,0x000D50CE,U16_BE,AUTO_AIM_DOWN,35632,0,17816,17816,17816,17816,17816,0,0,0,17816,17816,false,false,false,-35632.0,35632,0,0,-106896
2723,ARM_CORE,0x000D509E,U16_BE,AUTO_AIM_DOWN,35376,0,17688,17688,17688,17688,17688,0,0,0,17688,17688,false,false,false,-35376.0,35376,0,0,-106128
2724,ARM_CORE,0x000D60CA,U16_BE,BODY_PROGRESSION,35367.0,4102,0,0,0,5126,0,0,5126,5126,-4102,-4102,false,false,false,35367.0,18456,0,0,-4108
2725,ARM_CORE,0x000D508E,U16_BE,AUTO_AIM_DOWN,35312,0,17656,17656,17656,17656,17656,0,0,0,17656,17656,false,false,false,-35312.0,35312,0,0,-105936
2726,ARM_CORE,0x000D5B84,U16_BE,BODY_PROGRESSION,35224.0,4144,4144,4144,4144,0,4144,0,-4144,-4144,0,0,false,false,false,35224.0,8288,0,0,16576
2727,ARM_CORE,0x000D4A76,U16_BE,AUTO_AIM_DOWN,35184,0,17592,17592,17592,17592,17592,0,0,0,17592,17592,false,false,false,-35184.0,35184,0,0,-105552
2728,ARM_CORE,0x000D4A66,U16_BE,AUTO_AIM_DOWN,35120,0,17560,17560,17560,17560,17560,0,0,0,17560,17560,false,false,false,-35120.0,35120,0,0,-105360
2729,ARM_CORE,0x000D5D04,U16_BE,BODY_PROGRESSION,35096.5,4144,4144,4144,4144,15,4144,0,-4129,-4129,0,0,false,false,false,35096.5,8258,0,0,16516
2730,ARM_CORE,0x000D4A56,U16_BE,AUTO_AIM_DOWN,35056,0,17528,17528,17528,17528,17528,0,0,0,17528,17528,false,false,false,-35056.0,35056,0,0,-105168
2731,ARM_CORE,0x000D4A46,U16_BE,AUTO_AIM_DOWN,34992,0,17496,17496,17496,17496,17496,0,0,0,17496,17496,false,false,false,-34992.0,34992,0,0,-104976
2732,ARM_CORE,0x000D4A3E,U16_BE,AUTO_AIM_DOWN,34928,0,17464,17464,17464,17464,17464,0,0,0,17464,17464,false,false,false,-34928.0,34928,0,0,-104784
2733,ARM_CORE,0x000D5BB2,U16_BE,BODY_PROGRESSION,34867.0,0,0,0,0,4102,0,0,4102,4102,0,0,false,false,false,34867.0,8204,0,0,16408
2734,ARM_CORE,0x000D5C02,U16_BE,BODY_PROGRESSION,34867.0,0,0,0,0,4102,0,0,4102,4102,0,0,false,false,false,34867.0,8204,0,0,16408
2735,ARM_CORE,0x000D5C5A,U16_BE,BODY_PROGRESSION,34867.0,0,0,0,0,4102,0,0,4102,4102,0,0,false,false,false,34867.0,8204,0,0,16408
2736,ARM_CORE,0x000D5CAA,U16_BE,BODY_PROGRESSION,34867.0,0,0,0,0,4102,0,0,4102,4102,0,0,false,false,false,34867.0,8204,0,0,16408
2737,ARM_CORE,0x000D4A2E,U16_BE,AUTO_AIM_DOWN,34864,0,17432,17432,17432,17432,17432,0,0,0,17432,17432,false,false,false,-34864.0,34864,0,0,-104592
2738,ARM_CORE,0x000D5D18,U32_BE,BODY_PROGRESSION,34816.0,3120563202,3120563202,3120563202,3120563202,3120567298,3120563202,0,4096,4096,0,0,false,false,false,34816.0,8192,0,0,16384
2739,ARM_CORE,0x000D5D1A,U16_BE,BODY_PROGRESSION,34816.0,1026,1026,1026,1026,5122,1026,0,4096,4096,0,0,false,false,false,34816.0,8192,0,0,16384
2740,ARM_CORE,0x000D4A1E,U16_BE,AUTO_AIM_DOWN,34800,0,17400,17400,17400,17400,17400,0,0,0,17400,17400,false,false,false,-34800.0,34800,0,0,-104400
2741,ARM_CORE,0x000D61A8,U16_BE,AUTO_AIM_DOWN,34774,47360,59136,47360,47360,48128,64533,0,768,768,11776,17173,false,false,false,-27818.0,34774,0,0,-110760
2742,ARM_CORE,0x000D4A0E,U16_BE,AUTO_AIM_DOWN,34736,0,17368,17368,17368,17368,17368,0,0,0,17368,17368,false,false,false,-34736.0,34736,0,0,-104208
2743,ARM_CORE,0x000D4A06,U16_BE,AUTO_AIM_DOWN,34672,0,17336,17336,17336,17336,17336,0,0,0,17336,17336,false,false,false,-34672.0,34672,0,0,-104016
2744,ARM_CORE,0x000D49F6,U16_BE,AUTO_AIM_DOWN,34608,0,17304,17304,17304,17304,17304,0,0,0,17304,17304,false,false,false,-34608.0,34608,0,0,-103824
2745,ARM_CORE,0x000D49E6,U16_BE,AUTO_AIM_DOWN,34544,0,17272,17272,17272,17272,17272,0,0,0,17272,17272,false,false,false,-34544.0,34544,0,0,-103632
2746,ARM_CORE,0x000D49D6,U16_BE,AUTO_AIM_DOWN,34480,0,17240,17240,17240,17240,17240,0,0,0,17240,17240,false,false,false,-34480.0,34480,0,0,-103440
2747,ARM_CORE,0x000D49CE,U16_BE,AUTO_AIM_DOWN,34416,0,17208,17208,17208,17208,17208,0,0,0,17208,17208,false,false,false,-34416.0,34416,0,0,-103248
2748,ARM_CORE,0x000D49BE,U16_BE,AUTO_AIM_DOWN,34352,0,17176,17176,17176,17176,17176,0,0,0,17176,17176,false,false,false,-34352.0,34352,0,0,-103056
2749,ARM_CORE,0x000D49B6,U16_BE,AUTO_AIM_DOWN,34288,0,17144,17144,17144,17144,17144,0,0,0,17144,17144,false,false,false,-34288.0,34288,0,0,-102864
2750,ARM_CORE,0x000D49A6,U16_BE,AUTO_AIM_DOWN,34224,0,17112,17112,17112,17112,17112,0,0,0,17112,17112,false,false,false,-34224.0,34224,0,0,-102672
2751,ARM_CORE,0x000D499E,U16_BE,AUTO_AIM_DOWN,34160,0,17080,17080,17080,17080,17080,0,0,0,17080,17080,false,false,false,-34160.0,34160,0,0,-102480
2752,ARM_CORE,0x000D3604,U16_BE,AUTO_AIM_DOWN,34144,0,17092,17108,17112,17092,17112,4,-20,-16,17092,17112,false,false,false,-34048.0,34144,0,0,-102632
2753,ARM_CORE,0x000D498E,U16_BE,AUTO_AIM_DOWN,34096,0,17048,17048,17048,17048,17048,0,0,0,17048,17048,false,false,false,-34096.0,34096,0,0,-102288
2754,ARM_CORE,0x000D4986,U16_BE,AUTO_AIM_DOWN,34032,0,17016,17016,17016,17016,17016,0,0,0,17016,17016,false,false,false,-34032.0,34032,0,0,-102096
2755,ARM_CORE,0x000D4976,U16_BE,AUTO_AIM_DOWN,33968,0,16984,16984,16984,16984,16984,0,0,0,16984,16984,false,false,false,-33968.0,33968,0,0,-101904
2756,ARM_CORE,0x000D43E4,U16_BE,AUTO_AIM_DOWN,33966,0,16983,16983,16983,16983,16983,0,0,0,16983,16983,false,false,false,-33966.0,33966,0,0,-101898
2757,ARM_CORE,0x000D43F4,U16_BE,AUTO_AIM_DOWN,33966,0,16983,16983,16983,16983,16983,0,0,0,16983,16983,false,false,false,-33966.0,33966,0,0,-101898
2758,ARM_CORE,0x000D3990,U16_BE,BODY_PROGRESSION,33926.5,15431,15431,14630,15327,16281,15327,697,954,1651,0,-104,true,false,true,33926.5,1492,0,0,5772
2759,ARM_CORE,0x000D3D38,U16_BE,BODY_PROGRESSION,33926.5,15431,15431,14630,15327,16281,15327,697,954,1651,0,-104,true,false,true,33926.5,1492,0,0,5772
2760,ARM_NEAR_X,0x000D3D38,U16_BE,BODY_PROGRESSION,33926.5,15431,15431,14630,15327,16281,15327,697,954,1651,0,-104,true,false,true,33926.5,1492,0,0,5772
2761,ARM_CORE,0x000D496E,U16_BE,AUTO_AIM_DOWN,33904,0,16952,16952,16952,16952,16952,0,0,0,16952,16952,false,false,false,-33904.0,33904,0,0,-101712
2762,ARM_CORE,0x000D495E,U16_BE,AUTO_AIM_DOWN,33840,0,16920,16920,16920,16920,16920,0,0,0,16920,16920,false,false,false,-33840.0,33840,0,0,-101520
2763,ARM_CORE,0x000D5F92,U16_BE,BODY_PROGRESSION,33328.0,0,0,4102,0,3078,3078,-4102,3078,-1024,0,3078,false,false,false,33328.0,0,0,0,-8216
2764,ARM_CORE,0x000D5FEA,U16_BE,BODY_PROGRESSION,33319.0,0,797,0,0,5126,5126,0,5126,5126,797,5126,false,false,false,33319.0,1594,0,0,-18910
2765,ARM_CORE,0x000D5DCA,U16_BE,BODY_PROGRESSION,33293.0,0,4102,5122,5122,0,5122,0,-5122,-5122,4102,5122,false,false,false,33293.0,14368,0,0,-12284
2766,ARM_CORE,0x000D5E1A,U16_BE,BODY_PROGRESSION,33293.0,0,4102,5122,5122,0,5122,0,-5122,-5122,4102,5122,false,false,false,33293.0,14368,0,0,-12284
2767,ARM_CORE,0x000D5E6A,U16_BE,BODY_PROGRESSION,33293.0,0,4102,5122,5122,0,5122,0,-5122,-5122,4102,5122,false,false,false,33293.0,14368,0,0,-12284
2768,ARM_CORE,0x000D609A,U16_BE,BODY_PROGRESSION,33293.0,0,4102,5122,5122,0,5122,0,-5122,-5122,4102,5122,false,false,false,33293.0,14368,0,0,-12284
2769,ARM_CORE,0x000D60EA,U16_BE,BODY_PROGRESSION,33293.0,0,4102,5122,5122,0,5122,0,-5122,-5122,4102,5122,false,false,false,33293.0,14368,0,0,-12284
2770,ARM_CORE,0x000D613A,U16_BE,BODY_PROGRESSION,33293.0,5122,4102,5122,5122,0,0,0,-5122,-5122,-1020,-5122,false,false,false,33293.0,2040,0,0,-18448
2771,ARM_CORE,0x000D6142,U16_BE,BODY_PROGRESSION,33293.0,0,0,0,0,5122,5122,0,5122,5122,0,5122,false,false,false,33293.0,0,0,0,-20488
2772,ARM_CORE,0x000D5E12,U16_BE,BODY_PROGRESSION,33285.0,5126,797,0,0,5122,0,0,5122,5122,-4329,-5126,false,false,false,33285.0,15714,0,0,-11862
2773,ARM_CORE,0x000D5E62,U16_BE,BODY_PROGRESSION,33285.0,5126,797,0,0,5122,0,0,5122,5122,-4329,-5126,false,false,false,33285.0,15714,0,0,-11862
2774,ARM_CORE,0x000D6092,U16_BE,BODY_PROGRESSION,33285.0,5126,797,0,0,5122,0,0,5122,5122,-4329,-5126,false,false,false,33285.0,15714,0,0,-11862
2775,ARM_CORE,0x000D607A,U16_BE,BODY_PROGRESSION,33273.0,797,0,4102,0,0,0,-4102,0,-4102,-797,-797,false,false,false,33273.0,1594,0,0,11626
2776,ARM_CORE,0x000D618A,U16_BE,BODY_PROGRESSION,32953.0,5122,4102,5122,5122,40,0,0,-5082,-5082,-1020,-5122,false,false,false,32953.0,1960,0,0,-18608
2777,ARM_CORE,0x000D5D30,U16_BE,BODY_PROGRESSION,32818.5,60672,60672,60672,60672,64533,60672,0,3861,3861,0,0,false,false,false,32818.5,7722,0,0,15444
2778,ARM_CORE,0x000D61DA,U16_BE,BODY_PROGRESSION,32749.0,5122,4102,5122,5122,64,0,0,-5058,-5058,-1020,-5122,false,false,false,32749.0,1912,0,0,-18704
2779,ARM_CORE,0x000D5160,U16_BE,AUTO_AIM_DOWN,32736,61680,45312,45312,45312,45312,45312,0,0,0,-16368,-16368,false,false,false,-32736.0,32736,0,0,-98208
2780,ARM_CORE,0x000D5E88,U16_BE,AUTO_AIM_DOWN,31274,64533,48128,47360,47360,48128,47360,0,768,768,-16405,-17173,false,false,false,-27818.0,31274,0,0,-101502
2781,ARM_CORE,0x000D4404,U16_BE,AUTO_AIM_DOWN,29850,0,14925,14925,14925,14925,14925,0,0,0,14925,14925,false,false,false,-29850.0,29850,0,0,-89550
2782,ARM_CORE,0x000D4414,U16_BE,AUTO_AIM_DOWN,29850,0,14925,14925,14925,14925,14925,0,0,0,14925,14925,false,false,false,-29850.0,29850,0,0,-89550
2783,ARM_CORE,0x000D4506,U16_BE,AUTO_AIM_DOWN,29694,0,14847,14847,14847,14847,14847,0,0,0,14847,14847,false,false,false,-29694.0,29694,0,0,-89082
2784,ARM_CORE,0x000D4516,U16_BE,AUTO_AIM_DOWN,29694,0,14847,14847,14847,14847,14847,0,0,0,14847,14847,false,false,false,-29694.0,29694,0,0,-89082
2785,ARM_CORE,0x000D591C,U32_BE,AUTO_AIM_DOWN,29452,1126649980,1126644970,1126649977,1126649963,1126649977,1126649679,-14,14,0,-5010,-301,false,false,false,-462.0,29452,0,0,7668
2786,ARM_CORE,0x000D591E,U16_BE,AUTO_AIM_DOWN,29452,20604,15594,20601,20587,20601,20303,-14,14,0,-5010,-301,false,false,false,-462.0,29452,0,0,7668
2787,ARM_NEAR_X,0x000D4026,U16_BE,AUTO_AIM_DOWN,28672,35424,35424,21088,21088,21088,35424,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2788,ARM_NEAR_X,0x000D402A,U16_BE,AUTO_AIM_DOWN,28672,35360,35360,21024,21024,21024,35360,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2789,ARM_NEAR_X,0x000D402E,U16_BE,AUTO_AIM_DOWN,28672,35488,35488,21152,21152,21152,35488,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2790,ARM_NEAR_X,0x000D4036,U16_BE,AUTO_AIM_DOWN,28672,35552,35552,21216,21216,21216,35552,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2791,ARM_NEAR_X,0x000D403A,U16_BE,AUTO_AIM_DOWN,28672,35296,35296,20960,20960,20960,35296,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2792,ARM_NEAR_X,0x000D4042,U16_BE,AUTO_AIM_DOWN,28672,35648,35648,21312,21312,21312,35648,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2793,ARM_NEAR_X,0x000D4046,U16_BE,AUTO_AIM_DOWN,28672,35616,35616,21280,21280,21280,35616,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2794,ARM_NEAR_X,0x000D404A,U16_BE,AUTO_AIM_DOWN,28672,21152,21152,35488,35488,35488,21152,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2795,ARM_NEAR_X,0x000D404E,U16_BE,AUTO_AIM_DOWN,28672,21216,21216,35552,35552,35552,21216,0,0,0,0,0,false,false,false,0.0,28672,0,0,0
2796,ARM_CORE,0x000D4526,U16_BE,AUTO_AIM_DOWN,28670,0,14335,14335,14335,14335,14335,0,0,0,14335,14335,false,false,false,-28670.0,28670,0,0,-86010
2797,ARM_CORE,0x000D4536,U16_BE,AUTO_AIM_DOWN,28670,0,14335,14335,14335,14335,14335,0,0,0,14335,14335,false,false,false,-28670.0,28670,0,0,-86010
2798,ARM_CORE,0x000D5E42,U16_BE,BODY_PROGRESSION,28257.0,797,5122,4102,4102,0,4102,0,-4102,-4102,4325,3305,false,false,false,28257.0,20934,0,0,-1382
2799,ARM_CORE,0x000D5E92,U16_BE,BODY_PROGRESSION,28257.0,797,0,4102,4102,0,4102,0,-4102,-4102,-797,3305,false,false,false,28257.0,-3422,0,0,-8438
2800,ARM_CORE,0x000D60C2,U16_BE,BODY_PROGRESSION,28257.0,797,5122,4102,4102,0,4102,0,-4102,-4102,4325,3305,false,false,false,28257.0,20934,0,0,-1382
2801,ARM_CORE,0x000D61B2,U16_BE,BODY_PROGRESSION,28257.0,4102,5122,4102,4102,0,797,0,-4102,-4102,1020,-3305,false,false,false,28257.0,7714,0,0,-7992
2802,ARM_CORE,0x000D5FDA,U16_BE,BODY_PROGRESSION,27990.5,797,0,797,3078,0,0,2281,-3078,-797,-797,-797,false,false,false,27990.5,1594,0,0,7530
2803,ARM_CORE,0x000D50FE,U16_BE,AUTO_AIM_DOWN,27696,4096,17944,17944,17944,17944,17944,0,0,0,13848,13848,false,false,false,-27696.0,27696,0,0,-83088
2804,ARM_CORE,0x000D4546,U16_BE,AUTO_AIM_DOWN,27646,0,13823,13823,13823,13823,13823,0,0,0,13823,13823,false,false,false,-27646.0,27646,0,0,-82938
2805,ARM_CORE,0x000D4556,U16_BE,AUTO_AIM_DOWN,27646,0,13823,13823,13823,13823,13823,0,0,0,13823,13823,false,false,false,-27646.0,27646,0,0,-82938
2806,ARM_CORE,0x000D5FCA,U16_BE,AUTO_AIM_DOWN,27544,0,5122,0,0,797,797,0,797,797,5122,797,false,false,false,5180.5,27544,0,0,7056
2807,ARM_CORE,0x000D5F2E,U16_BE,AUTO_AIM_DOWN,26992,56312,42816,255,8312,8312,8312,8057,0,8057,-13496,-48000,false,false,false,-27515.5,26992,0,0,-324780
2808,ARM_CORE,0x000D4566,U16_BE,AUTO_AIM_DOWN,26622,0,13311,13311,13311,13311,13311,0,0,0,13311,13311,false,false,false,-26622.0,26622,0,0,-79866
2809,ARM_CORE,0x000D4576,U16_BE,AUTO_AIM_DOWN,26622,0,13311,13311,13311,13311,13311,0,0,0,13311,13311,false,false,false,-26622.0,26622,0,0,-79866
2810,ARM_CORE,0x000D50F0,U16_BE,AUTO_AIM_DOWN,26598,58611,45312,45312,45312,45312,45312,0,0,0,-13299,-13299,false,false,false,-26598.0,26598,0,0,-79794
2811,ARM_CORE,0x000D5BC2,U16_BE,BODY_PROGRESSION,26163.0,0,0,0,0,3078,0,0,3078,3078,0,0,false,false,false,26163.0,6156,0,0,12312
2812,ARM_CORE,0x000D5C12,U16_BE,BODY_PROGRESSION,26163.0,0,0,0,0,3078,0,0,3078,3078,0,0,false,false,false,26163.0,6156,0,0,12312
2813,ARM_CORE,0x000D5C1A,U16_BE,BODY_PROGRESSION,26163.0,0,0,0,0,3078,0,0,3078,3078,0,0,false,false,false,26163.0,6156,0,0,12312
2814,ARM_CORE,0x000D5C6A,U16_BE,BODY_PROGRESSION,26163.0,0,0,0,0,3078,0,0,3078,3078,0,0,false,false,false,26163.0,6156,0,0,12312
2815,ARM_CORE,0x000D5CBA,U16_BE,BODY_PROGRESSION,26163.0,0,0,0,0,3078,0,0,3078,3078,0,0,false,false,false,26163.0,6156,0,0,12312
2816,ARM_CORE,0x000D5D02,U16_BE,BODY_PROGRESSION,26163.0,0,0,0,0,3078,0,0,3078,3078,0,0,false,false,false,26163.0,6156,0,0,12312
2817,ARM_CORE,0x000D5D52,U16_BE,BODY_PROGRESSION,26163.0,0,5122,0,0,3078,0,0,3078,3078,5122,0,false,false,false,26163.0,24576,0,0,22556
2818,ARM_CORE,0x000D5DA2,U16_BE,BODY_PROGRESSION,26163.0,0,5122,0,0,3078,0,0,3078,3078,5122,0,false,false,false,26163.0,24576,0,0,22556
2819,ARM_CORE,0x000D5DB2,U16_BE,BODY_PROGRESSION,26163.0,3078,0,3078,3078,0,3078,0,-3078,-3078,-3078,0,false,false,false,26163.0,12312,0,0,18468
2820,ARM_CORE,0x000D5B7A,U16_BE,BODY_PROGRESSION,26078.0,8194,8194,8194,8194,5126,8194,0,-3068,-3068,0,0,false,false,false,26078.0,6136,0,0,12272
2821,ARM_CORE,0x000D4424,U16_BE,AUTO_AIM_DOWN,25734,0,12867,12867,12867,12867,12867,0,0,0,12867,12867,false,false,false,-25734.0,25734,0,0,-77202
2822,ARM_CORE,0x000D4434,U16_BE,AUTO_AIM_DOWN,25734,0,12867,12867,12867,12867,12867,0,0,0,12867,12867,false,false,false,-25734.0,25734,0,0,-77202
2823,ARM_CORE,0x000D36DA,U16_BE,BODY_PROGRESSION,25643.0,34248,39070,52199,44429,49865,9970,-7770,5436,-2334,4822,-24278,false,false,false,25643.0,-7678,0,0,-153500
2824,ARM_CORE,0x000D4586,U16_BE,AUTO_AIM_DOWN,25086,0,12543,12543,12543,12543,12543,0,0,0,12543,12543,false,false,false,-25086.0,25086,0,0,-75258
2825,ARM_CORE,0x000D4596,U16_BE,AUTO_AIM_DOWN,25086,0,12543,12543,12543,12543,12543,0,0,0,12543,12543,false,false,false,-25086.0,25086,0,0,-75258
2826,ARM_CORE,0x000D5B76,U16_BE,BODY_PROGRESSION,24752.0,32864,32864,32864,32864,35776,32864,0,2912,2912,0,0,false,false,false,24752.0,5824,0,0,11648
2827,ARM_CORE,0x000D5D7A,U16_BE,AUTO_AIM_DOWN,24612,0,4102,0,0,0,0,0,0,0,4102,0,false,false,false,0.0,24612,0,0,8204
2828,ARM_CORE,0x000D5F08,U16_BE,AUTO_AIM_DOWN,24576,59136,47360,48128,47616,47616,47616,-512,0,-512,-11776,-11520,false,false,false,-18688.0,24576,0,0,-66560
2829,ARM_CORE,0x000D45A6,U16_BE,AUTO_AIM_DOWN,24062,0,12031,12031,12031,12031,12031,0,0,0,12031,12031,false,false,false,-24062.0,24062,0,0,-72186
2830,ARM_CORE,0x000D45B6,U16_BE,AUTO_AIM_DOWN,24062,0,12031,12031,12031,12031,12031,0,0,0,12031,12031,false,false,false,-24062.0,24062,0,0,-72186
2831,ARM_CORE,0x000D45C6,U16_BE,AUTO_AIM_DOWN,22940,0,11263,11263,11263,11056,11263,0,-207,-207,11263,11263,false,false,false,-20766.5,22940,0,0,-66750
2832,ARM_CORE,0x000D45D6,U16_BE,AUTO_AIM_DOWN,22940,0,11263,11263,11263,11056,11263,0,-207,-207,11263,11263,false,false,false,-20766.5,22940,0,0,-66750
2833,ARM_CORE,0x000D5D0E,U16_BE,BODY_PROGRESSION,22304.0,40192,40192,40192,40192,42816,40192,0,2624,2624,0,0,false,false,false,22304.0,5248,0,0,10496
2834,ARM_CORE,0x000D4444,U16_BE,AUTO_AIM_DOWN,22130,0,11065,11065,11065,11065,11065,0,0,0,11065,11065,false,false,false,-22130.0,22130,0,0,-66390
2835,ARM_CORE,0x000D4454,U16_BE,AUTO_AIM_DOWN,22130,0,11065,11065,11065,11065,11065,0,0,0,11065,11065,false,false,false,-22130.0,22130,0,0,-66390
2836,ARM_CORE,0x000D45E6,U16_BE,AUTO_AIM_DOWN,21916,0,10751,10751,10751,10544,10751,0,-207,-207,10751,10751,false,false,false,-19742.5,21916,0,0,-63678
2837,ARM_CORE,0x000D45F6,U16_BE,AUTO_AIM_DOWN,21916,0,10751,10751,10751,10544,10751,0,-207,-207,10751,10751,false,false,false,-19742.5,21916,0,0,-63678
2838,ARM_CORE,0x000D5BC8,U16_BE,BODY_PROGRESSION,21760.0,45568,45568,45568,45568,48128,45568,0,2560,2560,0,0,false,false,false,21760.0,5120,0,0,10240
2839,ARM_CORE,0x000D5C18,U16_BE,BODY_PROGRESSION,21760.0,45568,45568,45568,45568,48128,45568,0,2560,2560,0,0,false,false,false,21760.0,5120,0,0,10240
2840,ARM_CORE,0x000D5C58,U16_BE,BODY_PROGRESSION,21760.0,45568,45568,45568,45568,48128,45568,0,2560,2560,0,0,false,false,false,21760.0,5120,0,0,10240
2841,ARM_CORE,0x000D5C68,U16_BE,BODY_PROGRESSION,21760.0,45568,45568,45568,45568,48128,45568,0,2560,2560,0,0,false,false,false,21760.0,5120,0,0,10240
2842,ARM_CORE,0x000D5CA8,U16_BE,BODY_PROGRESSION,21760.0,45568,45568,45568,45568,48128,45568,0,2560,2560,0,0,false,false,false,21760.0,5120,0,0,10240
2843,ARM_CORE,0x000D5CB8,U16_BE,BODY_PROGRESSION,21760.0,45568,45568,45568,45568,48128,45568,0,2560,2560,0,0,false,false,false,21760.0,5120,0,0,10240
2844,ARM_CORE,0x000D4606,U16_BE,AUTO_AIM_DOWN,20380,0,9983,9879,9983,9776,9983,104,-207,-103,9983,9983,false,false,false,-18050.5,20380,0,0,-59070
2845,ARM_CORE,0x000D4616,U16_BE,AUTO_AIM_DOWN,20380,0,9983,9879,9983,9776,9983,104,-207,-103,9983,9983,false,false,false,-18050.5,20380,0,0,-59070
2846,ARM_CORE,0x000D5FA2,U16_BE,BODY_PROGRESSION,20007.0,3078,797,3078,0,0,0,-3078,0,-3078,-2281,-3078,false,false,false,20007.0,4562,0,0,-7750
2847,ARM_CORE,0x000D60D2,U16_BE,BODY_PROGRESSION,20007.0,0,0,3078,3078,0,3078,0,-3078,-3078,0,3078,false,false,false,20007.0,-6156,0,0,-12312
2848,ARM_CORE,0x000D61C2,U16_BE,BODY_PROGRESSION,19463.0,3078,0,3078,3078,64,0,0,-3014,-3014,-3078,-3078,false,false,false,19463.0,6284,0,0,-6412
