rank,region,address_hex,data_type,kind,score,center,auto_aim_down,target_head,target_upper_body,target_lower_body,target_lost,head_upper_delta,upper_lower_delta,head_lower_delta,down_delta,lost_delta,ascending,descending,monotonic,progression_score,down_extension_score,screen_like_score,normalized_score,return_to_center_score
1,ARM_CORE,0x000D5ED0,U32_BE,BODY_PROGRESSION,79504084512.0,4211081216,3120567298,4229273604,3154121734,100663296,4160749568,-1075151870,-3053458438,-4128610308,-1090513918,-50331648,false,true,true,79504084512.0,10301200380,0,0,18292815884
2,ARM_CORE,0x000D60B0,U32_BE,BODY_PROGRESSION,79504084512.0,4211081216,3154121734,4229273604,3154121734,100663296,4160749568,-1075151870,-3053458438,-4128610308,-1056959482,-50331648,false,true,true,79504084512.0,10234091508,0,0,18225707012
3,ARM_CORE,0x000D5C6C,U32_BE,BODY_PROGRESSION,79455880665.0,4294901760,4294836224,0,65535,4294901760,4294901760,65535,4294836225,4294901760,-65536,0,true,false,true,79455880665.0,393216,0,0,17179738112
4,ARM_CORE,0x000D5FC0,U32_BE,BODY_PROGRESSION,79213617610.0,4160749568,3154121734,4211081216,3154119686,100663296,4160749568,-1056961530,-3053456390,-4110417920,-1006627834,0,false,true,true,79213617610.0,10133428212,0,0,18454927348
5,ARM_CORE,0x000D60F8,U32_BE,BODY_PROGRESSION,79213617610.0,4160749568,3154119686,4211081216,3154119686,100663296,4160749568,-1056961530,-3053456390,-4110417920,-1006629882,0,false,true,true,79213617610.0,10133432308,0,0,18454931444
6,ARM_CORE,0x000D5F20,U32_BE,BODY_PROGRESSION,79112954314.0,4211081216,3120567298,4211081216,3154119686,100663296,4160749568,-1056961530,-3053456390,-4110417920,-1090513918,-50331648,false,true,true,79112954314.0,10301200380,0,0,18220046332
7,ARM_CORE,0x000D5F70,U32_BE,BODY_PROGRESSION,79112954314.0,4211081216,3875536896,4211081216,3154119686,100663296,4160749568,-1056961530,-3053456390,-4110417920,-335544320,-50331648,false,true,true,79112954314.0,8791261184,0,0,16710107136
8,ARM_CORE,0x000D5C0C,U32_BE,BODY_PROGRESSION,78929987036.0,4279369728,4255383552,12451840,13893632,4278845440,4280680448,1441792,4264951808,4266393600,-23986176,1310720,true,false,true,78929987036.0,140247040,0,0,17103060992
9,ARM_CORE,0x000D5C04,U32_BE,BODY_PROGRESSION,78664097010.0,4271636172,4235132139,18809080,20971796,4270784192,4273602277,2162716,4249812396,4251975112,-36504033,1966105,true,false,true,78664097010.0,213388028,0,0,17065179674
10,ARM_CORE,0x000D6010,U32_BE,BODY_PROGRESSION,77524389412.0,3120567298,3154121734,4229273604,3154119686,100663296,4160749568,-1075153918,-3053456390,-4128610308,33554436,1040182270,false,true,true,77524389412.0,4160770080,0,0,8260091944
11,ARM_CORE,0x000D5EC4,U32_BE,BODY_PROGRESSION,61104599024.0,1048576,2112544,0,83914872,3289456760,0,83914872,3205541888,3289456760,1063968,-1048576,true,false,true,61104599024.0,6576847152,0,0,13151566368
12,ARM_CORE,0x000D5F14,U32_BE,BODY_PROGRESSION,61082028336.0,1048576,2074432,1048576,83906104,3289456760,0,82857528,3205550656,3288408184,1025856,-1048576,true,false,true,61082028336.0,6576770928,0,0,13147295840
13,ARM_CORE,0x000D60A4,U32_BE,BODY_PROGRESSION,60859192736.0,1048576,83910816,0,2112776,3289456760,0,2112776,3287343984,3289456760,82862240,-1048576,true,false,true,60859192736.0,6740443696,0,0,13315162912
14,ARM_CORE,0x000D6004,U32_BE,BODY_PROGRESSION,60857073560.0,2074432,83905872,0,2090288,3289456760,0,2090288,3287366472,3289456760,81831440,-2074432,true,false,true,60857073560.0,6734278672,0,0,13304894464
15,ARM_CORE,0x000D60EC,U32_BE,BODY_PROGRESSION,60838749680.0,0,2088936,1048576,2114168,3289456760,0,1065592,3287342592,3288408184,2088936,0,true,false,true,60838749680.0,6583091392,0,0,13157810608
16,ARM_CORE,0x000D5FB4,U32_BE,BODY_PROGRESSION,60838642496.0,0,1021760,1048576,2078440,3289456760,0,1029864,3287378320,3288408184,1021760,0,true,false,true,60838642496.0,6580957040,0,0,13155676256
17,ARM_CORE,0x000D5F64,U32_BE,BODY_PROGRESSION,60836555880.0,1048576,1021760,1048576,2081952,3289456760,0,1033376,3287374808,3288408184,-26816,-1048576,true,false,true,60836555880.0,6574880112,0,0,13145297760
18,ARM_NEAR_X,0x000D3FD8,U32_BE,BODY_PROGRESSION,42949672950.0,0,4294967295,0,4294967295,0,0,4294967295,-4294967295,0,4294967295,0,false,false,false,42949672950.0,25769803770,0,0,25769803770
19,ARM_CORE,0x000D3FD8,U32_BE,BODY_PROGRESSION,42949672950.0,0,4294967295,0,4294967295,0,0,4294967295,-4294967295,0,4294967295,0,false,false,false,42949672950.0,25769803770,0,0,25769803770
20,ARM_CORE,0x000D3A5C,U32_BE,BODY_PROGRESSION,40764235668.5,3182159223,3191116544,977758080,3179746859,3181614213,3188512400,2201988779,1867354,2203856133,8957321,6353177,true,false,true,40764235668.5,42127592,0,0,8782513758
21,ARM_CORE,0x000D3A9C,U32_BE,BODY_PROGRESSION,40639938976.0,3182133678,3191149154,984462568,3179757125,3181605638,3188511107,2195294557,1848513,2197143070,9015476,6377429,true,false,true,40639938976.0,42394078,0,0,8755583800
22,ARM_CORE,0x000D3DF0,U32_BE,BODY_PROGRESSION,40207473862.5,3178622173,3190948661,1006720958,3175834324,3179747525,3181251538,2169113366,3913201,2173026567,12326488,2629365,true,false,true,40207473862.5,66449494,0,0,8695724324
23,ARM_NEAR_X,0x000D3DF0,U32_BE,BODY_PROGRESSION,40207199232.5,3178817895,3190948661,1006756962,3175834324,3179747525,3181251538,2169077362,3913201,2172990563,12130766,2433643,true,false,true,40207199232.5,66058050,0,0,8696754640
24,ARM_CORE,0x000D3E30,U32_BE,BODY_PROGRESSION,40204434525.5,3178488002,3190963925,1006688427,3175873206,3179595782,3181248387,2169184779,3722576,2172907355,12475923,2760385,true,false,true,40204434525.5,67119208,0,0,8694498186
25,ARM_NEAR_X,0x000D3E30,U32_BE,BODY_PROGRESSION,40204101044.0,3178622173,3190963925,1006720958,3175873206,3179595782,3181248387,2169152248,3722576,2172874824,12341752,2626214,true,false,true,40204101044.0,66850866,0,0,8695173088
26,ARM_NEAR_X,0x000D3CE0,U32_BE,BODY_PROGRESSION,40088188562.5,3167922752,1025379058,3162532037,1016338919,995704218,3137906906,-2146193118,-20634701,-2166827819,-2142543694,-30015846,false,true,true,40088188562.5,8569492764,0,0,12712271896
27,ARM_CORE,0x000D3CE0,U32_BE,BODY_PROGRESSION,40088188562.5,3167922752,1025379058,3162532037,1016338919,995704218,3137906906,-2146193118,-20634701,-2166827819,-2142543694,-30015846,false,true,true,40088188562.5,8569492764,0,0,12712271896
28,ARM_CORE,0x000D3E44,U32_BE,BODY_PROGRESSION,40087820642.0,3178418938,3196568541,1017334165,3183358474,3185053123,3188451702,2166024309,1694649,2167718958,18149603,10032764,true,false,true,40087820642.0,75563720,0,0,8626912926
29,ARM_CORE,0x000D3E04,U32_BE,BODY_PROGRESSION,40086122887.0,3178554041,3196547396,1017540760,3183322080,3185131134,3188417888,2165781320,1809054,2167590374,17993355,9863847,true,false,true,40086122887.0,75078250,0,0,8627437430
30,ARM_NEAR_X,0x000D3E44,U32_BE,BODY_PROGRESSION,40084268840.5,3178554041,3196568541,1017540760,3183358474,3185053123,3188451702,2165817714,1694649,2167512363,18014500,9897661,true,false,true,40084268840.5,75293514,0,0,8626897164
31,ARM_NEAR_X,0x000D3E04,U32_BE,BODY_PROGRESSION,40082748010.0,3178751142,3196547396,1017744494,3183322080,3185131134,3188417888,2165577586,1809054,2167386640,17796254,9666746,true,false,true,40082748010.0,74684048,0,0,8627805100
32,ARM_CORE,0x000D38B8,U32_BE,BODY_PROGRESSION,40052055479.0,3224722622,3229634603,1067491653,1067570871,3232534015,3223988936,79218,2164963144,2165042362,4911981,-733686,true,false,true,40052055479.0,23979376,0,0,8664123922
33,ARM_CORE,0x000D3894,U32_BE,BODY_PROGRESSION,40049409889.5,3188791041,3192737045,1031831814,1031895188,3196717877,3188204092,63374,2164822689,2164886063,3946004,-586949,true,false,true,40049409889.5,22571782,0,0,8662740668
34,ARM_CORE,0x000D3A48,U32_BE,BODY_PROGRESSION,40049096824.0,3182070856,3185149006,1016124400,3158611775,3178361166,3176304346,2142487375,19749391,2162236766,3078150,-5766510,true,false,true,40049096824.0,14355260,0,0,8608971284
35,ARM_CORE,0x000D3A88,U32_BE,BODY_PROGRESSION,40043735214.5,3182045804,3185184592,1016313047,3158705550,3178278008,3176378085,2142392503,19572458,2161964961,3138788,-5667719,true,false,true,40043735214.5,15032882,0,0,8608795668
36,ARM_CORE,0x000D38C4,U32_BE,BODY_PROGRESSION,40028229183.0,1060588788,3207492269,1044185584,1057102412,3206005998,1058488558,12916828,2148903586,2161820414,2146903481,-2100230,true,false,true,40028229183.0,8586386006,0,0,12924286778
37,ARM_CORE,0x000D38A0,U32_BE,BODY_PROGRESSION,40026812389.0,1024631801,3171651315,1008153794,1020275222,3170030772,1022493057,12121428,2149755550,2161876978,2147019514,-2138744,true,false,true,40026812389.0,8587041654,0,0,12924436988
38,ARM_CORE,0x000D3D00,U32_BE,BODY_PROGRESSION,39956201457.0,3171668988,3173390700,1008752960,1021277882,3166535122,3171496585,12524922,2145257240,2157782162,1721712,-172403,true,false,true,39956201457.0,20253198,0,0,8633192848
39,ARM_NEAR_X,0x000D3D00,U32_BE,BODY_PROGRESSION,39956201457.0,3171668988,3173390700,1008752960,1021277882,3166535122,3171496585,12524922,2145257240,2157782162,1721712,-172403,true,false,true,39956201457.0,20253198,0,0,8633192848
40,ARM_NEAR_X,0x000D3C50,U32_BE,BODY_PROGRESSION,39844317615.5,1009842104,3167934656,3157986241,1009254592,1003107834,990154760,-2148731649,-6146758,-2154878407,2158092552,-19687344,false,true,true,39844317615.5,12922649164,0,0,12778199980
41,ARM_CORE,0x000D3C50,U32_BE,BODY_PROGRESSION,39837442981.0,1010027852,3167934656,3157634720,1009254592,1003107834,990154760,-2148380128,-6146758,-2154526886,2157906804,-19873092,false,true,true,39837442981.0,12921534676,0,0,12774936416
42,ARM_NEAR_X,0x000D3C74,U32_BE,BODY_PROGRESSION,39836584618.5,1046295971,3204695926,3194605230,1045561581,1039975285,1025881095,-2149043649,-5586296,-2154629945,2158399955,-20414876,false,true,true,39836584618.5,12922211350,0,0,12772000682
43,ARM_CORE,0x000D3C74,U32_BE,BODY_PROGRESSION,39827991330.0,1046528156,3204695926,3194165829,1045561581,1039975285,1025881095,-2148604248,-5586296,-2154190544,2158167770,-20647061,false,true,true,39827991330.0,12920818240,0,0,12767921228
44,ARM_CORE,0x000D3CB4,U32_BE,BODY_PROGRESSION,39745157421.0,1027986330,3142755469,3172314141,3166698891,1024585879,1025654992,-5615250,-2142113012,-2147728262,2114769139,-2331338,false,true,true,39745157421.0,12690753060,0,0,12801800622
45,ARM_NEAR_X,0x000D3CB4,U32_BE,BODY_PROGRESSION,39745157421.0,1027986330,3142755469,3172314141,3166698891,1024585879,1025654992,-5615250,-2142113012,-2147728262,2114769139,-2331338,false,true,true,39745157421.0,12690753060,0,0,12801800622
46,ARM_CORE,0x000D3C68,U32_BE,BODY_PROGRESSION,39547080945.0,1056562764,3195247321,1058628077,3178043101,3194440187,1049244840,2119415024,16397086,2135812110,2138684557,-7317924,true,false,true,39547080945.0,8541716648,0,0,12762074162
47,ARM_NEAR_X,0x000D3C68,U32_BE,BODY_PROGRESSION,39546857748.5,1056593027,3195247321,1058636870,3178043101,3194440187,1049244840,2119406231,16397086,2135803317,2138654294,-7348187,true,false,true,39546857748.5,8541535070,0,0,12761736360
48,ARM_CORE,0x000D3C44,U32_BE,BODY_PROGRESSION,39535478378.0,1019733261,3158499914,1022716287,3141381095,3157854207,1012736272,2118664808,16473112,2135137920,2138766653,-6996989,true,false,true,39535478378.0,8542364048,0,0,12762109074
49,ARM_NEAR_X,0x000D3C44,U32_BE,BODY_PROGRESSION,39535169681.5,1019757471,3158499914,1022730356,3141381095,3157854207,1012736272,2118650739,16473112,2135123851,2138742443,-7021199,true,false,true,39535169681.5,8542218788,0,0,12761810698
50,ARM_CORE,0x000D3DC0,U32_BE,BODY_PROGRESSION,39531697235.5,1019644148,3185360558,1022774613,3142267386,3157847148,1012701424,2119492773,15579762,2135072535,2165716410,-6942724,true,false,true,39531697235.5,8704007012,0,0,12816181168
51,ARM_NEAR_X,0x000D3DC0,U32_BE,BODY_PROGRESSION,39531367635.5,1019666276,3185360558,1022790037,3142267386,3157847148,1012701424,2119477349,15579762,2135057111,2165694282,-6964852,true,false,true,39531367635.5,8703874244,0,0,12815898192
52,ARM_CORE,0x000D38CC,U32_BE,BODY_PROGRESSION,39504609771.0,1059419003,3180145009,1053401470,1060706638,3187743284,1060734399,7305168,2127036646,2134341814,2120726006,1315396,true,false,true,39504609771.0,8495469782,0,0,12768296100
53,ARM_CORE,0x000D38A8,U32_BE,BODY_PROGRESSION,39493404292.5,1023695972,3143752684,1017204225,1024726081,3150876758,1024748290,7521856,2126150677,2133672533,2120056712,1052318,true,false,true,39493404292.5,8492370360,0,0,12766385012
54,ARM_CORE,0x000D3C3C,U32_BE,BODY_PROGRESSION,39231305204.0,1048190465,3196225226,1043916385,1049212908,3164390975,1041507575,5296523,2115178067,2120474590,2148034761,-6682890,true,false,true,39231305204.0,8642441766,0,0,12724504762
55,ARM_CORE,0x000D3DD4,U32_BE,BODY_PROGRESSION,39231305204.0,1048190465,3213539566,1043916385,1049212908,3164390975,1041507575,5296523,2115178067,2120474590,2165349101,-6682890,true,false,true,39231305204.0,8746327806,0,0,12759133442
56,ARM_NEAR_X,0x000D3C3C,U32_BE,BODY_PROGRESSION,39225774481.0,1048540839,3196225226,1044141035,1049212908,3164390975,1041507575,5071873,2115178067,2120249940,2147684387,-7033264,true,false,true,39225774481.0,8640339522,0,0,12720102422
57,ARM_NEAR_X,0x000D3DD4,U32_BE,BODY_PROGRESSION,39225774481.0,1048540839,3213539566,1044141035,1049212908,3164390975,1041507575,5071873,2115178067,2120249940,2164998727,-7033264,true,false,true,39225774481.0,8744225562,0,0,12754731102
58,ARM_CORE,0x000D3C60,U32_BE,BODY_PROGRESSION,39220832133.0,1083986622,3231918202,1080500214,1085023716,3200513996,1077489202,4523502,2115490280,2120013782,2147931580,-6497420,true,false,true,39220832133.0,8641539892,0,0,12723938928
59,ARM_NEAR_X,0x000D3C60,U32_BE,BODY_PROGRESSION,39214356707.0,1084205606,3231918202,1080781026,1085023716,3200513996,1077489202,4242690,2115490280,2119732970,2147712596,-6716404,true,false,true,39214356707.0,8640225988,0,0,12720625840
60,ARM_CORE,0x000D5FB8,U32_BE,BODY_PROGRESSION,39090919433.0,3120567298,3154119686,4160749568,100663296,3154120710,3120567298,-4060086272,3053457414,-1006628858,33552388,0,false,false,false,39090919433.0,134211600,0,0,16307449864
61,ARM_CORE,0x000D60F0,U32_BE,BODY_PROGRESSION,39090919433.0,3120567298,100663296,4160749568,100663296,3154120710,3120567298,-4060086272,3053457414,-1006628858,-3019904002,0,false,false,false,39090919433.0,18186530836,0,0,22280153092
62,ARM_NEAR_X,0x000D3F50,U32_BE,BODY_PROGRESSION,38633807191.5,0,3210214460,129830965,2460502503,2505397554,2724430679,2330671538,44895051,2375566589,3210214460,2724430679,true,false,true,38633807191.5,8801630294,0,0,-5872750156
63,ARM_CORE,0x000D3F50,U32_BE,BODY_PROGRESSION,38633807191.5,0,3210265868,129830965,2460502503,2505397554,2724430679,2330671538,44895051,2375566589,3210265868,2724430679,true,false,true,38633807191.5,8801938742,0,0,-5872647340
64,ARM_CORE,0x000D6008,U32_BE,BODY_PROGRESSION,38008799245.0,3875536896,3154119686,4211081216,100663296,3154120710,3120567298,-4110417920,3053457414,-1056960506,-721417210,-754969598,false,false,false,38008799245.0,1375731692,0,0,11844749316
65,ARM_CORE,0x000D5EC0,U32_BE,BODY_PROGRESSION,37505477807.5,3120567298,3154121734,4160749568,100663296,3103785757,3875536896,-4060086272,3003122461,-1056963811,33554436,754969598,false,false,false,37505477807.5,-1275049498,0,0,10267697176
66,ARM_CORE,0x000D60A8,U32_BE,BODY_PROGRESSION,37438373901.0,4160749568,3154119686,4211081216,100663296,3154120710,3120567298,-4110417920,3053457414,-1056960506,-1006629882,-1040182270,false,false,false,37438373901.0,1946157036,0,0,10133473284
67,ARM_CORE,0x000D5F68,U32_BE,BODY_PROGRESSION,37010554893.0,4160749568,3154121734,4160749568,100663296,3154120710,3120567298,-4060086272,3053457414,-1006628858,-1006627834,-1040182270,false,false,false,37010554893.0,1946148844,0,0,9932142596
68,ARM_CORE,0x000D3F64,U32_BE,BODY_PROGRESSION,36967650580.5,0,3210265868,391114237,2662060921,2693941500,2865148511,2270946684,31880579,2302827263,3210265868,2865148511,true,false,true,36967650580.5,8143415186,0,0,-7289347300
69,ARM_NEAR_X,0x000D3F64,U32_BE,BODY_PROGRESSION,36967650580.5,0,3210214460,391114237,2662060921,2693941500,2865148511,2270946684,31880579,2302827263,3210214460,2865148511,true,false,true,36967650580.5,8143106738,0,0,-7289450116
70,ARM_CORE,0x000D3634,U32_BE,BODY_PROGRESSION,36576965799.5,992317808,3138900335,3134089285,3056217600,940549184,3110889120,-77871685,-2115668416,-2193540101,2146582527,2118571312,false,true,true,36576965799.5,8745889786,0,0,-3881245038
71,ARM_CORE,0x000D5BE4,U32_BE,BODY_PROGRESSION,36507222007.5,4294967295,4294967295,0,0,4294967295,4294967295,0,4294967295,4294967295,0,0,false,false,false,36507222007.5,0,0,0,17179869180
72,ARM_NEAR_X,0x000D3D20,U32_BE,BODY_PROGRESSION,36507221992.0,2,2,4294967294,4294967295,2,2,1,-4294967293,-4294967292,0,0,false,false,false,36507221992.0,0,0,0,17179869172
73,ARM_CORE,0x000D3D20,U32_BE,BODY_PROGRESSION,36507221992.0,2,2,4294967294,4294967295,2,2,1,-4294967293,-4294967292,0,0,false,false,false,36507221992.0,0,0,0,17179869172
74,ARM_CORE,0x000D3978,U32_BE,BODY_PROGRESSION,36507221982.0,2,1,4294967294,2,2,2,-4294967292,0,-4294967292,-1,0,false,false,false,36507221982.0,6,0,0,17179869170
75,ARM_CORE,0x000D5BEC,U32_BE,BODY_PROGRESSION,36506664960.0,4294901760,4294901760,0,0,4294901760,4294901760,0,4294901760,4294901760,0,0,false,false,false,36506664960.0,0,0,0,17179607040
76,ARM_CORE,0x000D5BAC,U32_BE,BODY_PROGRESSION,36154755703.0,4274576716,4286973793,26174100,22851082,4275999762,4273580414,-3323018,4253148680,4249825662,12397077,-996302,false,false,false,36154755703.0,69543766,0,0,17029418458
77,ARM_CORE,0x000D5FE0,U32_BE,BODY_PROGRESSION,36071006717.0,3154120710,4211081216,100663296,4160749568,3120567298,3154120710,4060086272,-1040182270,3019904002,1056960506,0,false,false,false,36071006717.0,6408869860,0,0,18354266100
78,ARM_CORE,0x000D60C8,U32_BE,BODY_PROGRESSION,35970336811.0,3154120710,4160749568,100663296,4160749568,3120567298,3103785757,4060086272,-1040182270,3019904002,1006628858,-50334953,false,false,false,35970336811.0,6006210066,0,0,17850923180
79,ARM_CORE,0x000D3914,U32_BE,BODY_PROGRESSION,35802654445.5,3166339741,1022228377,3171348951,3168575065,1005037916,1025128311,-2773886,-2163537149,-2166311035,-2144111364,-2141211430,false,true,true,35802654445.5,4328403518,0,0,-4176224572
80,ARM_CORE,0x000D38C0,U32_BE,BODY_PROGRESSION,35789760808.5,3201574267,1054713343,3206010399,3189585202,1042617312,1060430071,-16425197,-2146967890,-2163393087,-2146860924,-2141144196,false,true,true,35789760808.5,4329347366,0,0,-4181859372
81,ARM_CORE,0x000D389C,U32_BE,BODY_PROGRESSION,35785239509.5,3165239192,1018253724,3170037813,3153823828,1006899176,1024504827,-16213985,-2146924652,-2163138637,-2146985468,-2140734365,false,true,true,35785239509.5,4329182238,0,0,-4179349436
82,ARM_CORE,0x000D3908,U32_BE,BODY_PROGRESSION,35539555402.0,3158236270,3166529015,3172415372,3147841485,1024804354,1025750474,-24573887,-2123037131,-2147611018,8292745,-2132485796,false,true,true,35539555402.0,51648710,0,0,-8452856806
83,ARM_CORE,0x000D3CBC,U32_BE,BODY_PROGRESSION,35521734161.0,1006207283,3158890524,1013839390,1024203311,3165786634,3166398841,10363921,2141583323,2151947244,2152683241,2160191558,true,false,true,35521734161.0,4304142068,0,0,-4368377006
84,ARM_NEAR_X,0x000D3CBC,U32_BE,BODY_PROGRESSION,35521734161.0,1006207283,3158890524,1013839390,1024203311,3165786634,3166398841,10363921,2141583323,2151947244,2152683241,2160191558,true,false,true,35521734161.0,4304142068,0,0,-4368377006
85,ARM_CORE,0x000D36B4,U32_BE,BODY_PROGRESSION,35367418567.0,3123993227,983572331,3129053959,998821983,989321193,1000922490,-2130231976,-9500790,-2139732766,-2140420896,-2123070737,false,true,true,35367418567.0,4327039834,0,0,-4144793040
86,ARM_CORE,0x000D5D80,U32_BE,BODY_PROGRESSION,35102674978.0,4230389764,100663296,4230389764,100663296,100663296,4230389764,-4129726468,0,-4129726468,-4129726468,0,false,false,false,35102674978.0,16518905872,0,0,24778358808
87,ARM_CORE,0x000D394C,U32_BE,BODY_PROGRESSION,34924987949.5,1017077533,1018176730,1003604147,1020140506,3121869824,3173346359,16536359,2101729318,2118265677,1099197,2156268826,true,false,true,34924987949.5,-100754676,0,0,-8774889506
88,ARM_CORE,0x000D5EE8,U32_BE,BODY_PROGRESSION,34837882414.0,3154120710,4229273604,100663296,4160749568,3875536896,3103785757,4060086272,-285212672,3774873600,1075152894,-50334953,false,false,false,34837882414.0,4907415086,0,0,17987971252
89,ARM_CORE,0x000D6140,U32_BE,BODY_PROGRESSION,34510733312.0,4160749568,100663296,4160749568,100663296,100663296,4160749568,-4060086272,0,-4060086272,-4060086272,0,false,false,false,34510733312.0,16240345088,0,0,24360517632
90,ARM_CORE,0x000D6168,U32_BE,BODY_PROGRESSION,34510733312.0,100663296,4160749568,100663296,4160749568,4160749568,100663296,4060086272,0,4060086272,4060086272,0,false,false,false,34510733312.0,16240345088,0,0,24360517632
91,ARM_CORE,0x000D6190,U32_BE,BODY_PROGRESSION,34510733312.0,4160749568,100663296,4160749568,100663296,100663296,4160749568,-4060086272,0,-4060086272,-4060086272,0,false,false,false,34510733312.0,16240345088,0,0,24360517632
92,ARM_CORE,0x000D61B8,U32_BE,BODY_PROGRESSION,34510733312.0,100663296,4160749568,100663296,4160749568,4160749568,100663296,4060086272,0,4060086272,4060086272,0,false,false,false,34510733312.0,16240345088,0,0,24360517632
93,ARM_CORE,0x000D61E0,U32_BE,BODY_PROGRESSION,34510733312.0,4160749568,100663296,4160749568,100663296,100663296,4160749568,-4060086272,0,-4060086272,-4060086272,0,false,false,false,34510733312.0,16240345088,0,0,24360517632
94,ARM_CORE,0x000D6070,U32_BE,BODY_PROGRESSION,33168548343.0,4229273604,3120567298,100663296,3875536896,3154121734,4229273604,3774873600,-721415162,3053458438,-1108706306,0,false,false,false,33168548343.0,4501934096,0,0,17316907012
95,ARM_CORE,0x000D5C74,U32_BE,BODY_PROGRESSION,33110278888.0,2749643328,4151639312,3925529592,3214285520,2235051824,2898290096,-711244072,-979233696,-1690477768,1401995984,148646768,false,true,true,33110278888.0,9143865376,0,0,8376728896
96,ARM_CORE,0x000D5DD0,U32_BE,BODY_PROGRESSION,32430368772.0,3120567298,100663296,4160749568,100663296,100663296,4160749568,-4060086272,0,-4060086272,-3019904002,1040182270,false,false,false,32430368772.0,9999251468,0,0,13958694932
97,ARM_CORE,0x000D5E20,U32_BE,BODY_PROGRESSION,32430368772.0,3120567298,100663296,4160749568,100663296,100663296,4160749568,-4060086272,0,-4060086272,-3019904002,1040182270,false,false,false,32430368772.0,9999251468,0,0,13958694932
98,ARM_CORE,0x000D5E70,U32_BE,BODY_PROGRESSION,32430368772.0,3120567298,100663296,4160749568,100663296,100663296,4160749568,-4060086272,0,-4060086272,-3019904002,1040182270,false,false,false,32430368772.0,9999251468,0,0,13958694932
99,ARM_CORE,0x000D5D98,U32_BE,BODY_PROGRESSION,32086425600.0,100663296,3875536896,100663296,3875536896,3875536896,100663296,3774873600,0,3774873600,3774873600,0,false,false,false,32086425600.0,15099494400,0,0,22649241600
100,ARM_CORE,0x000D5EB4,U32_BE,BODY_PROGRESSION,30627535153.5,2074432,2112776,0,3289456760,1509949695,1020480,3289456760,-1779507065,1509949695,38344,-1053952,false,false,false,30627535153.5,3013719310,0,0,13149472112
101,ARM_CORE,0x000D5F04,U32_BE,BODY_PROGRESSION,30609902481.5,2074432,83889248,2074432,3289456760,1509949695,1020480,3287382328,-1779507065,1507875263,81814816,-1053952,false,false,false,30609902481.5,3177272254,0,0,13304727328
102,ARM_CORE,0x000D5FAC,U32_BE,BODY_PROGRESSION,30478760636.0,2074432,83914872,0,3289456760,1610537976,2074432,3289456760,-1678918784,1610537976,81840440,0,false,false,false,30478760636.0,3380607968,0,0,13321507920
103,ARM_CORE,0x000D60E4,U32_BE,BODY_PROGRESSION,30478595452.0,2195136,3289456760,0,3289456760,1610537976,2112544,3289456760,-1678918784,1610537976,3287261624,-82592,false,false,false,30478595452.0,16506718880,0,0,19731689552
104,ARM_CORE,0x000D5F5C,U32_BE,BODY_PROGRESSION,30474611772.0,0,1021760,0,3289456760,1610537976,2074432,3289456760,-1678918784,1610537976,1021760,2074432,false,false,false,30474611772.0,3218970608,0,0,13143275104
105,ARM_CORE,0x000D5FFC,U32_BE,BODY_PROGRESSION,30467742268.0,1021696,2076704,1048576,3289456760,1610537976,2074432,3288408184,-1678918784,1609489400,1055008,1052736,false,false,false,30467742268.0,3219037104,0,0,13147320864
106,ARM_CORE,0x000D609C,U32_BE,BODY_PROGRESSION,30465698876.0,0,2084832,1048576,3289456760,1610537976,2074432,3288408184,-1678918784,1609489400,2084832,2074432,false,false,false,30465698876.0,3221096752,0,0,13141206944
107,ARM_CORE,0x000D5F40,U32_BE,BODY_PROGRESSION,29964091889.0,100663296,3103785757,100663296,4160749568,3120567298,3154120710,4060086272,-1040182270,3019904002,3003122461,3053457414,false,false,false,29964091889.0,5939138098,0,0,-2181069302
108,ARM_CORE,0x000D5F90,U32_BE,BODY_PROGRESSION,29964091889.0,100663296,4229273604,100663296,4160749568,3120567298,3154120710,4060086272,-1040182270,3019904002,4128610308,3053457414,false,false,false,29964091889.0,12624939016,0,0,69906392
109,ARM_CORE,0x000D6028,U32_BE,BODY_PROGRESSION,29835449906.0,4229273604,4160749568,100663296,3875536896,3875536896,3103785757,3774873600,0,3774873600,-68524036,-1125487847,false,false,false,29835449906.0,-1406454206,0,0,6232639696
110,ARM_CORE,0x000D5F0C,U32_BE,BODY_PROGRESSION,29797036552.0,0,1021760,0,2077120,1610537976,2074432,2077120,1608460856,1610537976,1021760,2074432,true,false,true,29797036552.0,3218970608,0,0,6427599968
111,ARM_CORE,0x000D5FCC,U32_BE,BODY_PROGRESSION,29779209512.0,1509949695,0,1610537976,2074432,1021760,1509949695,-1608463544,-1052672,-1609516216,-1509949695,0,false,true,true,29779209512.0,6041842300,0,0,9457964254
112,ARM_CORE,0x000D5EBC,U32_BE,BODY_PROGRESSION,29774539472.0,0,83888632,1048576,2092888,1610537976,2074432,1044312,1608445088,1609489400,83888632,2074432,true,false,true,29774539472.0,3384704352,0,0,6589139408
113,ARM_CORE,0x000D5E84,U32_BE,BODY_PROGRESSION,29578032950.0,1509949695,0,1610537976,2074432,1021760,1610537976,-1608463544,-1052672,-1609516216,-1509949695,100588281,false,true,true,29578032950.0,5840665738,0,0,8653258006
