frame,event,mode,gate_enabled,armed,stable_count,invalid_count,screen_x,screen_x_copy,raw_horizontal,normalized,camera_reference_loaded,camera_max_delta,arm_ready,camera_ready,gate_ready,blocker
3090,SAMPLE,ARM_ONLY,false,true,296,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3100,SAMPLE,ARM_ONLY,false,true,306,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3110,SAMPLE,ARM_ONLY,false,true,316,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3120,SAMPLE,ARM_ONLY,false,true,326,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3130,SAMPLE,ARM_ONLY,false,true,336,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3140,SAMPLE,ARM_ONLY,false,true,346,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3150,SAMPLE,ARM_ONLY,false,true,356,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3160,SAMPLE,ARM_ONLY,false,true,366,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3170,SAMPLE,ARM_ONLY,false,true,376,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3180,SAMPLE,ARM_ONLY,false,true,386,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3190,SAMPLE,ARM_ONLY,false,true,396,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3192,AUTO_SHOT,ARM_ONLY,true,false,0,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3200,SAMPLE,ARM_ONLY,true,false,8,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3210,SAMPLE,ARM_ONLY,true,false,18,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3220,SAMPLE,ARM_ONLY,true,false,28,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3230,SAMPLE,ARM_ONLY,true,false,38,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3240,SAMPLE,ARM_ONLY,true,false,48,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3250,SAMPLE,ARM_ONLY,true,false,58,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3260,SAMPLE,ARM_ONLY,true,false,68,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3270,SAMPLE,ARM_ONLY,true,false,78,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3280,SAMPLE,ARM_ONLY,true,false,88,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3290,SAMPLE,ARM_ONLY,true,false,98,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3300,SAMPLE,ARM_ONLY,true,false,108,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3310,SAMPLE,ARM_ONLY,true,false,118,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3320,SAMPLE,ARM_ONLY,true,false,128,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3330,SAMPLE,ARM_ONLY,true,false,138,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3340,SAMPLE,ARM_ONLY,true,false,148,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3350,SAMPLE,ARM_ONLY,true,false,158,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3360,SAMPLE,ARM_ONLY,true,false,168,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3370,SAMPLE,ARM_ONLY,true,false,178,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3380,SAMPLE,ARM_ONLY,true,false,188,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3390,SAMPLE,ARM_ONLY,true,false,198,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3400,SAMPLE,ARM_ONLY,true,false,208,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3410,SAMPLE,ARM_ONLY,true,false,218,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3420,SAMPLE,ARM_ONLY,true,false,228,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3430,SAMPLE,ARM_ONLY,true,false,238,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3440,SAMPLE,ARM_ONLY,true,false,248,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3450,SAMPLE,ARM_ONLY,true,false,258,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3460,SAMPLE,ARM_ONLY,true,false,268,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3470,SAMPLE,ARM_ONLY,true,false,278,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3480,SAMPLE,ARM_ONLY,true,false,288,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3490,SAMPLE,ARM_ONLY,true,false,298,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3500,SAMPLE,ARM_ONLY,true,false,308,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3510,SAMPLE,ARM_ONLY,true,false,318,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3520,SAMPLE,ARM_ONLY,true,false,328,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3530,SAMPLE,ARM_ONLY,true,false,338,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3540,SAMPLE,ARM_ONLY,true,false,348,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3550,SAMPLE,ARM_ONLY,true,false,358,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3560,SAMPLE,ARM_ONLY,true,false,368,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3570,SAMPLE,ARM_ONLY,true,false,378,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3580,SAMPLE,ARM_ONLY,true,false,388,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3590,SAMPLE,ARM_ONLY,true,false,398,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3600,SAMPLE,ARM_ONLY,true,false,408,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3610,SAMPLE,ARM_ONLY,true,false,418,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3620,SAMPLE,ARM_ONLY,true,false,428,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3630,SAMPLE,ARM_ONLY,true,false,438,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3640,SAMPLE,ARM_ONLY,true,false,448,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3650,SAMPLE,ARM_ONLY,true,false,458,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3660,SAMPLE,ARM_ONLY,true,false,468,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3670,SAMPLE,ARM_ONLY,true,false,478,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3680,SAMPLE,ARM_ONLY,true,false,488,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3690,SAMPLE,ARM_ONLY,true,false,0,1,147.50079345703,147.50079345703,-65.463096618652,0.06545877456665,false,inf,false,false,false,ARM
3700,SAMPLE,ARM_ONLY,true,false,0,11,135.12167358398,135.12167358398,-129.47817993164,0.12979114055634,false,inf,false,false,false,ARM
3701,REARMED,ARM_ONLY,true,true,0,12,141.59999084473,141.59999084473,-96.127754211426,0.096234798431396,false,inf,false,false,false,ARM
3710,SAMPLE,ARM_ONLY,true,true,0,21,154.49438476563,154.49438476563,-28.884925842285,0.028834581375122,false,inf,false,false,false,ARM
3718,AUTO_SHOT,ARM_ONLY,true,false,0,0,158.35261535645,158.35261535645,-8.646203994751,0.011624813079834,false,inf,true,false,true,NONE
3720,SAMPLE,ARM_ONLY,true,false,2,0,158.35261535645,158.35261535645,-8.646203994751,0.0086047649383545,false,inf,true,false,true,NONE
3730,SAMPLE,ARM_ONLY,true,false,12,0,159.63543701172,159.63543701172,-1.9134558439255,0.0018455982208252,false,inf,true,false,true,NONE
3740,SAMPLE,ARM_ONLY,true,false,22,0,159.89091491699,159.89091491699,-0.57254803180695,0.0005033016204834,false,inf,true,false,true,NONE
3750,SAMPLE,ARM_ONLY,true,false,32,0,159.9758605957,159.9758605957,-0.126699000597,7.1883201599121e-05,false,inf,true,false,true,NONE
3760,SAMPLE,ARM_ONLY,true,false,42,0,159.99465942383,159.99465942383,-0.028030753135681,-2.3841857910156e-05,false,inf,true,false,true,NONE
3770,SAMPLE,ARM_ONLY,true,false,52,0,159.99839782715,159.99839782715,-0.0084092263132334,-2.3841857910156e-05,false,inf,true,false,true,NONE
3780,SAMPLE,ARM_ONLY,true,false,62,0,159.99969482422,159.99969482422,-0.0016017572488636,-2.3841857910156e-05,false,inf,true,false,true,NONE
3790,SAMPLE,ARM_ONLY,true,false,72,0,159.99990844727,159.99990844727,-0.0004805272037629,-2.3841857910156e-05,false,inf,true,false,true,NONE
