frame,event,mode,gate_enabled,armed,stable_count,invalid_count,screen_x,screen_x_copy,raw_horizontal,normalized,camera_reference_loaded,camera_max_delta,arm_ready,camera_ready,gate_ready,blocker
2730,SAMPLE,ARM_ONLY,true,false,118,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2740,SAMPLE,ARM_ONLY,true,false,128,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2750,SAMPLE,ARM_ONLY,true,false,138,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2760,SAMPLE,ARM_ONLY,true,false,148,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2770,SAMPLE,ARM_ONLY,true,false,158,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2780,SAMPLE,ARM_ONLY,true,false,168,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2790,SAMPLE,ARM_ONLY,true,false,178,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2800,SAMPLE,ARM_ONLY,true,false,188,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2810,SAMPLE,ARM_ONLY,true,false,198,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2820,SAMPLE,ARM_ONLY,true,false,208,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2823,AUTO_SHOT,ARM_ONLY,true,false,0,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2830,SAMPLE,ARM_ONLY,true,false,7,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2840,SAMPLE,ARM_ONLY,true,false,17,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2850,SAMPLE,ARM_ONLY,true,false,27,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2860,SAMPLE,ARM_ONLY,true,false,37,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2870,SAMPLE,ARM_ONLY,true,false,47,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2880,SAMPLE,ARM_ONLY,true,false,57,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2890,SAMPLE,ARM_ONLY,true,false,67,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2900,SAMPLE,ARM_ONLY,true,false,77,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2910,SAMPLE,ARM_ONLY,true,false,87,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2920,SAMPLE,ARM_ONLY,true,false,97,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2930,SAMPLE,ARM_ONLY,true,false,107,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2940,SAMPLE,ARM_ONLY,true,false,117,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2950,SAMPLE,ARM_ONLY,true,false,127,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2960,SAMPLE,ARM_ONLY,true,false,137,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2970,SAMPLE,ARM_ONLY,true,false,147,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2980,SAMPLE,ARM_ONLY,true,false,157,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
2990,SAMPLE,ARM_ONLY,true,false,167,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3000,SAMPLE,ARM_ONLY,true,false,177,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3010,SAMPLE,ARM_ONLY,true,false,187,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3020,SAMPLE,ARM_ONLY,true,false,197,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3030,SAMPLE,ARM_ONLY,true,false,207,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3040,SAMPLE,ARM_ONLY,true,false,217,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3050,SAMPLE,ARM_ONLY,true,false,227,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3060,SAMPLE,ARM_ONLY,true,false,237,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3070,SAMPLE,ARM_ONLY,true,false,247,0,160.0,160.0,0.0,0.0,false,inf,true,false,true,NONE
3080,SAMPLE,ARM_ONLY,true,false,0,5,131.41923522949,131.41923522949,-148.35021972656,0.14882242679596,false,inf,false,false,false,ARM
3087,REARMED,ARM_ONLY,true,true,0,12,141.59999084473,141.59999084473,-96.127754211426,0.096234798431396,false,inf,false,false,false,ARM
3090,SAMPLE,ARM_ONLY,true,true,0,15,146.39135742188,146.39135742188,-71.245338439941,0.071259260177612,false,inf,false,false,false,ARM
