GoldenEyeDiagnostic 0.0.2
ROM: 007 - GoldenEye (USA)
Hash: ABE01E4AEB033B6C0836819F549C791B26CFDE83
CSV: .\demonstrations\session-20260727-234451-frames.csv
Frames uteis: 1003
Frame inicial do emulador: 2777

replay_index,emu_frame,source_relative_frame,event
381,3157,652,
382,3158,653,
383,3159,654,
384,3160,655,
385,3161,656,
386,3162,657,
387,3163,658,
388,3164,659,
389,3165,660,
390,3166,661,
391,3167,662,
392,3168,663,
393,3169,664,
394,3170,665,
395,3171,666,
396,3172,667,
397,3173,668,
398,3174,669,
399,3175,670,
400,3176,671,
401,3177,672,
402,3178,673,
403,3179,674,
404,3180,675,
405,3181,676,
406,3182,677,
407,3183,678,
408,3184,679,
409,3185,680,
410,3186,681,
411,3187,682,
412,3188,683,
413,3189,684,
414,3190,685,
415,3191,686,
416,3192,687,
417,3193,688,
418,3194,689,
419,3195,690,
420,3196,691,
421,3197,692,
422,3198,693,
423,3199,694,
424,3200,695,
425,3201,696,
426,3202,697,
427,3203,698,
428,3204,699,
429,3205,700,
430,3206,701,
431,3207,702,
432,3208,703,
433,3209,704,
434,3210,705,
435,3211,706,
436,3212,707,
437,3213,708,
438,3214,709,
439,3215,710,
440,3216,711,
441,3217,712,
442,3218,713,
443,3219,714,
444,3220,715,
445,3221,716,
446,3222,717,
447,3223,718,
448,3224,719,
449,3225,720,
450,3226,721,
451,3227,722,
452,3228,723,
453,3229,724,
454,3230,725,
455,3231,726,
456,3232,727,
457,3233,728,
458,3234,729,
459,3235,730,
460,3236,731,
461,3237,732,
462,3238,733,
463,3239,734,
464,3240,735,
465,3241,736,
466,3242,737,
467,3243,738,
468,3244,739,
469,3245,740,
470,3246,741,
471,3247,742,
472,3248,743,
473,3249,744,
474,3250,745,
475,3251,746,
476,3252,747,
477,3253,748,
478,3254,749,
479,3255,750,
480,3256,751,
481,3257,752,
482,3258,753,
483,3259,754,
484,3260,755,
485,3261,756,
486,3262,757,
487,3263,758,
488,3264,759,
489,3265,760,
490,3266,761,
491,3267,762,
492,3268,763,
493,3269,764,
494,3270,765,
495,3271,766,
496,3272,767,
497,3273,768,
498,3274,769,
499,3275,770,
500,3276,771,
501,3277,772,
502,3278,773,
503,3279,774,
504,3280,775,
505,3281,776,
506,3282,777,
507,3283,778,
508,3284,779,
509,3285,780,
510,3286,781,
511,3287,782,
512,3288,783,
513,3289,784,
514,3290,785,
515,3291,786,
516,3292,787,
517,3293,788,
518,3294,789,
519,3295,790,
520,3296,791,
521,3297,792,
522,3298,793,
523,3299,794,
524,3300,795,
525,3301,796,
526,3302,797,
527,3303,798,
528,3304,799,
529,3305,800,
530,3306,801,
531,3307,802,
532,3308,803,
533,3309,804,
534,3310,805,
535,3311,806,
536,3312,807,
537,3313,808,
538,3314,809,
539,3315,810,
540,3316,811,
541,3317,812,
542,3318,813,
543,3319,814,
544,3320,815,
545,3321,816,
546,3322,817,
547,3323,818,
548,3324,819,
549,3325,820,
550,3326,821,
551,3327,822,
552,3328,823,
553,3329,824,
554,3330,825,
555,3331,826,
556,3332,827,
557,3333,828,
558,3334,829,
559,3335,830,
560,3336,831,
561,3337,832,
562,3338,833,
563,3339,834,
564,3340,835,
565,3341,836,
566,3342,837,
567,3343,838,
568,3344,839,
569,3345,840,
570,3346,841,
571,3347,842,
572,3348,843,
573,3349,844,
574,3350,845,
575,3351,846,
576,3352,847,
577,3353,848,
578,3354,849,
579,3355,850,
580,3356,851,
581,3357,852,
582,3358,853,
583,3359,854,
584,3360,855,
585,3361,856,
586,3362,857,
587,3363,858,
588,3364,859,
589,3365,860,
590,3366,861,
591,3367,862,
592,3368,863,
593,3369,864,
594,3370,865,
595,3371,866,
596,3372,867,
597,3373,868,
598,3374,869,
599,3375,870,
600,3376,871,
601,3377,872,
602,3378,873,
603,3379,874,
604,3380,875,
605,3381,876,
606,3382,877,
607,3383,878,
608,3384,879,
609,3385,880,
610,3386,881,
611,3387,882,
612,3388,883,
613,3389,884,
614,3390,885,
615,3391,886,
616,3392,887,
617,3393,888,
618,3394,889,
619,3395,890,
620,3396,891,
621,3397,892,
622,3398,893,
623,3399,894,
624,3400,895,
625,3401,896,
626,3402,897,
627,3403,898,
628,3404,899,
629,3405,900,
630,3406,901,
631,3407,902,
632,3408,903,
633,3409,904,
634,3410,905,
635,3411,906,
636,3412,907,
637,3413,908,
638,3414,909,
639,3415,910,
640,3416,911,
641,3417,912,
642,3418,913,
643,3419,914,
644,3420,915,
645,3421,916,
646,3422,917,
647,3423,918,
648,3424,919,
649,3425,920,
650,3426,921,
651,3427,922,
652,3428,923,
653,3429,924,
654,3430,925,
655,3431,926,
656,3432,927,
657,3433,928,
658,3434,929,
659,3435,930,
660,3436,931,
661,3437,932,
662,3438,933,
663,3439,934,
664,3440,935,
665,3441,936,
666,3442,937,
667,3443,938,
668,3444,939,
669,3445,940,
670,3446,941,
671,3447,942,
672,3448,943,
673,3449,944,
674,3450,945,
675,3451,946,
676,3452,947,
677,3453,948,
678,3454,949,
679,3455,950,
680,3456,951,
681,3457,952,
682,3458,953,
683,3459,954,
684,3460,955,
685,3461,956,
686,3462,957,
687,3463,958,
688,3464,959,
689,3465,960,
690,3466,961,
691,3467,962,
692,3468,963,
693,3469,964,
694,3470,965,
695,3471,966,
696,3472,967,
697,3473,968,
698,3474,969,
699,3475,970,
700,3476,971,
701,3477,972,
702,3478,973,
703,3479,974,
704,3480,975,
705,3481,976,
706,3482,977,
707,3483,978,
708,3484,979,
709,3485,980,
710,3486,981,
711,3487,982,
712,3488,983,
713,3489,984,
714,3490,985,
715,3491,986,
716,3492,987,
717,3493,988,
718,3494,989,
719,3495,990,
720,3496,991,
721,3497,992,
722,3498,993,
723,3499,994,
724,3500,995,
725,3501,996,
726,3502,997,
727,3503,998,
728,3504,999,
729,3505,1000,
730,3506,1001,
731,3507,1002,
732,3508,1003,
733,3509,1004,
734,3510,1005,
735,3511,1006,
736,3512,1007,
737,3513,1008,
738,3514,1009,
739,3515,1010,
740,3516,1011,
741,3517,1012,
742,3518,1013,
743,3519,1014,
744,3520,1015,
745,3521,1016,
746,3522,1017,
747,3523,1018,
748,3524,1019,
749,3525,1020,
750,3526,1021,
751,3527,1022,
752,3528,1023,
753,3529,1024,
754,3530,1025,
755,3531,1026,
756,3532,1027,
757,3533,1028,
758,3534,1029,
759,3535,1030,
760,3536,1031,
761,3537,1032,
762,3538,1033,
763,3539,1034,
764,3540,1035,
765,3541,1036,
766,3542,1037,
767,3543,1038,
768,3544,1039,
769,3545,1040,
770,3546,1041,
771,3547,1042,
772,3548,1043,
773,3549,1044,
774,3550,1045,
775,3551,1046,
776,3552,1047,
777,3553,1048,
778,3554,1049,
779,3555,1050,
780,3556,1051,
781,3557,1052,
782,3558,1053,
783,3559,1054,
784,3560,1055,
785,3561,1056,
786,3562,1057,
787,3563,1058,
788,3564,1059,
789,3565,1060,
790,3566,1061,
791,3567,1062,
792,3568,1063,
793,3569,1064,
794,3570,1065,
795,3571,1066,
796,3572,1067,
797,3573,1068,
798,3574,1069,
799,3575,1070,
800,3576,1071,
801,3577,1072,
802,3578,1073,
803,3579,1074,
804,3580,1075,
805,3581,1076,
806,3582,1077,
807,3583,1078,
808,3584,1079,
809,3585,1080,
810,3586,1081,
811,3587,1082,
812,3588,1083,
813,3589,1084,
814,3590,1085,
815,3591,1086,
816,3592,1087,
817,3593,1088,
818,3594,1089,
819,3595,1090,
820,3596,1091,
821,3597,1092,
822,3598,1093,
823,3599,1094,
824,3600,1095,
825,3601,1096,
826,3602,1097,
827,3603,1098,
828,3604,1099,
829,3605,1100,
830,3606,1101,
831,3607,1102,
832,3608,1103,
833,3609,1104,
834,3610,1105,
835,3611,1106,
836,3612,1107,
837,3613,1108,
838,3614,1109,
839,3615,1110,
840,3616,1111,
841,3617,1112,
842,3618,1113,
843,3619,1114,
844,3620,1115,
845,3621,1116,
846,3622,1117,
847,3623,1118,
848,3624,1119,
849,3625,1120,
850,3626,1121,
851,3627,1122,
852,3628,1123,
853,3629,1124,
854,3630,1125,
855,3631,1126,
856,3632,1127,
857,3633,1128,
858,3634,1129,
859,3635,1130,
860,3636,1131,
861,3637,1132,
862,3638,1133,
863,3639,1134,
864,3640,1135,
865,3641,1136,
866,3642,1137,
867,3643,1138,
868,3644,1139,
869,3645,1140,
870,3646,1141,
871,3647,1142,
872,3648,1143,SHOT
873,3649,1144,
874,3650,1145,
875,3651,1146,
876,3652,1147,
877,3653,1148,
878,3654,1149,
879,3655,1150,
880,3656,1151,
881,3657,1152,
882,3658,1153,
883,3659,1154,
884,3660,1155,
885,3661,1156,
886,3662,1157,
887,3663,1158,
888,3664,1159,
889,3665,1160,
890,3666,1161,
891,3667,1162,
892,3668,1163,
893,3669,1164,
894,3670,1165,
895,3671,1166,
896,3672,1167,
897,3673,1168,
898,3674,1169,
899,3675,1170,
900,3676,1171,
901,3677,1172,
902,3678,1173,
903,3679,1174,
904,3680,1175,
905,3681,1176,
906,3682,1177,
907,3683,1178,
908,3684,1179,
909,3685,1180,
910,3686,1181,
911,3687,1182,
912,3688,1183,
913,3689,1184,
914,3690,1185,
915,3691,1186,
916,3692,1187,
917,3693,1188,
918,3694,1189,
919,3695,1190,
920,3696,1191,
921,3697,1192,
922,3698,1193,
923,3699,1194,
924,3700,1195,
925,3701,1196,
926,3702,1197,
927,3703,1198,
928,3704,1199,
929,3705,1200,
930,3706,1201,
931,3707,1202,
932,3708,1203,
933,3709,1204,
934,3710,1205,
935,3711,1206,
936,3712,1207,
937,3713,1208,
938,3714,1209,
939,3715,1210,
940,3716,1211,
941,3717,1212,
942,3718,1213,
943,3719,1214,
944,3720,1215,
945,3721,1216,
946,3722,1217,
947,3723,1218,
948,3724,1219,
949,3725,1220,
950,3726,1221,
951,3727,1222,
952,3728,1223,
953,3729,1224,
954,3730,1225,
955,3731,1226,
956,3732,1227,
957,3733,1228,
958,3734,1229,
959,3735,1230,
960,3736,1231,
961,3737,1232,
962,3738,1233,
963,3739,1234,
964,3740,1235,
965,3741,1236,
966,3742,1237,
967,3743,1238,
968,3744,1239,
969,3745,1240,
970,3746,1241,
971,3747,1242,
972,3748,1243,
973,3749,1244,
974,3750,1245,
975,3751,1246,
976,3752,1247,
977,3753,1248,
978,3754,1249,
979,3755,1250,
980,3756,1251,
981,3757,1252,
982,3758,1253,
983,3759,1254,
984,3760,1255,
985,3761,1256,
986,3762,1257,
987,3763,1258,
988,3764,1259,
989,3765,1260,
990,3766,1261,
991,3767,1262,
992,3768,1263,
993,3769,1264,
994,3770,1265,
995,3771,1266,
996,3772,1267,
997,3773,1268,
998,3774,1269,
999,3775,1270,
1000,3776,1271,
1001,3777,1272,
1002,3778,1273,
1003,3779,1274,SOLDIER_DEAD

Motivo do encerramento: SOLDIER_DEAD_REACHED
Frames aplicados: 1003
Frame final do emulador: 3780
