frame,event,mode,gate_enabled,armed,stable_count,invalid_count,screen_x,screen_x_copy,raw_horizontal,normalized,arm_ready,raw_active,normalized_active,acquisition_ready,gate_ready,blocker
3895,SAMPLE,ARM_AND_ACQUISITION,false,true,0,13,167.64324951172,167.64324951172,40.084106445313,-0.040051937103271,false,true,true,true,false,ARM
3900,SAMPLE,ARM_AND_ACQUISITION,false,true,0,18,170.61706542969,170.61706542969,55.638763427734,-0.055631637573242,false,true,true,true,false,ARM
3905,SAMPLE,ARM_AND_ACQUISITION,false,true,0,23,172.28408813477,172.28408813477,64.341125488281,-0.064356327056885,false,true,true,true,false,ARM
3910,SAMPLE,ARM_AND_ACQUISITION,false,true,0,28,173.26560974121,173.26560974121,69.458198547363,-0.069437503814697,false,true,true,true,false,ARM
3915,SAMPLE,ARM_AND_ACQUISITION,false,true,0,33,173.78707885742,173.78707885742,72.174133300781,-0.072169780731201,false,true,true,true,false,ARM
3920,SAMPLE,ARM_AND_ACQUISITION,false,true,0,38,174.18643188477,174.18643188477,74.250732421875,-0.074279308319092,false,true,true,true,false,ARM
3925,SAMPLE,ARM_AND_ACQUISITION,false,true,0,43,174.34622192383,174.34622192383,75.08081817627,-0.075142383575439,false,true,true,true,false,ARM
3930,SAMPLE,ARM_AND_ACQUISITION,false,true,0,48,174.44816589355,174.44816589355,75.610260009766,-0.075621604919434,false,true,true,true,false,ARM
3935,SAMPLE,ARM_AND_ACQUISITION,false,true,0,53,174.41572570801,174.41572570801,75.440948486328,-0.075478076934814,false,true,true,true,false,ARM
3940,SAMPLE,ARM_AND_ACQUISITION,false,true,0,58,174.28338623047,174.28338623047,74.753318786621,-0.074806690216064,false,true,true,true,false,ARM
3945,SAMPLE,ARM_AND_ACQUISITION,false,true,0,63,174.14012145996,174.14012145996,74.008979797363,-0.074039936065674,false,true,true,true,false,ARM
3950,SAMPLE,ARM_AND_ACQUISITION,false,true,0,68,174.22477722168,174.22477722168,74.452262878418,-0.074470996856689,false,true,true,true,false,ARM
3955,SAMPLE,ARM_AND_ACQUISITION,false,true,0,73,174.26501464844,174.26501464844,74.662879943848,-0.074710845947266,false,true,true,true,false,ARM
3960,SAMPLE,ARM_AND_ACQUISITION,false,true,0,78,174.408203125,174.408203125,75.407272338867,-0.075429916381836,false,true,true,true,false,ARM
3965,SAMPLE,ARM_AND_ACQUISITION,false,true,0,83,174.57679748535,174.57679748535,76.275039672852,-0.076340675354004,false,true,true,true,false,ARM
3970,SAMPLE,ARM_AND_ACQUISITION,false,true,0,88,174.53936767578,174.53936767578,76.068809509277,-0.076148986816406,false,true,true,true,false,ARM
3975,SAMPLE,ARM_AND_ACQUISITION,false,true,0,93,174.41606140137,174.41606140137,75.396621704102,-0.075478076934814,false,true,true,true,false,ARM
3980,SAMPLE,ARM_AND_ACQUISITION,false,true,0,98,174.42951965332,174.42951965332,75.429214477539,-0.075429916381836,false,true,true,true,false,ARM
3985,SAMPLE,ARM_AND_ACQUISITION,false,true,0,103,174.55931091309,174.55931091309,76.088676452637,-0.076244831085205,false,true,true,true,false,ARM
3990,SAMPLE,ARM_AND_ACQUISITION,false,true,0,108,174.52584838867,174.52584838867,75.903373718262,-0.076053142547607,false,true,true,true,false,ARM
3995,SAMPLE,ARM_AND_ACQUISITION,false,true,0,113,174.35556030273,174.35556030273,75.016822814941,-0.075142383575439,false,true,true,true,false,ARM
4000,SAMPLE,ARM_AND_ACQUISITION,false,true,0,118,174.14949035645,174.14949035645,73.946151733398,-0.074087619781494,false,true,true,true,false,ARM
4005,SAMPLE,ARM_AND_ACQUISITION,false,true,0,123,174.02149963379,174.02149963379,73.281311035156,-0.073416233062744,false,true,true,true,false,ARM
4010,SAMPLE,ARM_AND_ACQUISITION,false,true,0,128,173.72079467773,173.72079467773,71.720314025879,-0.071834564208984,false,true,true,true,false,ARM
4015,SAMPLE,ARM_AND_ACQUISITION,false,true,0,133,173.57293701172,173.57293701172,70.952423095703,-0.071067333221436,false,true,true,true,false,ARM
4020,SAMPLE,ARM_AND_ACQUISITION,false,true,0,138,173.45639038086,173.45639038086,70.346656799316,-0.070492267608643,false,true,true,true,false,ARM
4025,SAMPLE,ARM_AND_ACQUISITION,false,true,0,143,173.4012298584,173.4012298584,70.059303283691,-0.070204734802246,false,true,true,true,false,ARM
4030,SAMPLE,ARM_AND_ACQUISITION,false,true,0,148,173.41191101074,173.41191101074,70.113761901855,-0.070204734802246,false,true,true,true,false,ARM
4035,SAMPLE,ARM_AND_ACQUISITION,false,true,0,153,173.36994934082,173.36994934082,69.894515991211,-0.070013046264648,false,true,true,true,false,ARM
4040,SAMPLE,ARM_AND_ACQUISITION,false,true,0,158,173.3225402832,173.3225402832,69.647598266602,-0.069773197174072,false,true,true,true,false,ARM
4045,SAMPLE,ARM_AND_ACQUISITION,false,true,0,163,173.27955627441,173.27955627441,69.422904968262,-0.069533824920654,false,true,true,true,false,ARM
4050,SAMPLE,ARM_AND_ACQUISITION,false,true,0,168,173.21742248535,173.21742248535,69.099128723145,-0.069198131561279,false,true,true,true,false,ARM
4055,SAMPLE,ARM_AND_ACQUISITION,false,true,0,173,173.11351013184,173.11351013184,68.558563232422,-0.068670749664307,false,true,true,true,false,ARM
4060,SAMPLE,ARM_AND_ACQUISITION,false,true,0,178,172.88648986816,172.88648986816,67.377937316895,-0.067520141601563,false,true,true,true,false,ARM
4065,SAMPLE,ARM_AND_ACQUISITION,false,true,0,183,172.80892944336,172.80892944336,66.973640441895,-0.067088603973389,false,true,true,true,false,ARM
4070,SAMPLE,ARM_AND_ACQUISITION,false,true,0,188,172.76580810547,172.76580810547,66.74821472168,-0.066849231719971,false,true,true,true,false,ARM
4075,SAMPLE,ARM_AND_ACQUISITION,false,true,0,193,172.63146972656,172.63146972656,66.054214477539,-0.066177845001221,false,true,true,true,false,ARM
4080,SAMPLE,ARM_AND_ACQUISITION,false,true,0,198,172.51286315918,172.51286315918,65.458946228027,-0.065362930297852,false,true,true,true,false,ARM
4085,SAMPLE,ARM_AND_ACQUISITION,false,true,0,203,172.75648498535,172.75648498535,66.742614746094,-0.066801071166992,false,true,true,true,false,ARM
4090,SAMPLE,ARM_AND_ACQUISITION,false,true,0,208,173.06642150879,173.06642150879,68.372398376465,-0.06843090057373,false,true,true,true,false,ARM
4095,SAMPLE,ARM_AND_ACQUISITION,false,true,0,213,173.32127380371,173.32127380371,69.716697692871,-0.069773197174072,false,true,true,true,false,ARM
