GoldenEyeDiagnostic 0.0.3.1
CSV: .\demonstrations\session-20260727-234451-frames.csv
Route cut index: 833
Start emu frame: 3180
phase,index,emu_frame,label
ROUTE,254,3433,
ROUTE,255,3434,
ROUTE,256,3435,
ROUTE,257,3436,
ROUTE,258,3437,
ROUTE,259,3438,
ROUTE,260,3439,
ROUTE,261,3440,
ROUTE,262,3441,
ROUTE,263,3442,
ROUTE,264,3443,
ROUTE,265,3444,
ROUTE,266,3445,
ROUTE,267,3446,
ROUTE,268,3447,
ROUTE,269,3448,
ROUTE,270,3449,
ROUTE,271,3450,
ROUTE,272,3451,
ROUTE,273,3452,
ROUTE,274,3453,
ROUTE,275,3454,
ROUTE,276,3455,
ROUTE,277,3456,
ROUTE,278,3457,
ROUTE,279,3458,
ROUTE,280,3459,
ROUTE,281,3460,
ROUTE,282,3461,
ROUTE,283,3462,
ROUTE,284,3463,
ROUTE,285,3464,
ROUTE,286,3465,
ROUTE,287,3466,
ROUTE,288,3467,
ROUTE,289,3468,
ROUTE,290,3469,
ROUTE,291,3470,
ROUTE,292,3471,
ROUTE,293,3472,
ROUTE,294,3473,
ROUTE,295,3474,
ROUTE,296,3475,
ROUTE,297,3476,
ROUTE,298,3477,
ROUTE,299,3478,
ROUTE,300,3479,
ROUTE,301,3480,
ROUTE,302,3481,
ROUTE,303,3482,
ROUTE,304,3483,
ROUTE,305,3484,
ROUTE,306,3485,
ROUTE,307,3486,
ROUTE,308,3487,
ROUTE,309,3488,
ROUTE,310,3489,
ROUTE,311,3490,
ROUTE,312,3491,
ROUTE,313,3492,
ROUTE,314,3493,
ROUTE,315,3494,
ROUTE,316,3495,
ROUTE,317,3496,
ROUTE,318,3497,
ROUTE,319,3498,
ROUTE,320,3499,
ROUTE,321,3500,
ROUTE,322,3501,
ROUTE,323,3502,
ROUTE,324,3503,
ROUTE,325,3504,
ROUTE,326,3505,
ROUTE,327,3506,
ROUTE,328,3507,
ROUTE,329,3508,
ROUTE,330,3509,
ROUTE,331,3510,
ROUTE,332,3511,
ROUTE,333,3512,
ROUTE,334,3513,
ROUTE,335,3514,
ROUTE,336,3515,
ROUTE,337,3516,
ROUTE,338,3517,
ROUTE,339,3518,SOLDIER_VISIBLE
ROUTE,340,3519,
ROUTE,341,3520,
ROUTE,342,3521,
ROUTE,343,3522,
ROUTE,344,3523,
ROUTE,345,3524,
ROUTE,346,3525,
ROUTE,347,3526,
ROUTE,348,3527,
ROUTE,349,3528,
ROUTE,350,3529,
ROUTE,351,3530,
ROUTE,352,3531,
ROUTE,353,3532,
ROUTE,354,3533,
ROUTE,355,3534,
ROUTE,356,3535,
ROUTE,357,3536,
ROUTE,358,3537,
ROUTE,359,3538,
ROUTE,360,3539,
ROUTE,361,3540,
ROUTE,362,3541,
ROUTE,363,3542,
ROUTE,364,3543,
ROUTE,365,3544,
ROUTE,366,3545,
ROUTE,367,3546,
ROUTE,368,3547,
ROUTE,369,3548,
ROUTE,370,3549,
ROUTE,371,3550,
ROUTE,372,3551,
ROUTE,373,3552,
ROUTE,374,3553,
ROUTE,375,3554,
ROUTE,376,3555,
ROUTE,377,3556,
ROUTE,378,3557,
ROUTE,379,3558,
ROUTE,380,3559,
ROUTE,381,3560,
ROUTE,382,3561,
ROUTE,383,3562,
ROUTE,384,3563,
ROUTE,385,3564,
ROUTE,386,3565,
ROUTE,387,3566,
ROUTE,388,3567,
ROUTE,389,3568,
ROUTE,390,3569,
ROUTE,391,3570,
ROUTE,392,3571,
ROUTE,393,3572,
ROUTE,394,3573,
ROUTE,395,3574,
ROUTE,396,3575,
ROUTE,397,3576,
ROUTE,398,3577,
ROUTE,399,3578,
ROUTE,400,3579,
ROUTE,401,3580,
ROUTE,402,3581,
ROUTE,403,3582,
ROUTE,404,3583,
ROUTE,405,3584,
ROUTE,406,3585,
ROUTE,407,3586,
ROUTE,408,3587,
ROUTE,409,3588,
ROUTE,410,3589,
ROUTE,411,3590,
ROUTE,412,3591,
ROUTE,413,3592,
ROUTE,414,3593,
ROUTE,415,3594,
ROUTE,416,3595,
ROUTE,417,3596,
ROUTE,418,3597,
ROUTE,419,3598,
ROUTE,420,3599,
ROUTE,421,3600,
ROUTE,422,3601,
ROUTE,423,3602,
ROUTE,424,3603,
ROUTE,425,3604,
ROUTE,426,3605,
ROUTE,427,3606,
ROUTE,428,3607,
ROUTE,429,3608,
ROUTE,430,3609,
ROUTE,431,3610,
ROUTE,432,3611,
ROUTE,433,3612,
ROUTE,434,3613,
ROUTE,435,3614,
ROUTE,436,3615,
ROUTE,437,3616,
ROUTE,438,3617,
ROUTE,439,3618,
ROUTE,440,3619,
ROUTE,441,3620,
ROUTE,442,3621,
ROUTE,443,3622,
ROUTE,444,3623,
ROUTE,445,3624,
ROUTE,446,3625,
ROUTE,447,3626,
ROUTE,448,3627,
ROUTE,449,3628,
ROUTE,450,3629,
ROUTE,451,3630,
ROUTE,452,3631,
ROUTE,453,3632,
ROUTE,454,3633,
ROUTE,455,3634,
ROUTE,456,3635,
ROUTE,457,3636,
ROUTE,458,3637,
ROUTE,459,3638,
ROUTE,460,3639,
ROUTE,461,3640,
ROUTE,462,3641,
ROUTE,463,3642,
ROUTE,464,3643,
ROUTE,465,3644,
ROUTE,466,3645,
ROUTE,467,3646,
ROUTE,468,3647,
ROUTE,469,3648,
ROUTE,470,3649,
ROUTE,471,3650,
ROUTE,472,3651,
ROUTE,473,3652,
ROUTE,474,3653,
ROUTE,475,3654,
ROUTE,476,3655,
ROUTE,477,3656,
ROUTE,478,3657,
ROUTE,479,3658,
ROUTE,480,3659,
ROUTE,481,3660,
ROUTE,482,3661,
ROUTE,483,3662,
ROUTE,484,3663,
ROUTE,485,3664,
ROUTE,486,3665,
ROUTE,487,3666,
ROUTE,488,3667,
ROUTE,489,3668,
ROUTE,490,3669,
ROUTE,491,3670,
ROUTE,492,3671,
ROUTE,493,3672,
ROUTE,494,3673,
ROUTE,495,3674,
ROUTE,496,3675,
ROUTE,497,3676,
ROUTE,498,3677,
ROUTE,499,3678,
ROUTE,500,3679,
ROUTE,501,3680,
ROUTE,502,3681,
ROUTE,503,3682,
ROUTE,504,3683,
ROUTE,505,3684,
ROUTE,506,3685,
ROUTE,507,3686,
ROUTE,508,3687,
ROUTE,509,3688,
ROUTE,510,3689,
ROUTE,511,3690,
ROUTE,512,3691,
ROUTE,513,3692,
ROUTE,514,3693,
ROUTE,515,3694,
ROUTE,516,3695,
ROUTE,517,3696,
ROUTE,518,3697,
ROUTE,519,3698,
ROUTE,520,3699,
ROUTE,521,3700,
ROUTE,522,3701,
ROUTE,523,3702,
ROUTE,524,3703,
ROUTE,525,3704,
ROUTE,526,3705,
ROUTE,527,3706,
ROUTE,528,3707,
ROUTE,529,3708,
ROUTE,530,3709,
ROUTE,531,3710,
ROUTE,532,3711,
ROUTE,533,3712,
ROUTE,534,3713,
ROUTE,535,3714,
ROUTE,536,3715,
ROUTE,537,3716,
ROUTE,538,3717,
ROUTE,539,3718,
ROUTE,540,3719,
ROUTE,541,3720,
ROUTE,542,3721,
ROUTE,543,3722,
ROUTE,544,3723,
ROUTE,545,3724,
ROUTE,546,3725,
ROUTE,547,3726,
ROUTE,548,3727,
ROUTE,549,3728,
ROUTE,550,3729,
ROUTE,551,3730,
ROUTE,552,3731,
ROUTE,553,3732,
ROUTE,554,3733,
ROUTE,555,3734,
ROUTE,556,3735,
ROUTE,557,3736,
ROUTE,558,3737,
ROUTE,559,3738,
ROUTE,560,3739,
ROUTE,561,3740,
ROUTE,562,3741,
ROUTE,563,3742,
ROUTE,564,3743,
ROUTE,565,3744,
ROUTE,566,3745,
ROUTE,567,3746,
ROUTE,568,3747,
ROUTE,569,3748,
ROUTE,570,3749,
ROUTE,571,3750,
ROUTE,572,3751,
ROUTE,573,3752,
ROUTE,574,3753,
ROUTE,575,3754,
ROUTE,576,3755,
ROUTE,577,3756,
ROUTE,578,3757,
ROUTE,579,3758,
ROUTE,580,3759,
ROUTE,581,3760,
ROUTE,582,3761,
ROUTE,583,3762,
ROUTE,584,3763,
ROUTE,585,3764,
ROUTE,586,3765,
ROUTE,587,3766,
ROUTE,588,3767,
ROUTE,589,3768,
ROUTE,590,3769,
ROUTE,591,3770,
ROUTE,592,3771,
ROUTE,593,3772,
ROUTE,594,3773,
ROUTE,595,3774,
ROUTE,596,3775,
ROUTE,597,3776,
ROUTE,598,3777,
ROUTE,599,3778,
ROUTE,600,3779,
ROUTE,601,3780,
ROUTE,602,3781,
ROUTE,603,3782,
ROUTE,604,3783,
ROUTE,605,3784,
ROUTE,606,3785,
ROUTE,607,3786,
ROUTE,608,3787,
ROUTE,609,3788,
ROUTE,610,3789,
ROUTE,611,3790,
ROUTE,612,3791,
ROUTE,613,3792,
ROUTE,614,3793,
ROUTE,615,3794,
ROUTE,616,3795,
ROUTE,617,3796,
ROUTE,618,3797,
ROUTE,619,3798,
ROUTE,620,3799,
ROUTE,621,3800,
ROUTE,622,3801,
ROUTE,623,3802,
ROUTE,624,3803,
ROUTE,625,3804,
ROUTE,626,3805,
ROUTE,627,3806,
ROUTE,628,3807,
ROUTE,629,3808,
ROUTE,630,3809,
ROUTE,631,3810,
ROUTE,632,3811,
ROUTE,633,3812,
ROUTE,634,3813,
ROUTE,635,3814,
ROUTE,636,3815,
ROUTE,637,3816,
ROUTE,638,3817,
ROUTE,639,3818,
ROUTE,640,3819,
ROUTE,641,3820,
ROUTE,642,3821,
ROUTE,643,3822,
ROUTE,644,3823,
ROUTE,645,3824,
ROUTE,646,3825,
ROUTE,647,3826,
ROUTE,648,3827,
ROUTE,649,3828,
ROUTE,650,3829,
ROUTE,651,3830,
ROUTE,652,3831,
ROUTE,653,3832,
ROUTE,654,3833,
ROUTE,655,3834,
ROUTE,656,3835,
ROUTE,657,3836,
ROUTE,658,3837,
ROUTE,659,3838,
ROUTE,660,3839,
ROUTE,661,3840,
ROUTE,662,3841,
ROUTE,663,3842,
ROUTE,664,3843,
ROUTE,665,3844,
ROUTE,666,3845,
ROUTE,667,3846,
ROUTE,668,3847,
ROUTE,669,3848,
ROUTE,670,3849,
ROUTE,671,3850,
ROUTE,672,3851,
ROUTE,673,3852,
ROUTE,674,3853,
ROUTE,675,3854,
ROUTE,676,3855,
ROUTE,677,3856,
ROUTE,678,3857,
ROUTE,679,3858,
ROUTE,680,3859,
ROUTE,681,3860,
ROUTE,682,3861,
ROUTE,683,3862,
ROUTE,684,3863,
ROUTE,685,3864,
ROUTE,686,3865,
ROUTE,687,3866,
ROUTE,688,3867,
ROUTE,689,3868,
ROUTE,690,3869,
ROUTE,691,3870,
ROUTE,692,3871,
ROUTE,693,3872,
ROUTE,694,3873,
ROUTE,695,3874,
ROUTE,696,3875,
ROUTE,697,3876,
ROUTE,698,3877,
ROUTE,699,3878,
ROUTE,700,3879,
ROUTE,701,3880,
ROUTE,702,3881,
ROUTE,703,3882,
ROUTE,704,3883,
ROUTE,705,3884,
ROUTE,706,3885,
ROUTE,707,3886,
ROUTE,708,3887,
ROUTE,709,3888,
ROUTE,710,3889,
ROUTE,711,3890,
ROUTE,712,3891,
ROUTE,713,3892,
ROUTE,714,3893,
ROUTE,715,3894,
ROUTE,716,3895,
ROUTE,717,3896,
ROUTE,718,3897,
ROUTE,719,3898,
ROUTE,720,3899,
ROUTE,721,3900,
ROUTE,722,3901,
ROUTE,723,3902,
ROUTE,724,3903,
ROUTE,725,3904,
ROUTE,726,3905,
ROUTE,727,3906,
ROUTE,728,3907,
ROUTE,729,3908,
ROUTE,730,3909,
ROUTE,731,3910,
ROUTE,732,3911,
ROUTE,733,3912,
ROUTE,734,3913,
ROUTE,735,3914,
ROUTE,736,3915,
ROUTE,737,3916,
ROUTE,738,3917,
ROUTE,739,3918,
ROUTE,740,3919,
ROUTE,741,3920,
ROUTE,742,3921,
ROUTE,743,3922,
ROUTE,744,3923,
ROUTE,745,3924,
ROUTE,746,3925,
ROUTE,747,3926,
ROUTE,748,3927,
ROUTE,749,3928,
ROUTE,750,3929,
ROUTE,751,3930,
ROUTE,752,3931,
ROUTE,753,3932,
ROUTE,754,3933,
ROUTE,755,3934,
ROUTE,756,3935,
ROUTE,757,3936,
ROUTE,758,3937,
ROUTE,759,3938,
ROUTE,760,3939,
ROUTE,761,3940,
ROUTE,762,3941,
ROUTE,763,3942,
ROUTE,764,3943,
ROUTE,765,3944,
ROUTE,766,3945,
ROUTE,767,3946,
ROUTE,768,3947,
ROUTE,769,3948,
ROUTE,770,3949,
ROUTE,771,3950,
ROUTE,772,3951,
ROUTE,773,3952,
ROUTE,774,3953,
ROUTE,775,3954,
ROUTE,776,3955,
ROUTE,777,3956,
ROUTE,778,3957,
ROUTE,779,3958,
ROUTE,780,3959,
ROUTE,781,3960,
ROUTE,782,3961,
ROUTE,783,3962,
ROUTE,784,3963,
ROUTE,785,3964,
ROUTE,786,3965,
ROUTE,787,3966,
ROUTE,788,3967,
ROUTE,789,3968,
ROUTE,790,3969,
ROUTE,791,3970,
ROUTE,792,3971,
ROUTE,793,3972,
ROUTE,794,3973,
ROUTE,795,3974,
ROUTE,796,3975,
ROUTE,797,3976,
ROUTE,798,3977,
ROUTE,799,3978,
ROUTE,800,3979,
ROUTE,801,3980,
ROUTE,802,3981,
ROUTE,803,3982,
ROUTE,804,3983,
ROUTE,805,3984,
ROUTE,806,3985,
ROUTE,807,3986,
ROUTE,808,3987,
ROUTE,809,3988,
ROUTE,810,3989,
ROUTE,811,3990,
ROUTE,812,3991,
ROUTE,813,3992,
ROUTE,814,3993,
ROUTE,815,3994,
ROUTE,816,3995,
ROUTE,817,3996,
ROUTE,818,3997,
ROUTE,819,3998,
ROUTE,820,3999,
ROUTE,821,4000,
ROUTE,822,4001,
ROUTE,823,4002,
ROUTE,824,4003,
ROUTE,825,4004,
ROUTE,826,4005,
ROUTE,827,4006,
ROUTE,828,4007,
ROUTE,829,4008,
ROUTE,830,4009,
ROUTE,831,4010,
ROUTE,832,4011,
ROUTE,833,4012,
COMBAT,1,4013,SHOT_1
COMBAT,2,4014,SHOT_1
COMBAT,3,4015,SHOT_1
COMBAT,4,4016,SHOT_1
COMBAT,5,4017,SHOT_1
COMBAT,6,4018,RELEASE_1
COMBAT,7,4019,RELEASE_1
COMBAT,8,4020,RELEASE_1
COMBAT,9,4021,RELEASE_1
COMBAT,10,4022,RELEASE_1
COMBAT,11,4023,SHOT_2
COMBAT,12,4024,SHOT_2
COMBAT,13,4025,SHOT_2
COMBAT,14,4026,SHOT_2
COMBAT,15,4027,SHOT_2
COMBAT,16,4028,OBSERVE
COMBAT,17,4029,OBSERVE
COMBAT,18,4030,OBSERVE
COMBAT,19,4031,OBSERVE
COMBAT,20,4032,OBSERVE
COMBAT,21,4033,OBSERVE
COMBAT,22,4034,OBSERVE
COMBAT,23,4035,OBSERVE
COMBAT,24,4036,OBSERVE
COMBAT,25,4037,OBSERVE
COMBAT,26,4038,OBSERVE
COMBAT,27,4039,OBSERVE
COMBAT,28,4040,OBSERVE
COMBAT,29,4041,OBSERVE
COMBAT,30,4042,OBSERVE
COMBAT,31,4043,OBSERVE
COMBAT,32,4044,OBSERVE
COMBAT,33,4045,OBSERVE
COMBAT,34,4046,OBSERVE
COMBAT,35,4047,OBSERVE
COMBAT,36,4048,OBSERVE
COMBAT,37,4049,OBSERVE
COMBAT,38,4050,OBSERVE
COMBAT,39,4051,OBSERVE
COMBAT,40,4052,OBSERVE
COMBAT,41,4053,OBSERVE
COMBAT,42,4054,OBSERVE
COMBAT,43,4055,OBSERVE
COMBAT,44,4056,OBSERVE
COMBAT,45,4057,OBSERVE
COMBAT,46,4058,OBSERVE
COMBAT,47,4059,OBSERVE
COMBAT,48,4060,OBSERVE
COMBAT,49,4061,OBSERVE
COMBAT,50,4062,OBSERVE
COMBAT,51,4063,OBSERVE
COMBAT,52,4064,OBSERVE
COMBAT,53,4065,OBSERVE
COMBAT,54,4066,OBSERVE
COMBAT,55,4067,OBSERVE
COMBAT,56,4068,OBSERVE
COMBAT,57,4069,OBSERVE
COMBAT,58,4070,OBSERVE
COMBAT,59,4071,OBSERVE
COMBAT,60,4072,OBSERVE
COMBAT,61,4073,OBSERVE
COMBAT,62,4074,OBSERVE
COMBAT,63,4075,OBSERVE
COMBAT,64,4076,OBSERVE
COMBAT,65,4077,OBSERVE
COMBAT,66,4078,OBSERVE
COMBAT,67,4079,OBSERVE
COMBAT,68,4080,OBSERVE
COMBAT,69,4081,OBSERVE
COMBAT,70,4082,OBSERVE
COMBAT,71,4083,OBSERVE
COMBAT,72,4084,OBSERVE
COMBAT,73,4085,OBSERVE
COMBAT,74,4086,OBSERVE
COMBAT,75,4087,OBSERVE
COMBAT,76,4088,OBSERVE
COMBAT,77,4089,OBSERVE
COMBAT,78,4090,OBSERVE
COMBAT,79,4091,OBSERVE
COMBAT,80,4092,OBSERVE
COMBAT,81,4093,OBSERVE
COMBAT,82,4094,OBSERVE
COMBAT,83,4095,OBSERVE
COMBAT,84,4096,OBSERVE
COMBAT,85,4097,OBSERVE
COMBAT,86,4098,OBSERVE
COMBAT,87,4099,OBSERVE
COMBAT,88,4100,OBSERVE
COMBAT,89,4101,OBSERVE
COMBAT,90,4102,OBSERVE
COMBAT,91,4103,OBSERVE
COMBAT,92,4104,OBSERVE
COMBAT,93,4105,OBSERVE
COMBAT,94,4106,OBSERVE
COMBAT,95,4107,OBSERVE
COMBAT,96,4108,OBSERVE
COMBAT,97,4109,OBSERVE
COMBAT,98,4110,OBSERVE
COMBAT,99,4111,OBSERVE
COMBAT,100,4112,OBSERVE
COMBAT,101,4113,OBSERVE
COMBAT,102,4114,OBSERVE
COMBAT,103,4115,OBSERVE
COMBAT,104,4116,OBSERVE
COMBAT,105,4117,OBSERVE
COMBAT,106,4118,OBSERVE
COMBAT,107,4119,OBSERVE
COMBAT,108,4120,OBSERVE
COMBAT,109,4121,OBSERVE
COMBAT,110,4122,OBSERVE
COMBAT,111,4123,OBSERVE
COMBAT,112,4124,OBSERVE
COMBAT,113,4125,OBSERVE
COMBAT,114,4126,OBSERVE
COMBAT,115,4127,OBSERVE
COMBAT,116,4128,OBSERVE
COMBAT,117,4129,OBSERVE
COMBAT,118,4130,OBSERVE
COMBAT,119,4131,OBSERVE
COMBAT,120,4132,OBSERVE
COMBAT,121,4133,OBSERVE
COMBAT,122,4134,OBSERVE
COMBAT,123,4135,OBSERVE
COMBAT,124,4136,OBSERVE
COMBAT,125,4137,OBSERVE
COMBAT,126,4138,OBSERVE
COMBAT,127,4139,OBSERVE
COMBAT,128,4140,OBSERVE
COMBAT,129,4141,OBSERVE
COMBAT,130,4142,OBSERVE
COMBAT,131,4143,OBSERVE
COMBAT,132,4144,OBSERVE
COMBAT,133,4145,OBSERVE
COMBAT,134,4146,OBSERVE
COMBAT,135,4147,OBSERVE

Motivo do encerramento: TESTE_CONCLUIDO
