frame,event,state,enabled,acquisition,stable_count,quiet_count,reacquire_count,search_frame,normalized_x,normalized_y,target_x,target_y,error_x,error_y,velocity_x,velocity_y,filtered_velocity_x,filtered_velocity_y,remembered_error_x,remembered_error_y,screen_x,screen_y,raw_x,raw_y,acquired_signal,quiet_signal,enter_aligned,exit_aligned,command_x,command_y,search_decay
28975,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,9.7936649030278e-28,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28976,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,6.3658821869681e-28,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28977,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,4.1378234215293e-28,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28978,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,2.689585223994e-28,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28979,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.7482303955961e-28,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28980,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.1363497571375e-28,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28981,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,7.3862734213936e-29,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28982,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,4.8010777239058e-29,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28983,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,3.1207005205388e-29,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28984,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,2.0284553383502e-29,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28985,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.3184959699276e-29,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28986,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,8.5702238045296e-30,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28987,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,5.5706454729443e-30,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28988,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,3.6209195574138e-30,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28989,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,2.353597712319e-30,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28990,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.5298385130073e-30,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28991,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,9.9439503345476e-31,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28992,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,6.4635677174559e-31,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28993,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,4.2013190163464e-31,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28994,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,2.7308573606251e-31,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28995,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.7750572844063e-31,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28996,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.1537872348641e-31,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28997,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,7.4996170266168e-32,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28998,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,4.8747510673009e-32,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
28999,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,3.1685881937456e-32,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29000,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,2.0595823259346e-32,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29001,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.3387285118575e-32,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29002,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,8.7017353270738e-33,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29003,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,5.656127962598e-33,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29004,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,3.6764831756887e-33,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29005,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,2.3897140641976e-33,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29006,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.5533141417285e-33,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29007,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.0096541921235e-33,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29008,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,6.5627522488028e-34,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29009,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,4.2657889617218e-34,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29010,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,2.7727628251192e-34,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29011,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.8022958363275e-34,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29012,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.1714922936129e-34,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29013,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,7.6146999084835e-35,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29014,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,4.9495549405143e-35,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29015,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,3.2172107113343e-35,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29016,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,2.0911869623673e-35,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29017,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,1.3592715255387e-35,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29018,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,8.8352649160018e-36,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29019,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,5.7429221954012e-36,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29020,SAMPLE,IDLE,false,0,0,0,0,0,0.0,-0.069813169538975,0.0,-0.07,0.0,0.00018683046102524,0.0,0.0,0.0,3.7328994270108e-36,0,0,160.0,120.0,0.0,0.0,false,true,true,true,0,0,0
29021,SAMPLE,IDLE,false,0,0,0,0,0,0.06545877456665,-0.069813169538975,0.0,-0.07,0.06545877456665,0.00018683046102524,0.06545877456665,0.0,0.022910571098328,2.426384627557e-36,0,0,147.50079345703,120.0,-65.463096618652,-0.55800002813339,true,false,false,false,0,0,0
29022,ACQUIRED,ACQUIRED,false,1,0,0,0,0,0.06545877456665,-0.069813169538975,0.0,-0.07,0.06545877456665,0.00018683046102524,0.0,0.0,0.014891871213913,1.577150007912e-36,0.06545877456665,0.00018683046102524,147.50079345703,120.0,-65.463096618652,-0.55800002813339,true,false,false,false,0,0,0
29023,ALIGNING,ALIGNING,false,1,0,0,0,0,0.11358821392059,-0.069813169538975,0.0,-0.07,0.11358821392059,0.00018683046102524,0.048129439353943,0.0,0.026525020062923,1.0251475051428e-36,0.06545877456665,0.00018683046102524,138.25639343262,120.0,-113.38831329346,-0.9706968665123,true,false,false,false,0,0,0
29024,SAMPLE,ALIGNING,false,1,0,0,0,0,0.11358821392059,-0.069813169538975,0.0,-0.07,0.11358821392059,0.00018683046102524,0.0,0.0,0.0172412630409,6.6634587834284e-37,0.11358821392059,0.00018683046102524,138.25639343262,120.0,-113.38831329346,-0.9706968665123,true,false,false,false,0,0,0
29025,SAMPLE,ALIGNING,false,1,0,0,0,0,0.11358821392059,-0.069813169538975,0.0,-0.07,0.11358821392059,0.00018683046102524,0.0,0.0,0.011206820976585,4.3312482092285e-37,0.11358821392059,0.00018683046102524,138.25639343262,120.0,-113.38831329346,-0.9706968665123,true,false,false,false,0,0,0
29026,SAMPLE,ALIGNING,false,1,0,0,0,0,0.084154605865479,-0.069813169538975,0.0,-0.07,0.084154605865479,0.00018683046102524,-0.029433608055115,0.0,-0.0030173291845098,2.8153113359985e-37,0.084154605865479,0.00018683046102524,143.91842651367,120.0,-84.107284545898,-0.71792739629745,true,false,false,false,0,0,0
29027,SAMPLE,ALIGNING,false,1,0,0,0,0,0.084154605865479,-0.069813169538975,0.0,-0.07,0.084154605865479,0.00018683046102524,0.0,0.0,-0.0019612639699314,1.829952368399e-37,0.084154605865479,0.00018683046102524,143.91842651367,120.0,-84.107284545898,-0.71792739629745,true,false,false,false,0,0,0
29028,SAMPLE,ALIGNING,false,1,0,0,0,0,0.062294960021973,-0.069813169538975,0.0,-0.07,0.062294960021973,0.00018683046102524,-0.021859645843506,0.0,-0.0089256976256824,1.1894690394594e-37,0.062294960021973,0.00018683046102524,148.10606384277,120.0,-62.305679321289,-0.5309790968895,true,false,false,false,0,0,0
29029,SAMPLE,ALIGNING,false,1,0,0,0,0,0.062294960021973,-0.069813169538975,0.0,-0.07,0.062294960021973,0.00018683046102524,0.0,0.0,-0.0058017034566936,7.7315487564859e-38,0.062294960021973,0.00018683046102524,148.10606384277,120.0,-62.305679321289,-0.5309790968895,true,false,false,false,0,0,0
29030,SAMPLE,ALIGNING,false,1,0,0,0,0,0.04613995552063,-0.069813169538975,0.0,-0.07,0.04613995552063,0.00018683046102524,-0.016155004501343,0.0,-0.0094253588223208,5.0255066917158e-38,0.04613995552063,0.00018683046102524,151.20324707031,120.0,-46.121841430664,-0.39271214604378,true,false,false,false,0,0,0
29031,SAMPLE,ALIGNING,false,1,0,0,0,0,0.04613995552063,-0.069813169538975,0.0,-0.07,0.04613995552063,0.00018683046102524,0.0,0.0,-0.0061264832345085,3.2665793496153e-38,0.04613995552063,0.00018683046102524,151.20324707031,120.0,-46.121841430664,-0.39271214604378,true,false,false,false,0,0,0
29032,SAMPLE,ALIGNING,false,1,0,0,0,0,0.04613995552063,-0.069813169538975,0.0,-0.07,0.04613995552063,0.00018683046102524,0.0,0.0,-0.0039822141024305,2.1232765772499e-38,0.04613995552063,0.00018683046102524,151.20324707031,120.0,-46.121841430664,-0.39271214604378,true,false,false,false,0,0,0
29033,SAMPLE,ALIGNING,false,1,0,0,0,0,0.034107565879822,-0.069813169538975,0.0,-0.07,0.034107565879822,0.00018683046102524,-0.012032389640808,0.0,-0.0067997755408627,1.3801297752125e-38,0.034107565879822,0.00018683046102524,153.49392700195,120.0,-34.128128051758,-0.29044991731644,true,false,false,true,0,0,0
29034,SAMPLE,ALIGNING,false,1,0,0,0,0,0.034107565879822,-0.069813169538975,0.0,-0.07,0.034107565879822,0.00018683046102524,0.0,0.0,-0.0044198541015607,8.970843538881e-39,0.034107565879822,0.00018683046102524,153.49392700195,120.0,-34.128128051758,-0.29044991731644,true,false,false,true,0,0,0
29035,SAMPLE,ALIGNING,false,1,0,0,0,0,0.025191187858582,-0.069813169538975,0.0,-0.07,0.025191187858582,0.00018683046102524,-0.0089163780212402,0.0,-0.0059936374734486,5.8310483002726e-39,0.025191187858582,0.00018683046102524,155.18811035156,120.0,-25.247816085815,-0.21481676399708,true,false,false,true,0,0,0
29036,SAMPLE,ALIGNING,false,1,0,0,0,0,0.025191187858582,-0.069813169538975,0.0,-0.07,0.025191187858582,0.00018683046102524,0.0,0.0,-0.0038958643577416,3.7901813951772e-39,0.025191187858582,0.00018683046102524,155.18811035156,120.0,-25.247816085815,-0.21481676399708,true,false,false,true,0,0,0
29037,SAMPLE,ALIGNING,false,1,1,0,0,0,0.01862370967865,-0.069813169538975,0.0,-0.07,0.01862370967865,0.00018683046102524,-0.0065674781799316,0.0,-0.0048309291955081,2.4636179068652e-39,0.01862370967865,0.00018683046102524,156.44111633301,120.0,-18.676034927368,-0.15887849032879,false,false,true,true,0,0,0
29038,SAMPLE,ALIGNING,false,1,2,0,0,0,0.01862370967865,-0.069813169538975,0.0,-0.07,0.01862370967865,0.00018683046102524,0.0,0.0,-0.0031401039770803,1.6013516394624e-39,0.01862370967865,0.00018683046102524,156.44111633301,120.0,-18.676034927368,-0.15887849032879,false,false,true,true,0,0,0
29039,SAMPLE,ALIGNING,false,1,3,0,0,0,0.01862370967865,-0.069813169538975,0.0,-0.07,0.01862370967865,0.00018683046102524,0.0,0.0,-0.0020410675851022,1.0408785656505e-39,0.01862370967865,0.00018683046102524,156.44111633301,120.0,-18.676034927368,-0.15887849032879,false,false,true,true,0,0,0
29040,SAMPLE,ALIGNING,false,1,4,0,0,0,0.013734221458435,-0.069813169538975,0.0,-0.07,0.013734221458435,0.00018683046102524,-0.0048894882202148,0.0,-0.0030380148073916,6.7657106767285e-40,0.013734221458435,0.00018683046102524,157.36785888672,120.0,-13.813839912415,-0.11750652641058,false,false,true,true,0,0,0
29041,STABLE,STABLE,false,1,5,0,0,0,0.013734221458435,-0.069813169538975,0.0,-0.07,0.013734221458435,0.00018683046102524,0.0,0.0,-0.0019747096248045,4.3977119398735e-40,0.013734221458435,0.00018683046102524,157.36785888672,120.0,-13.813839912415,-0.11750652641058,false,false,true,true,0,0,0
29042,SAMPLE,STABLE,false,1,5,0,0,0,0.010138750076294,-0.069813169538975,0.0,-0.07,0.010138750076294,0.00018683046102524,-0.0035954713821411,0.0,-0.0025419762398723,2.8585127609178e-40,0.010138750076294,0.00018683046102524,158.05326843262,120.0,-10.217156410217,-0.08690782636404,false,false,true,true,0,0,0
29043,SAMPLE,STABLE,false,1,5,0,0,0,0.010138750076294,-0.069813169538975,0.0,-0.07,0.010138750076294,0.00018683046102524,0.0,0.0,-0.001652284555917,1.8580332945966e-40,0.010138750076294,0.00018683046102524,158.05326843262,120.0,-10.217156410217,-0.08690782636404,false,false,true,true,0,0,0
29044,SAMPLE,STABLE,false,1,5,0,0,0,0.0075021982192993,-0.069813169538975,0.0,-0.07,0.0075021982192993,0.00018683046102524,-0.0026365518569946,0.0,-0.0019967781112942,1.2077216414878e-40,0.0075021982192993,0.00018683046102524,158.56019592285,120.0,-7.5567951202393,-0.064277030527592,false,false,true,true,0,0,0
29045,SAMPLE,STABLE,false,1,5,0,0,0,0.0075021982192993,-0.069813169538975,0.0,-0.07,0.0075021982192993,0.00018683046102524,0.0,0.0,-0.0012979057723412,7.8501906696705e-41,0.0075021982192993,0.00018683046102524,158.56019592285,120.0,-7.5567951202393,-0.064277030527592,false,false,true,true,0,0,0
29046,SAMPLE,STABLE,false,1,5,0,0,0,0.0075021982192993,-0.069813169538975,0.0,-0.07,0.0075021982192993,0.00018683046102524,0.0,0.0,-0.00084363875202179,5.1026239352858e-41,0.0075021982192993,0.00018683046102524,158.93511962891,120.0,-5.5890846252441,-0.047539290040731,false,false,true,true,0,0,0
29047,SAMPLE,STABLE,false,1,5,1,0,0,0.0055367946624756,-0.069813169538975,0.0,-0.07,0.0055367946624756,0.00018683046102524,-0.0019654035568237,0.0,-0.0012362564337025,3.3167055579358e-41,0.0075021982192993,0.00018683046102524,158.93511962891,120.0,-5.5890846252441,-0.047539290040731,false,true,true,true,0,0,0
29048,SAMPLE,STABLE,false,1,5,2,0,0,0.0055367946624756,-0.069813169538975,0.0,-0.07,0.0055367946624756,0.00018683046102524,0.0,0.0,-0.00080356668190661,2.1558586126583e-41,0.0075021982192993,0.00018683046102524,158.93511962891,120.0,-5.5890846252441,-0.047539290040731,false,true,true,true,0,0,0
29049,TARGET_TEMPORARILY_LOST,TARGET_TEMPORARILY_LOST,false,1,5,3,0,0,0.0040507316589355,-0.069813169538975,0.0,-0.07,0.0040507316589355,0.00018683046102524,-0.00148606300354,0.0,-0.0010424403944783,1.4013080982279e-41,0.0075021982192993,0.00018683046102524,159.21241760254,120.0,-4.1337003707886,-0.035160060971975,false,true,true,true,0,0,0
29050,SEARCHING_LAST_DIRECTION,SEARCHING_LAST_DIRECTION,false,1,5,3,0,0,0.0040507316589355,-0.069813169538975,0.0,-0.07,0.0040507316589355,0.00018683046102524,0.0,0.0,-0.0006775862564109,9.1085026384812e-42,0.0075021982192993,0.00018683046102524,159.21241760254,120.0,-4.1337003707886,-0.035160060971975,false,true,true,true,0,0,0
29051,SAMPLE,SEARCHING_LAST_DIRECTION,false,1,5,3,1,1,0.068526864051819,-0.069813169538975,0.0,-0.07,0.068526864051819,0.00018683046102524,0.064476132392883,0.0,0.022126215270842,5.9205267150128e-42,0.0075021982192993,0.00018683046102524,146.91830444336,120.0,-68.499809265137,-0.58400440216064,true,false,false,false,0,0,0.96666666666667
29052,REACQUIRED,REACQUIRED,false,1,5,3,2,2,0.068526864051819,-0.069813169538975,0.0,-0.07,0.068526864051819,0.00018683046102524,0.0,0.0,0.014382039926047,3.8483423647583e-42,0.0075021982192993,0.00018683046102524,146.91830444336,120.0,-68.499809265137,-0.58400440216064,true,false,false,false,0,0,0.93333333333333
