frame,relative_frame,is_lagged,lag_count,event,input_state
2532,10,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2533,11,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2534,12,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2535,13,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2536,14,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2537,15,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2538,16,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2539,17,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2540,18,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2541,19,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2542,20,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2543,21,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2544,22,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2545,23,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2546,24,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2547,25,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2548,26,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2549,27,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2550,28,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2551,29,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2552,30,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2553,31,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2554,32,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2555,33,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2556,34,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2557,35,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2558,36,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2559,37,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2560,38,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2561,39,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2562,40,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2563,41,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2564,42,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2565,43,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2566,44,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2567,45,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2568,46,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2569,47,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2570,48,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2571,49,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2572,50,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2573,51,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2574,52,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2575,53,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2576,54,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2577,55,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2578,56,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2579,57,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2580,58,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2581,59,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2582,60,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2583,61,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2584,62,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2585,63,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2586,64,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2587,65,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2588,66,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2589,67,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2590,68,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2591,69,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2592,70,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2593,71,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2594,72,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2595,73,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2596,74,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2597,75,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2598,76,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2599,77,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2600,78,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2601,79,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2602,80,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2603,81,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2604,82,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2605,83,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2606,84,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2607,85,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2608,86,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2609,87,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2610,88,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2611,89,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2612,90,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2613,91,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2614,92,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2615,93,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2616,94,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2617,95,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2618,96,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2619,97,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2620,98,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2621,99,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2622,100,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2623,101,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2624,102,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2625,103,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2626,104,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2627,105,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2628,106,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
2629,107,0,111,"","A=0;A Down=0;A Left=0;A Right=0;A Up=0;B=0;C Down=0;C Left=0;C Right=0;C Up=0;DPad D=0;DPad L=0;DPad R=0;DPad U=0;L=0;R=0;Start=0;X Axis=0;Y Axis=0;Z=0"
