frame,event,last_marker,screen_x,screen_y,screen_x_copy,screen_y_copy,raw_vertical,raw_vertical_copy,normalized_vertical,normalized_horizontal,rolling_count,rolling_screen_y_min,rolling_screen_y_max,rolling_screen_y_mean,rolling_norm_y_min,rolling_norm_y_max,rolling_norm_y_mean,rolling_raw_y_min,rolling_raw_y_max,rolling_raw_y_mean
8555,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8556,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8557,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8558,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8559,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8560,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8561,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8562,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8563,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8564,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8565,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8566,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8567,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8568,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8569,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8570,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8571,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8572,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8573,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8574,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8575,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8576,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8577,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8578,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8579,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8580,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8581,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8582,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8583,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8584,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8585,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8586,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8587,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8588,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8589,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8590,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8591,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8592,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8593,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8594,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8595,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8596,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8597,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8598,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8599,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8600,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8601,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8602,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8603,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8604,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8605,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8606,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8607,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8608,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8609,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8610,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8611,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8612,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8613,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8614,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8615,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8616,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8617,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8618,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8619,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8620,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8621,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8622,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8623,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8624,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8625,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8626,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8627,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8628,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8629,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8630,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8631,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8632,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8633,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8634,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8635,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8636,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8637,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8638,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8639,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8640,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8641,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8642,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8643,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8644,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8645,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8646,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8647,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8648,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8649,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8650,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8651,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8652,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8653,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8654,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8655,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8656,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8657,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8658,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8659,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8660,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8661,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8662,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8663,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8664,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8665,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8666,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8667,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8668,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8669,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8670,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8671,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8672,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8673,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8674,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
8675,SAMPLE,NONE,160.0,120.0,160.0,120.0,0.0,0.0,-0.069813169538975,0.0,15,120.0,120.0,120.0,-0.069813169538975,-0.069813169538975,-0.069813169538975,0.0,0.0,0.0
